time,I,pol,r,ar,cc,kind,net_type
29,53.06,0.1,0.1,833,0.079,mean,static
29,6.75,0.1,0.1,18,0.002,std,static
30,47.94,0.1,0.1,833,0.079,mean,static
30,6.17,0.1,0.1,18,0.002,std,static
31,42.69,0.1,0.1,833,0.079,mean,static
31,5.89,0.1,0.1,18,0.002,std,static
32,38.88,0.1,0.1,833,0.079,mean,static
32,5.95,0.1,0.1,18,0.002,std,static
33,34.72,0.1,0.1,833,0.079,mean,static
33,5.39,0.1,0.1,18,0.002,std,static
34,31.47,0.1,0.1,833,0.079,mean,static
34,5.07,0.1,0.1,18,0.002,std,static
35,28.38,0.1,0.1,833,0.079,mean,static
35,5.63,0.1,0.1,18,0.002,std,static
36,25.28,0.1,0.1,833,0.079,mean,static
36,5.38,0.1,0.1,18,0.002,std,static
37,22.53,0.1,0.1,833,0.079,mean,static
37,5.04,0.1,0.1,18,0.002,std,static
38,20.38,0.1,0.1,833,0.079,mean,static
38,4.81,0.1,0.1,18,0.002,std,static
39,18.59,0.1,0.1,833,0.079,mean,static
39,4.52,0.1,0.1,18,0.002,std,static
40,16.66,0.1,0.1,833,0.079,mean,static
40,4.16,0.1,0.1,18,0.002,std,static
41,15.0,0.1,0.1,833,0.079,mean,static
41,3.91,0.1,0.1,18,0.002,std,static
42,13.59,0.1,0.1,833,0.079,mean,static
42,3.8,0.1,0.1,18,0.002,std,static
43,12.31,0.1,0.1,833,0.079,mean,static
43,3.42,0.1,0.1,18,0.002,std,static
44,10.97,0.1,0.1,833,0.079,mean,static
44,3.07,0.1,0.1,18,0.002,std,static
45,9.91,0.1,0.1,833,0.079,mean,static
45,2.93,0.1,0.1,18,0.002,std,static
46,8.84,0.1,0.1,833,0.079,mean,static
46,2.69,0.1,0.1,18,0.002,std,static
47,7.78,0.1,0.1,833,0.079,mean,static
47,2.47,0.1,0.1,18,0.002,std,static
48,6.88,0.1,0.1,833,0.079,mean,static
48,2.0,0.1,0.1,18,0.002,std,static
49,6.34,0.1,0.1,833,0.079,mean,static
49,2.07,0.1,0.1,18,0.002,std,static
50,6.06,0.1,0.1,833,0.079,mean,static
50,2.12,0.1,0.1,18,0.002,std,static
51,5.22,0.1,0.1,833,0.079,mean,static
51,1.85,0.1,0.1,18,0.002,std,static
52,4.72,0.1,0.1,833,0.079,mean,static
52,1.59,0.1,0.1,18,0.002,std,static
53,4.22,0.1,0.1,833,0.079,mean,static
53,1.62,0.1,0.1,18,0.002,std,static
54,3.81,0.1,0.1,833,0.079,mean,static
54,1.59,0.1,0.1,18,0.002,std,static
0,5.0,0.1,0.1,824,0.074,mean,dynamic
0,0.0,0.1,0.1,14,0.005,std,dynamic
1,21.47,0.1,0.1,824,0.074,mean,dynamic
1,4.03,0.1,0.1,14,0.005,std,dynamic
2,129.66,0.1,0.1,824,0.074,mean,dynamic
2,27.64,0.1,0.1,14,0.005,std,dynamic
3,484.12,0.1,0.1,824,0.074,mean,dynamic
3,59.93,0.1,0.1,14,0.005,std,dynamic
4,704.31,0.1,0.1,824,0.074,mean,dynamic
4,24.21,0.1,0.1,14,0.005,std,dynamic
5,684.81,0.1,0.1,824,0.074,mean,dynamic
5,15.75,0.1,0.1,14,0.005,std,dynamic
6,622.69,0.1,0.1,824,0.074,mean,dynamic
6,14.81,0.1,0.1,14,0.005,std,dynamic
7,561.44,0.1,0.1,824,0.074,mean,dynamic
7,16.98,0.1,0.1,14,0.005,std,dynamic
8,504.19,0.1,0.1,824,0.074,mean,dynamic
8,15.33,0.1,0.1,14,0.005,std,dynamic
9,453.66,0.1,0.1,824,0.074,mean,dynamic
9,14.73,0.1,0.1,14,0.005,std,dynamic
10,407.12,0.1,0.1,824,0.074,mean,dynamic
10,13.56,0.1,0.1,14,0.005,std,dynamic
11,365.12,0.1,0.1,824,0.074,mean,dynamic
11,13.14,0.1,0.1,14,0.005,std,dynamic
12,327.44,0.1,0.1,824,0.074,mean,dynamic
12,13.51,0.1,0.1,14,0.005,std,dynamic
13,293.25,0.1,0.1,824,0.074,mean,dynamic
13,12.88,0.1,0.1,14,0.005,std,dynamic
14,263.5,0.1,0.1,824,0.074,mean,dynamic
14,10.51,0.1,0.1,14,0.005,std,dynamic
15,236.97,0.1,0.1,824,0.074,mean,dynamic
15,9.15,0.1,0.1,14,0.005,std,dynamic
16,212.34,0.1,0.1,824,0.074,mean,dynamic
16,7.82,0.1,0.1,14,0.005,std,dynamic
17,191.44,0.1,0.1,824,0.074,mean,dynamic
17,7.29,0.1,0.1,14,0.005,std,dynamic
18,172.22,0.1,0.1,824,0.074,mean,dynamic
18,7.68,0.1,0.1,14,0.005,std,dynamic
19,156.12,0.1,0.1,824,0.074,mean,dynamic
19,9.04,0.1,0.1,14,0.005,std,dynamic
20,140.66,0.1,0.1,824,0.074,mean,dynamic
20,8.85,0.1,0.1,14,0.005,std,dynamic
21,126.91,0.1,0.1,824,0.074,mean,dynamic
21,8.38,0.1,0.1,14,0.005,std,dynamic
22,113.84,0.1,0.1,824,0.074,mean,dynamic
22,8.06,0.1,0.1,14,0.005,std,dynamic
23,103.69,0.1,0.1,824,0.074,mean,dynamic
23,8.4,0.1,0.1,14,0.005,std,dynamic
24,93.06,0.1,0.1,824,0.074,mean,dynamic
24,7.97,0.1,0.1,14,0.005,std,dynamic
25,83.66,0.1,0.1,824,0.074,mean,dynamic
25,6.01,0.1,0.1,14,0.005,std,dynamic
26,75.72,0.1,0.1,824,0.074,mean,dynamic
26,5.24,0.1,0.1,14,0.005,std,dynamic
27,67.72,0.1,0.1,824,0.074,mean,dynamic
27,5.06,0.1,0.1,14,0.005,std,dynamic
28,61.47,0.1,0.1,824,0.074,mean,dynamic
28,4.91,0.1,0.1,14,0.005,std,dynamic
29,55.56,0.1,0.1,824,0.074,mean,dynamic
29,4.29,0.1,0.1,14,0.005,std,dynamic
30,49.44,0.1,0.1,824,0.074,mean,dynamic
30,4.29,0.1,0.1,14,0.005,std,dynamic
31,44.25,0.1,0.1,824,0.074,mean,dynamic
31,4.73,0.1,0.1,14,0.005,std,dynamic
32,39.53,0.1,0.1,824,0.074,mean,dynamic
32,4.46,0.1,0.1,14,0.005,std,dynamic
33,36.34,0.1,0.1,824,0.074,mean,dynamic
33,4.69,0.1,0.1,14,0.005,std,dynamic
34,33.0,0.1,0.1,824,0.074,mean,dynamic
34,4.99,0.1,0.1,14,0.005,std,dynamic
35,29.41,0.1,0.1,824,0.074,mean,dynamic
35,5.37,0.1,0.1,14,0.005,std,dynamic
36,26.62,0.1,0.1,824,0.074,mean,dynamic
36,4.77,0.1,0.1,14,0.005,std,dynamic
37,23.91,0.1,0.1,824,0.074,mean,dynamic
37,4.81,0.1,0.1,14,0.005,std,dynamic
38,21.91,0.1,0.1,824,0.074,mean,dynamic
38,4.45,0.1,0.1,14,0.005,std,dynamic
39,20.03,0.1,0.1,824,0.074,mean,dynamic
39,4.17,0.1,0.1,14,0.005,std,dynamic
40,18.16,0.1,0.1,824,0.074,mean,dynamic
40,3.87,0.1,0.1,14,0.005,std,dynamic
41,16.22,0.1,0.1,824,0.074,mean,dynamic
41,3.92,0.1,0.1,14,0.005,std,dynamic
42,14.53,0.1,0.1,824,0.074,mean,dynamic
42,3.74,0.1,0.1,14,0.005,std,dynamic
43,13.19,0.1,0.1,824,0.074,mean,dynamic
43,3.34,0.1,0.1,14,0.005,std,dynamic
44,11.47,0.1,0.1,824,0.074,mean,dynamic
44,3.17,0.1,0.1,14,0.005,std,dynamic
45,10.22,0.1,0.1,824,0.074,mean,dynamic
45,3.1,0.1,0.1,14,0.005,std,dynamic
46,9.44,0.1,0.1,824,0.074,mean,dynamic
46,2.87,0.1,0.1,14,0.005,std,dynamic
47,8.44,0.1,0.1,824,0.074,mean,dynamic
47,2.73,0.1,0.1,14,0.005,std,dynamic
48,7.72,0.1,0.1,824,0.074,mean,dynamic
48,2.47,0.1,0.1,14,0.005,std,dynamic
49,6.97,0.1,0.1,824,0.074,mean,dynamic
49,1.96,0.1,0.1,14,0.005,std,dynamic
50,6.19,0.1,0.1,824,0.074,mean,dynamic
50,1.89,0.1,0.1,14,0.005,std,dynamic
51,5.5,0.1,0.1,824,0.074,mean,dynamic
51,1.92,0.1,0.1,14,0.005,std,dynamic
52,4.88,0.1,0.1,824,0.074,mean,dynamic
52,1.92,0.1,0.1,14,0.005,std,dynamic
0,5.0,0.2,0.1,829,0.079,mean,static
0,0.0,0.2,0.1,15,0.002,std,static
1,18.81,0.2,0.1,829,0.079,mean,static
1,3.24,0.2,0.1,15,0.002,std,static
2,120.97,0.2,0.1,829,0.079,mean,static
2,20.84,0.2,0.1,15,0.002,std,static
3,437.59,0.2,0.1,829,0.079,mean,static
3,47.69,0.2,0.1,15,0.002,std,static
4,702.91,0.2,0.1,829,0.079,mean,static
4,27.63,0.2,0.1,15,0.002,std,static
5,687.75,0.2,0.1,829,0.079,mean,static
5,13.26,0.2,0.1,15,0.002,std,static
6,615.59,0.2,0.1,829,0.079,mean,static
6,12.88,0.2,0.1,15,0.002,std,static
7,550.91,0.2,0.1,829,0.079,mean,static
7,14.3,0.2,0.1,15,0.002,std,static
8,493.44,0.2,0.1,829,0.079,mean,static
8,13.86,0.2,0.1,15,0.002,std,static
9,441.41,0.2,0.1,829,0.079,mean,static
9,13.54,0.2,0.1,15,0.002,std,static
10,390.22,0.2,0.1,829,0.079,mean,static
10,14.17,0.2,0.1,15,0.002,std,static
11,350.03,0.2,0.1,829,0.079,mean,static
11,14.51,0.2,0.1,15,0.002,std,static
12,316.44,0.2,0.1,829,0.079,mean,static
12,15.36,0.2,0.1,15,0.002,std,static
13,285.75,0.2,0.1,829,0.079,mean,static
13,13.48,0.2,0.1,15,0.002,std,static
14,256.91,0.2,0.1,829,0.079,mean,static
14,13.79,0.2,0.1,15,0.002,std,static
15,232.81,0.2,0.1,829,0.079,mean,static
15,12.39,0.2,0.1,15,0.002,std,static
16,210.03,0.2,0.1,829,0.079,mean,static
16,11.39,0.2,0.1,15,0.002,std,static
17,188.16,0.2,0.1,829,0.079,mean,static
17,11.02,0.2,0.1,15,0.002,std,static
18,169.84,0.2,0.1,829,0.079,mean,static
18,11.41,0.2,0.1,15,0.002,std,static
19,153.5,0.2,0.1,829,0.079,mean,static
19,10.97,0.2,0.1,15,0.002,std,static
20,137.53,0.2,0.1,829,0.079,mean,static
20,9.96,0.2,0.1,15,0.002,std,static
21,122.25,0.2,0.1,829,0.079,mean,static
21,9.72,0.2,0.1,15,0.002,std,static
22,109.78,0.2,0.1,829,0.079,mean,static
22,9.6,0.2,0.1,15,0.002,std,static
23,98.78,0.2,0.1,829,0.079,mean,static
23,9.42,0.2,0.1,15,0.002,std,static
24,88.56,0.2,0.1,829,0.079,mean,static
24,8.99,0.2,0.1,15,0.002,std,static
25,80.41,0.2,0.1,829,0.079,mean,static
25,7.14,0.2,0.1,15,0.002,std,static
26,72.56,0.2,0.1,829,0.079,mean,static
26,7.4,0.2,0.1,15,0.002,std,static
27,66.16,0.2,0.1,829,0.079,mean,static
27,7.01,0.2,0.1,15,0.002,std,static
28,58.84,0.2,0.1,829,0.079,mean,static
28,6.98,0.2,0.1,15,0.002,std,static
29,52.62,0.2,0.1,829,0.079,mean,static
29,6.87,0.2,0.1,15,0.002,std,static
30,47.53,0.2,0.1,829,0.079,mean,static
30,6.86,0.2,0.1,15,0.002,std,static
31,42.69,0.2,0.1,829,0.079,mean,static
31,6.55,0.2,0.1,15,0.002,std,static
32,37.78,0.2,0.1,829,0.079,mean,static
32,5.59,0.2,0.1,15,0.002,std,static
33,33.59,0.2,0.1,829,0.079,mean,static
33,5.21,0.2,0.1,15,0.002,std,static
34,30.03,0.2,0.1,829,0.079,mean,static
34,5.39,0.2,0.1,15,0.002,std,static
35,26.84,0.2,0.1,829,0.079,mean,static
35,5.23,0.2,0.1,15,0.002,std,static
36,24.25,0.2,0.1,829,0.079,mean,static
36,4.83,0.2,0.1,15,0.002,std,static
37,21.94,0.2,0.1,829,0.079,mean,static
37,4.0,0.2,0.1,15,0.002,std,static
38,19.97,0.2,0.1,829,0.079,mean,static
38,3.88,0.2,0.1,15,0.002,std,static
39,17.72,0.2,0.1,829,0.079,mean,static
39,4.06,0.2,0.1,15,0.002,std,static
40,15.88,0.2,0.1,829,0.079,mean,static
40,3.81,0.2,0.1,15,0.002,std,static
41,14.12,0.2,0.1,829,0.079,mean,static
41,3.91,0.2,0.1,15,0.002,std,static
42,12.94,0.2,0.1,829,0.079,mean,static
42,3.62,0.2,0.1,15,0.002,std,static
43,11.53,0.2,0.1,829,0.079,mean,static
43,3.48,0.2,0.1,15,0.002,std,static
44,10.19,0.2,0.1,829,0.079,mean,static
44,3.01,0.2,0.1,15,0.002,std,static
45,9.19,0.2,0.1,829,0.079,mean,static
45,2.59,0.2,0.1,15,0.002,std,static
46,8.41,0.2,0.1,829,0.079,mean,static
46,2.5,0.2,0.1,15,0.002,std,static
47,7.69,0.2,0.1,829,0.079,mean,static
47,2.4,0.2,0.1,15,0.002,std,static
48,7.0,0.2,0.1,829,0.079,mean,static
48,2.5,0.2,0.1,15,0.002,std,static
49,6.41,0.2,0.1,829,0.079,mean,static
49,2.33,0.2,0.1,15,0.002,std,static
50,5.75,0.2,0.1,829,0.079,mean,static
50,2.56,0.2,0.1,15,0.002,std,static
51,5.06,0.2,0.1,829,0.079,mean,static
51,2.52,0.2,0.1,15,0.002,std,static
52,4.44,0.2,0.1,829,0.079,mean,static
52,2.44,0.2,0.1,15,0.002,std,static
0,5.0,0.2,0.1,824,0.155,mean,dynamic
0,0.0,0.2,0.1,16,0.031,std,dynamic
1,18.94,0.2,0.1,824,0.155,mean,dynamic
1,2.4,0.2,0.1,16,0.031,std,dynamic
2,116.5,0.2,0.1,824,0.155,mean,dynamic
2,30.62,0.2,0.1,16,0.031,std,dynamic
3,455.69,0.2,0.1,824,0.155,mean,dynamic
3,64.51,0.2,0.1,16,0.031,std,dynamic
4,704.66,0.2,0.1,824,0.155,mean,dynamic
4,27.44,0.2,0.1,16,0.031,std,dynamic
5,686.66,0.2,0.1,824,0.155,mean,dynamic
5,16.07,0.2,0.1,16,0.031,std,dynamic
6,624.38,0.2,0.1,824,0.155,mean,dynamic
6,14.26,0.2,0.1,16,0.031,std,dynamic
7,561.12,0.2,0.1,824,0.155,mean,dynamic
7,16.7,0.2,0.1,16,0.031,std,dynamic
8,505.25,0.2,0.1,824,0.155,mean,dynamic
8,15.5,0.2,0.1,16,0.031,std,dynamic
9,452.25,0.2,0.1,824,0.155,mean,dynamic
9,16.24,0.2,0.1,16,0.031,std,dynamic
10,403.69,0.2,0.1,824,0.155,mean,dynamic
10,16.97,0.2,0.1,16,0.031,std,dynamic
11,362.69,0.2,0.1,824,0.155,mean,dynamic
11,15.06,0.2,0.1,16,0.031,std,dynamic
12,327.94,0.2,0.1,824,0.155,mean,dynamic
12,16.6,0.2,0.1,16,0.031,std,dynamic
13,294.91,0.2,0.1,824,0.155,mean,dynamic
13,15.67,0.2,0.1,16,0.031,std,dynamic
14,266.5,0.2,0.1,824,0.155,mean,dynamic
14,13.93,0.2,0.1,16,0.031,std,dynamic
15,240.88,0.2,0.1,824,0.155,mean,dynamic
15,12.25,0.2,0.1,16,0.031,std,dynamic
16,217.38,0.2,0.1,824,0.155,mean,dynamic
16,12.31,0.2,0.1,16,0.031,std,dynamic
17,195.91,0.2,0.1,824,0.155,mean,dynamic
17,11.99,0.2,0.1,16,0.031,std,dynamic
18,176.22,0.2,0.1,824,0.155,mean,dynamic
18,11.52,0.2,0.1,16,0.031,std,dynamic
19,159.47,0.2,0.1,824,0.155,mean,dynamic
19,10.86,0.2,0.1,16,0.031,std,dynamic
20,143.84,0.2,0.1,824,0.155,mean,dynamic
20,10.92,0.2,0.1,16,0.031,std,dynamic
21,129.72,0.2,0.1,824,0.155,mean,dynamic
21,10.5,0.2,0.1,16,0.031,std,dynamic
22,117.0,0.2,0.1,824,0.155,mean,dynamic
22,10.69,0.2,0.1,16,0.031,std,dynamic
23,105.97,0.2,0.1,824,0.155,mean,dynamic
23,10.34,0.2,0.1,16,0.031,std,dynamic
24,95.72,0.2,0.1,824,0.155,mean,dynamic
24,9.7,0.2,0.1,16,0.031,std,dynamic
25,86.09,0.2,0.1,824,0.155,mean,dynamic
25,8.56,0.2,0.1,16,0.031,std,dynamic
26,77.03,0.2,0.1,824,0.155,mean,dynamic
26,7.58,0.2,0.1,16,0.031,std,dynamic
27,69.72,0.2,0.1,824,0.155,mean,dynamic
27,7.29,0.2,0.1,16,0.031,std,dynamic
28,62.16,0.2,0.1,824,0.155,mean,dynamic
28,7.26,0.2,0.1,16,0.031,std,dynamic
29,55.53,0.2,0.1,824,0.155,mean,dynamic
29,6.61,0.2,0.1,16,0.031,std,dynamic
30,49.81,0.2,0.1,824,0.155,mean,dynamic
30,5.58,0.2,0.1,16,0.031,std,dynamic
31,44.28,0.2,0.1,824,0.155,mean,dynamic
31,5.58,0.2,0.1,16,0.031,std,dynamic
32,40.12,0.2,0.1,824,0.155,mean,dynamic
32,5.45,0.2,0.1,16,0.031,std,dynamic
33,35.94,0.2,0.1,824,0.155,mean,dynamic
33,5.3,0.2,0.1,16,0.031,std,dynamic
34,32.06,0.2,0.1,824,0.155,mean,dynamic
34,5.01,0.2,0.1,16,0.031,std,dynamic
35,29.16,0.2,0.1,824,0.155,mean,dynamic
35,4.72,0.2,0.1,16,0.031,std,dynamic
36,26.25,0.2,0.1,824,0.155,mean,dynamic
36,5.29,0.2,0.1,16,0.031,std,dynamic
37,24.06,0.2,0.1,824,0.155,mean,dynamic
37,5.03,0.2,0.1,16,0.031,std,dynamic
38,21.59,0.2,0.1,824,0.155,mean,dynamic
38,5.24,0.2,0.1,16,0.031,std,dynamic
39,19.41,0.2,0.1,824,0.155,mean,dynamic
39,4.87,0.2,0.1,16,0.031,std,dynamic
40,17.56,0.2,0.1,824,0.155,mean,dynamic
40,4.96,0.2,0.1,16,0.031,std,dynamic
41,16.06,0.2,0.1,824,0.155,mean,dynamic
41,4.53,0.2,0.1,16,0.031,std,dynamic
42,14.41,0.2,0.1,824,0.155,mean,dynamic
42,4.24,0.2,0.1,16,0.031,std,dynamic
43,13.16,0.2,0.1,824,0.155,mean,dynamic
43,4.01,0.2,0.1,16,0.031,std,dynamic
44,11.88,0.2,0.1,824,0.155,mean,dynamic
44,3.61,0.2,0.1,16,0.031,std,dynamic
45,10.72,0.2,0.1,824,0.155,mean,dynamic
45,3.37,0.2,0.1,16,0.031,std,dynamic
46,9.56,0.2,0.1,824,0.155,mean,dynamic
46,3.08,0.2,0.1,16,0.031,std,dynamic
47,8.66,0.2,0.1,824,0.155,mean,dynamic
47,2.94,0.2,0.1,16,0.031,std,dynamic
48,7.94,0.2,0.1,824,0.155,mean,dynamic
48,2.61,0.2,0.1,16,0.031,std,dynamic
49,7.25,0.2,0.1,824,0.155,mean,dynamic
49,2.47,0.2,0.1,16,0.031,std,dynamic
50,6.34,0.2,0.1,824,0.155,mean,dynamic
50,2.23,0.2,0.1,16,0.031,std,dynamic
0,5.0,0.3,0.1,833,0.079,mean,static
0,0.0,0.3,0.1,15,0.002,std,static
1,19.34,0.3,0.1,833,0.079,mean,static
1,3.74,0.3,0.1,15,0.002,std,static
2,123.12,0.3,0.1,833,0.079,mean,static
2,27.32,0.3,0.1,15,0.002,std,static
3,445.59,0.3,0.1,833,0.079,mean,static
3,65.53,0.3,0.1,15,0.002,std,static
4,703.19,0.3,0.1,833,0.079,mean,static
4,32.98,0.3,0.1,15,0.002,std,static
5,686.09,0.3,0.1,833,0.079,mean,static
5,13.28,0.3,0.1,15,0.002,std,static
6,617.03,0.3,0.1,833,0.079,mean,static
6,12.88,0.3,0.1,15,0.002,std,static
7,551.84,0.3,0.1,833,0.079,mean,static
7,14.18,0.3,0.1,15,0.002,std,static
8,495.59,0.3,0.1,833,0.079,mean,static
8,13.25,0.3,0.1,15,0.002,std,static
9,443.03,0.3,0.1,833,0.079,mean,static
9,13.97,0.3,0.1,15,0.002,std,static
10,390.78,0.3,0.1,833,0.079,mean,static
10,13.41,0.3,0.1,15,0.002,std,static
11,350.28,0.3,0.1,833,0.079,mean,static
11,11.72,0.3,0.1,15,0.002,std,static
12,315.75,0.3,0.1,833,0.079,mean,static
12,11.84,0.3,0.1,15,0.002,std,static
13,283.41,0.3,0.1,833,0.079,mean,static
13,9.56,0.3,0.1,15,0.002,std,static
14,254.41,0.3,0.1,833,0.079,mean,static
14,10.12,0.3,0.1,15,0.002,std,static
15,231.03,0.3,0.1,833,0.079,mean,static
15,9.01,0.3,0.1,15,0.002,std,static
16,207.31,0.3,0.1,833,0.079,mean,static
16,8.64,0.3,0.1,15,0.002,std,static
17,186.03,0.3,0.1,833,0.079,mean,static
17,8.11,0.3,0.1,15,0.002,std,static
18,166.62,0.3,0.1,833,0.079,mean,static
18,7.87,0.3,0.1,15,0.002,std,static
19,151.12,0.3,0.1,833,0.079,mean,static
19,7.22,0.3,0.1,15,0.002,std,static
20,135.34,0.3,0.1,833,0.079,mean,static
20,7.47,0.3,0.1,15,0.002,std,static
21,121.56,0.3,0.1,833,0.079,mean,static
21,7.98,0.3,0.1,15,0.002,std,static
22,109.72,0.3,0.1,833,0.079,mean,static
22,7.24,0.3,0.1,15,0.002,std,static
23,99.06,0.3,0.1,833,0.079,mean,static
23,7.42,0.3,0.1,15,0.002,std,static
24,90.31,0.3,0.1,833,0.079,mean,static
24,7.48,0.3,0.1,15,0.002,std,static
25,81.72,0.3,0.1,833,0.079,mean,static
25,7.96,0.3,0.1,15,0.002,std,static
26,74.72,0.3,0.1,833,0.079,mean,static
26,7.65,0.3,0.1,15,0.002,std,static
27,68.19,0.3,0.1,833,0.079,mean,static
27,7.18,0.3,0.1,15,0.002,std,static
28,61.22,0.3,0.1,833,0.079,mean,static
28,6.54,0.3,0.1,15,0.002,std,static
29,55.66,0.3,0.1,833,0.079,mean,static
29,5.83,0.3,0.1,15,0.002,std,static
30,49.62,0.3,0.1,833,0.079,mean,static
30,5.04,0.3,0.1,15,0.002,std,static
31,45.0,0.3,0.1,833,0.079,mean,static
31,4.83,0.3,0.1,15,0.002,std,static
32,40.91,0.3,0.1,833,0.079,mean,static
32,4.91,0.3,0.1,15,0.002,std,static
33,36.66,0.3,0.1,833,0.079,mean,static
33,5.12,0.3,0.1,15,0.002,std,static
34,33.16,0.3,0.1,833,0.079,mean,static
34,4.99,0.3,0.1,15,0.002,std,static
35,29.75,0.3,0.1,833,0.079,mean,static
35,4.74,0.3,0.1,15,0.002,std,static
36,26.75,0.3,0.1,833,0.079,mean,static
36,4.51,0.3,0.1,15,0.002,std,static
37,24.09,0.3,0.1,833,0.079,mean,static
37,4.18,0.3,0.1,15,0.002,std,static
38,22.12,0.3,0.1,833,0.079,mean,static
38,3.86,0.3,0.1,15,0.002,std,static
39,19.84,0.3,0.1,833,0.079,mean,static
39,4.15,0.3,0.1,15,0.002,std,static
40,18.12,0.3,0.1,833,0.079,mean,static
40,4.42,0.3,0.1,15,0.002,std,static
41,16.28,0.3,0.1,833,0.079,mean,static
41,4.24,0.3,0.1,15,0.002,std,static
42,15.12,0.3,0.1,833,0.079,mean,static
42,4.02,0.3,0.1,15,0.002,std,static
43,13.69,0.3,0.1,833,0.079,mean,static
43,3.49,0.3,0.1,15,0.002,std,static
44,12.72,0.3,0.1,833,0.079,mean,static
44,3.3,0.3,0.1,15,0.002,std,static
45,11.69,0.3,0.1,833,0.079,mean,static
45,2.93,0.3,0.1,15,0.002,std,static
46,10.59,0.3,0.1,833,0.079,mean,static
46,2.89,0.3,0.1,15,0.002,std,static
47,9.41,0.3,0.1,833,0.079,mean,static
47,2.8,0.3,0.1,15,0.002,std,static
48,8.41,0.3,0.1,833,0.079,mean,static
48,2.52,0.3,0.1,15,0.002,std,static
49,7.44,0.3,0.1,833,0.079,mean,static
49,2.37,0.3,0.1,15,0.002,std,static
50,6.66,0.3,0.1,833,0.079,mean,static
50,2.3,0.3,0.1,15,0.002,std,static
51,5.88,0.3,0.1,833,0.079,mean,static
51,2.23,0.3,0.1,15,0.002,std,static
52,5.09,0.3,0.1,833,0.079,mean,static
52,2.08,0.3,0.1,15,0.002,std,static
53,4.72,0.3,0.1,833,0.079,mean,static
53,1.75,0.3,0.1,15,0.002,std,static
54,4.34,0.3,0.1,833,0.079,mean,static
54,1.72,0.3,0.1,15,0.002,std,static
0,5.0,0.3,0.1,827,0.213,mean,dynamic
0,0.0,0.3,0.1,13,0.03,std,dynamic
1,19.88,0.3,0.1,827,0.213,mean,dynamic
1,3.64,0.3,0.1,13,0.03,std,dynamic
2,127.31,0.3,0.1,827,0.213,mean,dynamic
2,23.4,0.3,0.1,13,0.03,std,dynamic
3,478.75,0.3,0.1,827,0.213,mean,dynamic
3,53.0,0.3,0.1,13,0.03,std,dynamic
4,707.28,0.3,0.1,827,0.213,mean,dynamic
