time,I,pol,r,ar,cc,kind,net_type
3,40.03,0.2,0.3,27,0.002,std,static
4,422.09,0.2,0.3,515,0.079,mean,static
4,34.71,0.2,0.3,27,0.002,std,static
5,420.78,0.2,0.3,515,0.079,mean,static
5,23.92,0.2,0.3,27,0.002,std,static
6,389.31,0.2,0.3,515,0.079,mean,static
6,19.29,0.2,0.3,27,0.002,std,static
7,354.12,0.2,0.3,515,0.079,mean,static
7,17.53,0.2,0.3,27,0.002,std,static
8,317.41,0.2,0.3,515,0.079,mean,static
8,14.26,0.2,0.3,27,0.002,std,static
9,283.88,0.2,0.3,515,0.079,mean,static
9,12.52,0.2,0.3,27,0.002,std,static
10,254.19,0.2,0.3,515,0.079,mean,static
10,10.17,0.2,0.3,27,0.002,std,static
11,225.94,0.2,0.3,515,0.079,mean,static
11,10.63,0.2,0.3,27,0.002,std,static
12,199.09,0.2,0.3,515,0.079,mean,static
12,9.8,0.2,0.3,27,0.002,std,static
13,175.16,0.2,0.3,515,0.079,mean,static
13,9.24,0.2,0.3,27,0.002,std,static
14,155.09,0.2,0.3,515,0.079,mean,static
14,9.26,0.2,0.3,27,0.002,std,static
15,137.34,0.2,0.3,515,0.079,mean,static
15,8.82,0.2,0.3,27,0.002,std,static
16,123.25,0.2,0.3,515,0.079,mean,static
16,9.3,0.2,0.3,27,0.002,std,static
17,111.16,0.2,0.3,515,0.079,mean,static
17,10.01,0.2,0.3,27,0.002,std,static
18,99.28,0.2,0.3,515,0.079,mean,static
18,9.36,0.2,0.3,27,0.002,std,static
19,88.72,0.2,0.3,515,0.079,mean,static
19,9.37,0.2,0.3,27,0.002,std,static
20,78.84,0.2,0.3,515,0.079,mean,static
20,7.78,0.2,0.3,27,0.002,std,static
21,71.06,0.2,0.3,515,0.079,mean,static
21,6.68,0.2,0.3,27,0.002,std,static
22,62.38,0.2,0.3,515,0.079,mean,static
22,5.63,0.2,0.3,27,0.002,std,static
23,55.0,0.2,0.3,515,0.079,mean,static
23,5.49,0.2,0.3,27,0.002,std,static
24,48.62,0.2,0.3,515,0.079,mean,static
24,5.46,0.2,0.3,27,0.002,std,static
25,43.0,0.2,0.3,515,0.079,mean,static
25,5.34,0.2,0.3,27,0.002,std,static
26,38.22,0.2,0.3,515,0.079,mean,static
26,5.75,0.2,0.3,27,0.002,std,static
27,34.19,0.2,0.3,515,0.079,mean,static
27,5.29,0.2,0.3,27,0.002,std,static
28,30.94,0.2,0.3,515,0.079,mean,static
28,5.07,0.2,0.3,27,0.002,std,static
29,27.91,0.2,0.3,515,0.079,mean,static
29,5.1,0.2,0.3,27,0.002,std,static
30,25.25,0.2,0.3,515,0.079,mean,static
30,4.66,0.2,0.3,27,0.002,std,static
31,22.75,0.2,0.3,515,0.079,mean,static
31,4.21,0.2,0.3,27,0.002,std,static
32,20.56,0.2,0.3,515,0.079,mean,static
32,3.86,0.2,0.3,27,0.002,std,static
33,18.81,0.2,0.3,515,0.079,mean,static
33,3.73,0.2,0.3,27,0.002,std,static
34,16.84,0.2,0.3,515,0.079,mean,static
34,3.36,0.2,0.3,27,0.002,std,static
35,14.75,0.2,0.3,515,0.079,mean,static
35,3.07,0.2,0.3,27,0.002,std,static
36,12.81,0.2,0.3,515,0.079,mean,static
36,3.03,0.2,0.3,27,0.002,std,static
37,11.66,0.2,0.3,515,0.079,mean,static
37,2.88,0.2,0.3,27,0.002,std,static
38,10.22,0.2,0.3,515,0.079,mean,static
38,2.46,0.2,0.3,27,0.002,std,static
39,9.19,0.2,0.3,515,0.079,mean,static
39,2.31,0.2,0.3,27,0.002,std,static
40,8.22,0.2,0.3,515,0.079,mean,static
40,2.61,0.2,0.3,27,0.002,std,static
41,7.25,0.2,0.3,515,0.079,mean,static
41,2.5,0.2,0.3,27,0.002,std,static
42,6.44,0.2,0.3,515,0.079,mean,static
42,2.46,0.2,0.3,27,0.002,std,static
43,5.91,0.2,0.3,515,0.079,mean,static
43,2.47,0.2,0.3,27,0.002,std,static
44,5.5,0.2,0.3,515,0.079,mean,static
44,2.5,0.2,0.3,27,0.002,std,static
45,5.03,0.2,0.3,515,0.079,mean,static
45,2.74,0.2,0.3,27,0.002,std,static
0,5.0,0.2,0.3,520,0.077,mean,dynamic
0,0.0,0.2,0.3,18,0.002,std,dynamic
1,20.09,0.2,0.3,520,0.077,mean,dynamic
1,3.39,0.2,0.3,18,0.002,std,dynamic
2,106.44,0.2,0.3,520,0.077,mean,dynamic
2,20.77,0.2,0.3,18,0.002,std,dynamic
3,315.59,0.2,0.3,520,0.077,mean,dynamic
3,40.72,0.2,0.3,18,0.002,std,dynamic
4,431.03,0.2,0.3,520,0.077,mean,dynamic
4,21.36,0.2,0.3,18,0.002,std,dynamic
5,423.66,0.2,0.3,520,0.077,mean,dynamic
5,14.92,0.2,0.3,18,0.002,std,dynamic
6,389.06,0.2,0.3,520,0.077,mean,dynamic
6,13.1,0.2,0.3,18,0.002,std,dynamic
7,352.62,0.2,0.3,520,0.077,mean,dynamic
7,13.77,0.2,0.3,18,0.002,std,dynamic
8,318.66,0.2,0.3,520,0.077,mean,dynamic
8,14.34,0.2,0.3,18,0.002,std,dynamic
9,288.47,0.2,0.3,520,0.077,mean,dynamic
9,12.72,0.2,0.3,18,0.002,std,dynamic
10,259.0,0.2,0.3,520,0.077,mean,dynamic
10,12.19,0.2,0.3,18,0.002,std,dynamic
11,233.5,0.2,0.3,520,0.077,mean,dynamic
11,12.91,0.2,0.3,18,0.002,std,dynamic
12,211.78,0.2,0.3,520,0.077,mean,dynamic
12,12.15,0.2,0.3,18,0.002,std,dynamic
13,191.56,0.2,0.3,520,0.077,mean,dynamic
13,13.0,0.2,0.3,18,0.002,std,dynamic
14,173.53,0.2,0.3,520,0.077,mean,dynamic
14,10.93,0.2,0.3,18,0.002,std,dynamic
15,156.72,0.2,0.3,520,0.077,mean,dynamic
15,9.59,0.2,0.3,18,0.002,std,dynamic
16,139.88,0.2,0.3,520,0.077,mean,dynamic
16,10.12,0.2,0.3,18,0.002,std,dynamic
17,124.91,0.2,0.3,520,0.077,mean,dynamic
17,10.41,0.2,0.3,18,0.002,std,dynamic
18,111.62,0.2,0.3,520,0.077,mean,dynamic
18,9.64,0.2,0.3,18,0.002,std,dynamic
19,100.47,0.2,0.3,520,0.077,mean,dynamic
19,8.44,0.2,0.3,18,0.002,std,dynamic
20,89.84,0.2,0.3,520,0.077,mean,dynamic
20,7.4,0.2,0.3,18,0.002,std,dynamic
21,80.31,0.2,0.3,520,0.077,mean,dynamic
21,7.77,0.2,0.3,18,0.002,std,dynamic
22,72.62,0.2,0.3,520,0.077,mean,dynamic
22,6.55,0.2,0.3,18,0.002,std,dynamic
23,65.09,0.2,0.3,520,0.077,mean,dynamic
23,6.67,0.2,0.3,18,0.002,std,dynamic
24,59.06,0.2,0.3,520,0.077,mean,dynamic
24,5.81,0.2,0.3,18,0.002,std,dynamic
25,52.69,0.2,0.3,520,0.077,mean,dynamic
25,5.66,0.2,0.3,18,0.002,std,dynamic
26,47.22,0.2,0.3,520,0.077,mean,dynamic
26,5.59,0.2,0.3,18,0.002,std,dynamic
27,42.59,0.2,0.3,520,0.077,mean,dynamic
27,4.95,0.2,0.3,18,0.002,std,dynamic
28,38.28,0.2,0.3,520,0.077,mean,dynamic
28,4.8,0.2,0.3,18,0.002,std,dynamic
29,34.16,0.2,0.3,520,0.077,mean,dynamic
29,4.24,0.2,0.3,18,0.002,std,dynamic
30,31.22,0.2,0.3,520,0.077,mean,dynamic
30,3.97,0.2,0.3,18,0.002,std,dynamic
31,28.06,0.2,0.3,520,0.077,mean,dynamic
31,3.99,0.2,0.3,18,0.002,std,dynamic
32,24.78,0.2,0.3,520,0.077,mean,dynamic
32,3.52,0.2,0.3,18,0.002,std,dynamic
33,22.69,0.2,0.3,520,0.077,mean,dynamic
33,3.77,0.2,0.3,18,0.002,std,dynamic
34,20.41,0.2,0.3,520,0.077,mean,dynamic
34,3.86,0.2,0.3,18,0.002,std,dynamic
35,18.16,0.2,0.3,520,0.077,mean,dynamic
35,3.29,0.2,0.3,18,0.002,std,dynamic
36,16.5,0.2,0.3,520,0.077,mean,dynamic
36,3.35,0.2,0.3,18,0.002,std,dynamic
37,14.69,0.2,0.3,520,0.077,mean,dynamic
37,3.1,0.2,0.3,18,0.002,std,dynamic
38,13.22,0.2,0.3,520,0.077,mean,dynamic
38,3.2,0.2,0.3,18,0.002,std,dynamic
39,11.81,0.2,0.3,520,0.077,mean,dynamic
39,2.99,0.2,0.3,18,0.002,std,dynamic
40,10.38,0.2,0.3,520,0.077,mean,dynamic
40,3.13,0.2,0.3,18,0.002,std,dynamic
41,9.25,0.2,0.3,520,0.077,mean,dynamic
41,3.09,0.2,0.3,18,0.002,std,dynamic
42,8.47,0.2,0.3,520,0.077,mean,dynamic
42,3.03,0.2,0.3,18,0.002,std,dynamic
43,7.41,0.2,0.3,520,0.077,mean,dynamic
43,2.97,0.2,0.3,18,0.002,std,dynamic
44,6.59,0.2,0.3,520,0.077,mean,dynamic
44,2.64,0.2,0.3,18,0.002,std,dynamic
45,5.94,0.2,0.3,520,0.077,mean,dynamic
45,2.3,0.2,0.3,18,0.002,std,dynamic
46,5.12,0.2,0.3,520,0.077,mean,dynamic
46,2.07,0.2,0.3,18,0.002,std,dynamic
47,4.69,0.2,0.3,520,0.077,mean,dynamic
47,2.04,0.2,0.3,18,0.002,std,dynamic
48,4.34,0.2,0.3,520,0.077,mean,dynamic
48,1.99,0.2,0.3,18,0.002,std,dynamic
49,3.91,0.2,0.3,520,0.077,mean,dynamic
49,1.94,0.2,0.3,18,0.002,std,dynamic
50,3.34,0.2,0.3,520,0.077,mean,dynamic
50,1.91,0.2,0.3,18,0.002,std,dynamic
51,3.09,0.2,0.3,520,0.077,mean,dynamic
51,1.81,0.2,0.3,18,0.002,std,dynamic
0,5.0,0.3,0.3,522,0.079,mean,static
0,0.0,0.3,0.3,24,0.002,std,static
1,19.56,0.3,0.3,522,0.079,mean,static
1,3.37,0.3,0.3,24,0.002,std,static
2,108.59,0.3,0.3,522,0.079,mean,static
2,21.89,0.3,0.3,24,0.002,std,static
3,312.94,0.3,0.3,522,0.079,mean,static
3,38.87,0.3,0.3,24,0.002,std,static
4,430.97,0.3,0.3,522,0.079,mean,static
4,32.29,0.3,0.3,24,0.002,std,static
5,424.94,0.3,0.3,522,0.079,mean,static
5,20.03,0.3,0.3,24,0.002,std,static
6,392.25,0.3,0.3,522,0.079,mean,static
6,17.2,0.3,0.3,24,0.002,std,static
7,357.31,0.3,0.3,522,0.079,mean,static
7,13.72,0.3,0.3,24,0.002,std,static
8,322.41,0.3,0.3,522,0.079,mean,static
8,12.0,0.3,0.3,24,0.002,std,static
9,287.25,0.3,0.3,522,0.079,mean,static
9,10.28,0.3,0.3,24,0.002,std,static
10,256.09,0.3,0.3,522,0.079,mean,static
10,10.79,0.3,0.3,24,0.002,std,static
11,227.72,0.3,0.3,522,0.079,mean,static
11,10.56,0.3,0.3,24,0.002,std,static
12,202.28,0.3,0.3,522,0.079,mean,static
12,11.34,0.3,0.3,24,0.002,std,static
13,179.12,0.3,0.3,522,0.079,mean,static
13,11.52,0.3,0.3,24,0.002,std,static
14,157.84,0.3,0.3,522,0.079,mean,static
14,10.3,0.3,0.3,24,0.002,std,static
15,141.25,0.3,0.3,522,0.079,mean,static
15,9.76,0.3,0.3,24,0.002,std,static
16,126.41,0.3,0.3,522,0.079,mean,static
16,8.13,0.3,0.3,24,0.002,std,static
17,113.53,0.3,0.3,522,0.079,mean,static
17,7.42,0.3,0.3,24,0.002,std,static
18,101.5,0.3,0.3,522,0.079,mean,static
18,7.85,0.3,0.3,24,0.002,std,static
19,91.25,0.3,0.3,522,0.079,mean,static
19,7.37,0.3,0.3,24,0.002,std,static
20,81.59,0.3,0.3,522,0.079,mean,static
20,6.88,0.3,0.3,24,0.002,std,static
21,72.84,0.3,0.3,522,0.079,mean,static
21,6.1,0.3,0.3,24,0.002,std,static
22,64.69,0.3,0.3,522,0.079,mean,static
22,6.35,0.3,0.3,24,0.002,std,static
23,57.66,0.3,0.3,522,0.079,mean,static
23,5.62,0.3,0.3,24,0.002,std,static
24,51.72,0.3,0.3,522,0.079,mean,static
24,5.53,0.3,0.3,24,0.002,std,static
25,46.72,0.3,0.3,522,0.079,mean,static
25,5.6,0.3,0.3,24,0.002,std,static
26,41.47,0.3,0.3,522,0.079,mean,static
26,5.56,0.3,0.3,24,0.002,std,static
27,37.06,0.3,0.3,522,0.079,mean,static
27,5.62,0.3,0.3,24,0.002,std,static
28,33.94,0.3,0.3,522,0.079,mean,static
28,5.14,0.3,0.3,24,0.002,std,static
29,31.12,0.3,0.3,522,0.079,mean,static
29,4.57,0.3,0.3,24,0.002,std,static
30,28.38,0.3,0.3,522,0.079,mean,static
30,4.25,0.3,0.3,24,0.002,std,static
31,25.31,0.3,0.3,522,0.079,mean,static
31,4.44,0.3,0.3,24,0.002,std,static
32,22.62,0.3,0.3,522,0.079,mean,static
32,3.78,0.3,0.3,24,0.002,std,static
33,20.69,0.3,0.3,522,0.079,mean,static
33,3.33,0.3,0.3,24,0.002,std,static
34,18.69,0.3,0.3,522,0.079,mean,static
34,3.19,0.3,0.3,24,0.002,std,static
35,16.25,0.3,0.3,522,0.079,mean,static
35,3.15,0.3,0.3,24,0.002,std,static
36,14.81,0.3,0.3,522,0.079,mean,static
36,2.77,0.3,0.3,24,0.002,std,static
37,13.12,0.3,0.3,522,0.079,mean,static
37,2.88,0.3,0.3,24,0.002,std,static
38,12.0,0.3,0.3,522,0.079,mean,static
38,2.82,0.3,0.3,24,0.002,std,static
39,10.69,0.3,0.3,522,0.079,mean,static
39,2.53,0.3,0.3,24,0.002,std,static
40,9.34,0.3,0.3,522,0.079,mean,static
40,2.43,0.3,0.3,24,0.002,std,static
41,8.22,0.3,0.3,522,0.079,mean,static
41,2.41,0.3,0.3,24,0.002,std,static
42,7.31,0.3,0.3,522,0.079,mean,static
42,2.31,0.3,0.3,24,0.002,std,static
43,6.59,0.3,0.3,522,0.079,mean,static
43,2.29,0.3,0.3,24,0.002,std,static
44,6.09,0.3,0.3,522,0.079,mean,static
44,2.2,0.3,0.3,24,0.002,std,static
45,5.66,0.3,0.3,522,0.079,mean,static
45,1.98,0.3,0.3,24,0.002,std,static
46,5.09,0.3,0.3,522,0.079,mean,static
46,1.96,0.3,0.3,24,0.002,std,static
47,4.53,0.3,0.3,522,0.079,mean,static
47,1.94,0.3,0.3,24,0.002,std,static
48,3.94,0.3,0.3,522,0.079,mean,static
48,1.69,0.3,0.3,24,0.002,std,static
49,3.72,0.3,0.3,522,0.079,mean,static
49,1.66,0.3,0.3,24,0.002,std,static
50,3.25,0.3,0.3,522,0.079,mean,static
50,1.75,0.3,0.3,24,0.002,std,static
51,3.03,0.3,0.3,522,0.079,mean,static
51,1.69,0.3,0.3,24,0.002,std,static
52,2.78,0.3,0.3,522,0.079,mean,static
52,1.65,0.3,0.3,24,0.002,std,static
53,2.44,0.3,0.3,522,0.079,mean,static
53,1.68,0.3,0.3,24,0.002,std,static
0,5.0,0.3,0.3,528,0.088,mean,dynamic
0,0.0,0.3,0.3,19,0.005,std,dynamic
1,19.41,0.3,0.3,528,0.088,mean,dynamic
1,3.47,0.3,0.3,19,0.005,std,dynamic
2,107.47,0.3,0.3,528,0.088,mean,dynamic
2,16.64,0.3,0.3,19,0.005,std,dynamic
3,332.19,0.3,0.3,528,0.088,mean,dynamic
3,31.82,0.3,0.3,19,0.005,std,dynamic
4,436.47,0.3,0.3,528,0.088,mean,dynamic
4,23.05,0.3,0.3,19,0.005,std,dynamic
5,426.06,0.3,0.3,528,0.088,mean,dynamic
5,18.42,0.3,0.3,19,0.005,std,dynamic
6,390.66,0.3,0.3,528,0.088,mean,dynamic
6,16.21,0.3,0.3,19,0.005,std,dynamic
7,353.75,0.3,0.3,528,0.088,mean,dynamic
7,15.74,0.3,0.3,19,0.005,std,dynamic
8,318.47,0.3,0.3,528,0.088,mean,dynamic
8,15.47,0.3,0.3,19,0.005,std,dynamic
9,285.69,0.3,0.3,528,0.088,mean,dynamic
9,11.09,0.3,0.3,19,0.005,std,dynamic
10,256.44,0.3,0.3,528,0.088,mean,dynamic
10,10.46,0.3,0.3,19,0.005,std,dynamic
11,229.75,0.3,0.3,528,0.088,mean,dynamic
11,10.4,0.3,0.3,19,0.005,std,dynamic
12,207.31,0.3,0.3,528,0.088,mean,dynamic
12,11.64,0.3,0.3,19,0.005,std,dynamic
13,184.0,0.3,0.3,528,0.088,mean,dynamic
13,11.22,0.3,0.3,19,0.005,std,dynamic
14,164.91,0.3,0.3,528,0.088,mean,dynamic
14,10.07,0.3,0.3,19,0.005,std,dynamic
15,148.72,0.3,0.3,528,0.088,mean,dynamic
15,8.86,0.3,0.3,19,0.005,std,dynamic
16,134.09,0.3,0.3,528,0.088,mean,dynamic
16,8.55,0.3,0.3,19,0.005,std,dynamic
17,120.38,0.3,0.3,528,0.088,mean,dynamic
17,9.37,0.3,0.3,19,0.005,std,dynamic
18,109.0,0.3,0.3,528,0.088,mean,dynamic
18,8.73,0.3,0.3,19,0.005,std,dynamic
19,98.09,0.3,0.3,528,0.088,mean,dynamic
19,8.57,0.3,0.3,19,0.005,std,dynamic
20,88.59,0.3,0.3,528,0.088,mean,dynamic
20,9.25,0.3,0.3,19,0.005,std,dynamic
21,79.5,0.3,0.3,528,0.088,mean,dynamic
21,8.19,0.3,0.3,19,0.005,std,dynamic
22,71.97,0.3,0.3,528,0.088,mean,dynamic
22,7.82,0.3,0.3,19,0.005,std,dynamic
23,64.22,0.3,0.3,528,0.088,mean,dynamic
23,7.47,0.3,0.3,19,0.005,std,dynamic
24,57.47,0.3,0.3,528,0.088,mean,dynamic
24,6.8,0.3,0.3,19,0.005,std,dynamic
25,52.16,0.3,0.3,528,0.088,mean,dynamic
25,6.93,0.3,0.3,19,0.005,std,dynamic
26,46.66,0.3,0.3,528,0.088,mean,dynamic
26,6.89,0.3,0.3,19,0.005,std,dynamic
27,42.22,0.3,0.3,528,0.088,mean,dynamic
27,7.03,0.3,0.3,19,0.005,std,dynamic
28,38.09,0.3,0.3,528,0.088,mean,dynamic
28,6.27,0.3,0.3,19,0.005,std,dynamic
29,34.62,0.3,0.3,528,0.088,mean,dynamic
29,6.16,0.3,0.3,19,0.005,std,dynamic
30,31.34,0.3,0.3,528,0.088,mean,dynamic
30,5.57,0.3,0.3,19,0.005,std,dynamic
31,28.09,0.3,0.3,528,0.088,mean,dynamic
31,5.48,0.3,0.3,19,0.005,std,dynamic
32,25.28,0.3,0.3,528,0.088,mean,dynamic
32,4.86,0.3,0.3,19,0.005,std,dynamic
33,23.0,0.3,0.3,528,0.088,mean,dynamic
33,4.77,0.3,0.3,19,0.005,std,dynamic
34,20.47,0.3,0.3,528,0.088,mean,dynamic
34,4.36,0.3,0.3,19,0.005,std,dynamic
35,18.53,0.3,0.3,528,0.088,mean,dynamic
35,4.14,0.3,0.3,19,0.005,std,dynamic
36,17.12,0.3,0.3,528,0.088,mean,dynamic
36,4.08,0.3,0.3,19,0.005,std,dynamic
37,15.56,0.3,0.3,528,0.088,mean,dynamic
37,3.86,0.3,0.3,19,0.005,std,dynamic
38,14.03,0.3,0.3,528,0.088,mean,dynamic
38,3.25,0.3,0.3,19,0.005,std,dynamic
39,12.56,0.3,0.3,528,0.088,mean,dynamic
39,3.04,0.3,0.3,19,0.005,std,dynamic
40,11.19,0.3,0.3,528,0.088,mean,dynamic
40,3.0,0.3,0.3,19,0.005,std,dynamic
41,10.25,0.3,0.3,528,0.088,mean,dynamic
41,2.77,0.3,0.3,19,0.005,std,dynamic
42,9.47,0.3,0.3,528,0.088,mean,dynamic
42,2.65,0.3,0.3,19,0.005,std,dynamic
43,8.59,0.3,0.3,528,0.088,mean,dynamic
43,2.52,0.3,0.3,19,0.005,std,dynamic
44,7.66,0.3,0.3,528,0.088,mean,dynamic
44,2.37,0.3,0.3,19,0.005,std,dynamic
45,6.91,0.3,0.3,528,0.088,mean,dynamic
45,2.39,0.3,0.3,19,0.005,std,dynamic
46,6.22,0.3,0.3,528,0.088,mean,dynamic
46,2.35,0.3,0.3,19,0.005,std,dynamic
0,5.0,0.4,0.3,517,0.079,mean,static
0,0.0,0.4,0.3,22,0.002,std,static
1,20.25,0.4,0.3,517,0.079,mean,static
1,3.04,0.4,0.3,22,0.002,std,static
2,108.84,0.4,0.3,517,0.079,mean,static
2,19.13,0.4,0.3,22,0.002,std,static
3,309.56,0.4,0.3,517,0.079,mean,static
3,32.31,0.4,0.3,22,0.002,std,static
4,425.69,0.4,0.3,517,0.079,mean,static
4,28.85,0.4,0.3,22,0.002,std,static
5,419.53,0.4,0.3,517,0.079,mean,static
5,21.15,0.4,0.3,22,0.002,std,static
6,387.44,0.4,0.3,517,0.079,mean,static
6,20.31,0.4,0.3,22,0.002,std,static
7,352.69,0.4,0.3,517,0.079,mean,static
7,18.07,0.4,0.3,22,0.002,std,static
8,317.62,0.4,0.3,517,0.079,mean,static
8,16.28,0.4,0.3,22,0.002,std,static
9,283.91,0.4,0.3,517,0.079,mean,static
9,16.01,0.4,0.3,22,0.002,std,static
10,252.59,0.4,0.3,517,0.079,mean,static
10,13.83,0.4,0.3,22,0.002,std,static
11,225.16,0.4,0.3,517,0.079,mean,static
11,11.14,0.4,0.3,22,0.002,std,static
12,199.59,0.4,0.3,517,0.079,mean,static
12,8.75,0.4,0.3,22,0.002,std,static
13,176.88,0.4,0.3,517,0.079,mean,static
13,8.39,0.4,0.3,22,0.002,std,static
14,156.69,0.4,0.3,517,0.079,mean,static
14,9.07,0.4,0.3,22,0.002,std,static
15,139.34,0.4,0.3,517,0.079,mean,static
15,9.89,0.4,0.3,22,0.002,std,static
16,124.12,0.4,0.3,517,0.079,mean,static
16,8.87,0.4,0.3,22,0.002,std,static
17,111.34,0.4,0.3,517,0.079,mean,static
17,8.46,0.4,0.3,22,0.002,std,static
18,99.25,0.4,0.3,517,0.079,mean,static
18,7.14,0.4,0.3,22,0.002,std,static
19,89.41,0.4,0.3,517,0.079,mean,static
19,7.59,0.4,0.3,22,0.002,std,static
20,80.41,0.4,0.3,517,0.079,mean,static
20,7.71,0.4,0.3,22,0.002,std,static
21,71.53,0.4,0.3,517,0.079,mean,static
21,7.22,0.4,0.3,22,0.002,std,static
22,63.06,0.4,0.3,517,0.079,mean,static
22,7.18,0.4,0.3,22,0.002,std,static
23,56.47,0.4,0.3,517,0.079,mean,static
23,6.59,0.4,0.3,22,0.002,std,static
24,50.5,0.4,0.3,517,0.079,mean,static
24,6.2,0.4,0.3,22,0.002,std,static
25,45.03,0.4,0.3,517,0.079,mean,static
25,5.83,0.4,0.3,22,0.002,std,static
26,39.59,0.4,0.3,517,0.079,mean,static
26,5.36,0.4,0.3,22,0.002,std,static
27,35.84,0.4,0.3,517,0.079,mean,static
27,5.31,0.4,0.3,22,0.002,std,static
28,32.19,0.4,0.3,517,0.079,mean,static
28,4.77,0.4,0.3,22,0.002,std,static
29,29.38,0.4,0.3,517,0.079,mean,static
29,4.7,0.4,0.3,22,0.002,std,static
30,26.28,0.4,0.3,517,0.079,mean,static
30,4.62,0.4,0.3,22,0.002,std,static
31,23.66,0.4,0.3,517,0.079,mean,static
31,4.47,0.4,0.3,22,0.002,std,static
32,21.19,0.4,0.3,517,0.079,mean,static
32,4.22,0.4,0.3,22,0.002,std,static
33,18.91,0.4,0.3,517,0.079,mean,static
33,4.12,0.4,0.3,22,0.002,std,static
34,16.84,0.4,0.3,517,0.079,mean,static
34,3.44,0.4,0.3,22,0.002,std,static
35,14.94,0.4,0.3,517,0.079,mean,static
35,3.44,0.4,0.3,22,0.002,std,static
36,13.41,0.4,0.3,517,0.079,mean,static
36,3.38,0.4,0.3,22,0.002,std,static
37,12.22,0.4,0.3,517,0.079,mean,static
37,3.19,0.4,0.3,22,0.002,std,static
38,11.06,0.4,0.3,517,0.079,mean,static
38,3.01,0.4,0.3,22,0.002,std,static
39,9.94,0.4,0.3,517,0.079,mean,static
39,2.9,0.4,0.3,22,0.002,std,static
40,9.12,0.4,0.3,517,0.079,mean,static
40,2.85,0.4,0.3,22,0.002,std,static
41,8.44,0.4,0.3,517,0.079,mean,static
41,2.67,0.4,0.3,22,0.002,std,static
42,7.81,0.4,0.3,517,0.079,mean,static
42,2.4,0.4,0.3,22,0.002,std,static
43,7.03,0.4,0.3,517,0.079,mean,static
43,2.39,0.4,0.3,22,0.002,std,static
44,6.09,0.4,0.3,517,0.079,mean,static
44,2.2,0.4,0.3,22,0.002,std,static
45,5.53,0.4,0.3,517,0.079,mean,static
45,2.4,0.4,0.3,22,0.002,std,static
0,5.0,0.4,0.3,533,0.1,mean,dynamic
0,0.0,0.4,0.3,20,0.009,std,dynamic
1,19.5,0.4,0.3,533,0.1,mean,dynamic
1,3.5,0.4,0.3,20,0.009,std,dynamic
2,110.81,0.4,0.3,533,0.1,mean,dynamic
2,19.15,0.4,0.3,20,0.009,std,dynamic
3,332.34,0.4,0.3,533,0.1,mean,dynamic
3,37.91,0.4,0.3,20,0.009,std,dynamic
4,441.5,0.4,0.3,533,0.1,mean,dynamic
4,23.31,0.4,0.3,20,0.009,std,dynamic
5,433.88,0.4,0.3,533,0.1,mean,dynamic
5,16.42,0.4,0.3,20,0.009,std,dynamic
6,397.59,0.4,0.3,533,0.1,mean,dynamic
6,14.81,0.4,0.3,20,0.009,std,dynamic
7,362.0,0.4,0.3,533,0.1,mean,dynamic
7,12.23,0.4,0.3,20,0.009,std,dynamic
8,324.91,0.4,0.3,533,0.1,mean,dynamic
8,10.19,0.4,0.3,20,0.009,std,dynamic
9,293.19,0.4,0.3,533,0.1,mean,dynamic
9,11.15,0.4,0.3,20,0.009,std,dynamic
10,262.75,0.4,0.3,533,0.1,mean,dynamic
10,10.63,0.4,0.3,20,0.009,std,dynamic
11,235.97,0.4,0.3,533,0.1,mean,dynamic
11,10.94,0.4,0.3,20,0.009,std,dynamic
12,211.09,0.4,0.3,533,0.1,mean,dynamic
12,11.45,0.4,0.3,20,0.009,std,dynamic
13,187.94,0.4,0.3,533,0.1,mean,dynamic
13,11.03,0.4,0.3,20,0.009,std,dynamic
14,169.5,0.4,0.3,533,0.1,mean,dynamic
14,9.35,0.4,0.3,20,0.009,std,dynamic
15,153.53,0.4,0.3,533,0.1,mean,dynamic
15,9.4,0.4,0.3,20,0.009,std,dynamic
16,139.19,0.4,0.3,533,0.1,mean,dynamic
16,9.98,0.4,0.3,20,0.009,std,dynamic
17,126.25,0.4,0.3,533,0.1,mean,dynamic
17,11.08,0.4,0.3,20,0.009,std,dynamic
18,112.94,0.4,0.3,533,0.1,mean,dynamic
18,10.83,0.4,0.3,20,0.009,std,dynamic
19,101.88,0.4,0.3,533,0.1,mean,dynamic
19,10.7,0.4,0.3,20,0.009,std,dynamic
20,92.59,0.4,0.3,533,0.1,mean,dynamic
20,10.1,0.4,0.3,20,0.009,std,dynamic
21,83.16,0.4,0.3,533,0.1,mean,dynamic
21,10.14,0.4,0.3,20,0.009,std,dynamic
22,74.12,0.4,0.3,533,0.1,mean,dynamic
22,9.5,0.4,0.3,20,0.009,std,dynamic
23,66.59,0.4,0.3,533,0.1,mean,dynamic
23,9.13,0.4,0.3,20,0.009,std,dynamic
24,59.88,0.4,0.3,533,0.1,mean,dynamic
24,8.21,0.4,0.3,20,0.009,std,dynamic
25,53.75,0.4,0.3,533,0.1,mean,dynamic
25,7.74,0.4,0.3,20,0.009,std,dynamic
26,48.41,0.4,0.3,533,0.1,mean,dynamic
26,6.86,0.4,0.3,20,0.009,std,dynamic
27,43.75,0.4,0.3,533,0.1,mean,dynamic
27,6.73,0.4,0.3,20,0.009,std,dynamic
