time,I,pol,r,ar,cc,V_tot,kind,net_type
35,3.32,0.1,0.1,16,0.003,16.532047476038773,std,static
36,5.59,0.1,0.1,824,0.041,175,mean,static
36,2.88,0.1,0.1,16,0.003,16.532047476038773,std,static
37,5.0,0.1,0.1,824,0.041,175,mean,static
37,2.54,0.1,0.1,16,0.003,16.532047476038773,std,static
38,4.09,0.1,0.1,824,0.041,175,mean,static
38,2.49,0.1,0.1,16,0.003,16.532047476038773,std,static
39,3.38,0.1,0.1,824,0.041,175,mean,static
39,2.32,0.1,0.1,16,0.003,16.532047476038773,std,static
0,5.0,0.1,0.1,812,0.074,187,mean,dynamic
0,0.0,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
1,17.66,0.1,0.1,812,0.074,187,mean,dynamic
1,3.07,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
2,94.59,0.1,0.1,812,0.074,187,mean,dynamic
2,29.23,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
3,352.38,0.1,0.1,812,0.074,187,mean,dynamic
3,78.17,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
4,608.72,0.1,0.1,812,0.074,187,mean,dynamic
4,52.72,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
5,628.88,0.1,0.1,812,0.074,187,mean,dynamic
5,17.56,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
6,555.66,0.1,0.1,812,0.074,187,mean,dynamic
6,17.71,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
7,481.47,0.1,0.1,812,0.074,187,mean,dynamic
7,18.8,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
8,414.03,0.1,0.1,812,0.074,187,mean,dynamic
8,20.13,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
9,357.0,0.1,0.1,812,0.074,187,mean,dynamic
9,17.51,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
10,305.78,0.1,0.1,812,0.074,187,mean,dynamic
10,17.76,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
11,262.31,0.1,0.1,812,0.074,187,mean,dynamic
11,16.2,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
12,225.25,0.1,0.1,812,0.074,187,mean,dynamic
12,13.6,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
13,192.19,0.1,0.1,812,0.074,187,mean,dynamic
13,12.69,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
14,165.44,0.1,0.1,812,0.074,187,mean,dynamic
14,11.37,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
15,141.66,0.1,0.1,812,0.074,187,mean,dynamic
15,10.32,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
16,119.72,0.1,0.1,812,0.074,187,mean,dynamic
16,9.16,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
17,101.47,0.1,0.1,812,0.074,187,mean,dynamic
17,8.33,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
18,86.03,0.1,0.1,812,0.074,187,mean,dynamic
18,8.08,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
19,71.75,0.1,0.1,812,0.074,187,mean,dynamic
19,6.64,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
20,61.28,0.1,0.1,812,0.074,187,mean,dynamic
20,6.08,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
21,52.28,0.1,0.1,812,0.074,187,mean,dynamic
21,5.4,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
22,45.22,0.1,0.1,812,0.074,187,mean,dynamic
22,5.96,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
23,39.03,0.1,0.1,812,0.074,187,mean,dynamic
23,5.56,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
24,33.5,0.1,0.1,812,0.074,187,mean,dynamic
24,4.56,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
25,29.03,0.1,0.1,812,0.074,187,mean,dynamic
25,3.95,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
26,24.56,0.1,0.1,812,0.074,187,mean,dynamic
26,3.99,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
27,20.53,0.1,0.1,812,0.074,187,mean,dynamic
27,3.1,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
28,17.56,0.1,0.1,812,0.074,187,mean,dynamic
28,2.94,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
29,15.16,0.1,0.1,812,0.074,187,mean,dynamic
29,3.2,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
30,12.84,0.1,0.1,812,0.074,187,mean,dynamic
30,2.8,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
31,10.91,0.1,0.1,812,0.074,187,mean,dynamic
31,3.06,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
32,9.16,0.1,0.1,812,0.074,187,mean,dynamic
32,2.66,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
33,8.03,0.1,0.1,812,0.074,187,mean,dynamic
33,2.58,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
34,6.69,0.1,0.1,812,0.074,187,mean,dynamic
34,2.26,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
35,5.38,0.1,0.1,812,0.074,187,mean,dynamic
35,1.87,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
36,4.59,0.1,0.1,812,0.074,187,mean,dynamic
36,1.77,0.1,0.1,18,0.033,18.4238031751726,std,dynamic
0,5.0,0.2,0.1,824,0.04,175,mean,static
0,0.0,0.2,0.1,16,0.003,16.39142187052423,std,static
1,18.53,0.2,0.1,824,0.04,175,mean,static
1,3.11,0.2,0.1,16,0.003,16.39142187052423,std,static
2,108.19,0.2,0.1,824,0.04,175,mean,static
2,30.92,0.2,0.1,16,0.003,16.39142187052423,std,static
3,387.62,0.2,0.1,824,0.04,175,mean,static
3,78.59,0.2,0.1,16,0.003,16.39142187052423,std,static
4,635.28,0.2,0.1,824,0.04,175,mean,static
4,50.09,0.2,0.1,16,0.003,16.39142187052423,std,static
5,641.0,0.2,0.1,824,0.04,175,mean,static
5,14.32,0.2,0.1,16,0.003,16.39142187052423,std,static
6,564.44,0.2,0.1,824,0.04,175,mean,static
6,14.56,0.2,0.1,16,0.003,16.39142187052423,std,static
7,484.06,0.2,0.1,824,0.04,175,mean,static
7,14.94,0.2,0.1,16,0.003,16.39142187052423,std,static
8,409.31,0.2,0.1,824,0.04,175,mean,static
8,15.52,0.2,0.1,16,0.003,16.39142187052423,std,static
9,347.5,0.2,0.1,824,0.04,175,mean,static
9,15.78,0.2,0.1,16,0.003,16.39142187052423,std,static
10,298.53,0.2,0.1,824,0.04,175,mean,static
10,13.36,0.2,0.1,16,0.003,16.39142187052423,std,static
11,252.62,0.2,0.1,824,0.04,175,mean,static
11,11.63,0.2,0.1,16,0.003,16.39142187052423,std,static
12,211.56,0.2,0.1,824,0.04,175,mean,static
12,9.81,0.2,0.1,16,0.003,16.39142187052423,std,static
13,181.31,0.2,0.1,824,0.04,175,mean,static
13,9.43,0.2,0.1,16,0.003,16.39142187052423,std,static
14,155.5,0.2,0.1,824,0.04,175,mean,static
14,10.58,0.2,0.1,16,0.003,16.39142187052423,std,static
15,133.31,0.2,0.1,824,0.04,175,mean,static
15,10.79,0.2,0.1,16,0.003,16.39142187052423,std,static
16,114.19,0.2,0.1,824,0.04,175,mean,static
16,9.76,0.2,0.1,16,0.003,16.39142187052423,std,static
17,97.59,0.2,0.1,824,0.04,175,mean,static
17,9.54,0.2,0.1,16,0.003,16.39142187052423,std,static
18,84.25,0.2,0.1,824,0.04,175,mean,static
18,9.5,0.2,0.1,16,0.003,16.39142187052423,std,static
19,71.12,0.2,0.1,824,0.04,175,mean,static
19,8.23,0.2,0.1,16,0.003,16.39142187052423,std,static
20,61.0,0.2,0.1,824,0.04,175,mean,static
20,8.22,0.2,0.1,16,0.003,16.39142187052423,std,static
21,52.34,0.2,0.1,824,0.04,175,mean,static
21,7.78,0.2,0.1,16,0.003,16.39142187052423,std,static
22,45.0,0.2,0.1,824,0.04,175,mean,static
22,6.79,0.2,0.1,16,0.003,16.39142187052423,std,static
23,39.09,0.2,0.1,824,0.04,175,mean,static
23,6.5,0.2,0.1,16,0.003,16.39142187052423,std,static
24,33.34,0.2,0.1,824,0.04,175,mean,static
24,6.09,0.2,0.1,16,0.003,16.39142187052423,std,static
25,28.44,0.2,0.1,824,0.04,175,mean,static
25,5.53,0.2,0.1,16,0.003,16.39142187052423,std,static
26,24.16,0.2,0.1,824,0.04,175,mean,static
26,4.8,0.2,0.1,16,0.003,16.39142187052423,std,static
27,20.94,0.2,0.1,824,0.04,175,mean,static
27,4.32,0.2,0.1,16,0.003,16.39142187052423,std,static
28,18.19,0.2,0.1,824,0.04,175,mean,static
28,4.0,0.2,0.1,16,0.003,16.39142187052423,std,static
29,15.34,0.2,0.1,824,0.04,175,mean,static
29,3.67,0.2,0.1,16,0.003,16.39142187052423,std,static
30,13.22,0.2,0.1,824,0.04,175,mean,static
30,3.41,0.2,0.1,16,0.003,16.39142187052423,std,static
31,11.25,0.2,0.1,824,0.04,175,mean,static
31,3.1,0.2,0.1,16,0.003,16.39142187052423,std,static
32,9.41,0.2,0.1,824,0.04,175,mean,static
32,2.79,0.2,0.1,16,0.003,16.39142187052423,std,static
33,7.91,0.2,0.1,824,0.04,175,mean,static
33,2.45,0.2,0.1,16,0.003,16.39142187052423,std,static
34,6.75,0.2,0.1,824,0.04,175,mean,static
34,2.08,0.2,0.1,16,0.003,16.39142187052423,std,static
35,5.75,0.2,0.1,824,0.04,175,mean,static
35,1.95,0.2,0.1,16,0.003,16.39142187052423,std,static
36,5.03,0.2,0.1,824,0.04,175,mean,static
36,1.83,0.2,0.1,16,0.003,16.39142187052423,std,static
37,4.34,0.2,0.1,824,0.04,175,mean,static
37,1.69,0.2,0.1,16,0.003,16.39142187052423,std,static
38,3.78,0.2,0.1,824,0.04,175,mean,static
38,1.49,0.2,0.1,16,0.003,16.39142187052423,std,static
39,3.25,0.2,0.1,824,0.04,175,mean,static
39,1.35,0.2,0.1,16,0.003,16.39142187052423,std,static
40,2.66,0.2,0.1,824,0.04,175,mean,static
40,1.34,0.2,0.1,16,0.003,16.39142187052423,std,static
41,2.16,0.2,0.1,824,0.04,175,mean,static
41,1.2,0.2,0.1,16,0.003,16.39142187052423,std,static
0,5.0,0.2,0.1,817,0.214,182,mean,dynamic
0,0.0,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
1,17.97,0.2,0.1,817,0.214,182,mean,dynamic
1,3.28,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
2,100.66,0.2,0.1,817,0.214,182,mean,dynamic
2,30.53,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
3,364.81,0.2,0.1,817,0.214,182,mean,dynamic
3,72.8,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
4,615.62,0.2,0.1,817,0.214,182,mean,dynamic
4,38.22,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
5,619.69,0.2,0.1,817,0.214,182,mean,dynamic
5,16.18,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
6,548.25,0.2,0.1,817,0.214,182,mean,dynamic
6,19.31,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
7,474.62,0.2,0.1,817,0.214,182,mean,dynamic
7,19.08,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
8,410.53,0.2,0.1,817,0.214,182,mean,dynamic
8,19.3,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
9,352.69,0.2,0.1,817,0.214,182,mean,dynamic
9,19.52,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
10,304.03,0.2,0.1,817,0.214,182,mean,dynamic
10,18.6,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
11,261.06,0.2,0.1,817,0.214,182,mean,dynamic
11,15.75,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
12,221.5,0.2,0.1,817,0.214,182,mean,dynamic
12,13.79,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
13,188.53,0.2,0.1,817,0.214,182,mean,dynamic
13,10.67,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
14,160.72,0.2,0.1,817,0.214,182,mean,dynamic
14,10.77,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
15,138.56,0.2,0.1,817,0.214,182,mean,dynamic
15,10.37,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
16,117.59,0.2,0.1,817,0.214,182,mean,dynamic
16,9.57,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
17,99.62,0.2,0.1,817,0.214,182,mean,dynamic
17,8.26,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
18,83.91,0.2,0.1,817,0.214,182,mean,dynamic
18,7.31,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
19,72.06,0.2,0.1,817,0.214,182,mean,dynamic
19,6.08,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
20,62.0,0.2,0.1,817,0.214,182,mean,dynamic
20,5.75,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
21,53.53,0.2,0.1,817,0.214,182,mean,dynamic
21,5.09,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
22,45.44,0.2,0.1,817,0.214,182,mean,dynamic
22,4.35,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
23,38.59,0.2,0.1,817,0.214,182,mean,dynamic
23,4.55,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
24,32.94,0.2,0.1,817,0.214,182,mean,dynamic
24,4.51,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
25,28.66,0.2,0.1,817,0.214,182,mean,dynamic
25,4.21,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
26,24.19,0.2,0.1,817,0.214,182,mean,dynamic
26,4.33,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
27,21.19,0.2,0.1,817,0.214,182,mean,dynamic
27,4.24,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
28,18.25,0.2,0.1,817,0.214,182,mean,dynamic
28,3.6,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
29,15.84,0.2,0.1,817,0.214,182,mean,dynamic
29,3.38,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
30,13.22,0.2,0.1,817,0.214,182,mean,dynamic
30,3.29,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
31,11.38,0.2,0.1,817,0.214,182,mean,dynamic
31,3.09,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
32,9.78,0.2,0.1,817,0.214,182,mean,dynamic
32,2.78,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
33,8.69,0.2,0.1,817,0.214,182,mean,dynamic
33,2.98,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
34,7.31,0.2,0.1,817,0.214,182,mean,dynamic
34,2.88,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
35,6.34,0.2,0.1,817,0.214,182,mean,dynamic
35,2.69,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
36,5.28,0.2,0.1,817,0.214,182,mean,dynamic
36,2.17,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
37,4.56,0.2,0.1,817,0.214,182,mean,dynamic
37,1.98,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
38,3.88,0.2,0.1,817,0.214,182,mean,dynamic
38,1.96,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
39,3.06,0.2,0.1,817,0.214,182,mean,dynamic
39,2.0,0.2,0.1,14,0.049,14.538741348548712,std,dynamic
0,5.0,0.3,0.1,824,0.041,175,mean,static
0,0.0,0.3,0.1,15,0.003,15.078408352259864,std,static
1,18.38,0.3,0.1,824,0.041,175,mean,static
1,3.66,0.3,0.1,15,0.003,15.078408352259864,std,static
2,105.22,0.3,0.1,824,0.041,175,mean,static
2,25.76,0.3,0.1,15,0.003,15.078408352259864,std,static
3,390.81,0.3,0.1,824,0.041,175,mean,static
3,55.86,0.3,0.1,15,0.003,15.078408352259864,std,static
4,642.44,0.3,0.1,824,0.041,175,mean,static
4,32.09,0.3,0.1,15,0.003,15.078408352259864,std,static
5,643.5,0.3,0.1,824,0.041,175,mean,static
5,13.7,0.3,0.1,15,0.003,15.078408352259864,std,static
6,566.62,0.3,0.1,824,0.041,175,mean,static
6,15.42,0.3,0.1,15,0.003,15.078408352259864,std,static
7,485.47,0.3,0.1,824,0.041,175,mean,static
7,14.16,0.3,0.1,15,0.003,15.078408352259864,std,static
8,408.69,0.3,0.1,824,0.041,175,mean,static
8,13.76,0.3,0.1,15,0.003,15.078408352259864,std,static
9,346.53,0.3,0.1,824,0.041,175,mean,static
9,14.56,0.3,0.1,15,0.003,15.078408352259864,std,static
10,297.62,0.3,0.1,824,0.041,175,mean,static
10,14.21,0.3,0.1,15,0.003,15.078408352259864,std,static
11,253.5,0.3,0.1,824,0.041,175,mean,static
11,13.01,0.3,0.1,15,0.003,15.078408352259864,std,static
12,212.84,0.3,0.1,824,0.041,175,mean,static
12,12.32,0.3,0.1,15,0.003,15.078408352259864,std,static
13,182.34,0.3,0.1,824,0.041,175,mean,static
13,11.03,0.3,0.1,15,0.003,15.078408352259864,std,static
14,154.97,0.3,0.1,824,0.041,175,mean,static
14,10.0,0.3,0.1,15,0.003,15.078408352259864,std,static
15,132.16,0.3,0.1,824,0.041,175,mean,static
15,10.03,0.3,0.1,15,0.003,15.078408352259864,std,static
16,114.19,0.3,0.1,824,0.041,175,mean,static
16,9.74,0.3,0.1,15,0.003,15.078408352259864,std,static
17,97.41,0.3,0.1,824,0.041,175,mean,static
17,8.9,0.3,0.1,15,0.003,15.078408352259864,std,static
18,83.78,0.3,0.1,824,0.041,175,mean,static
18,8.76,0.3,0.1,15,0.003,15.078408352259864,std,static
19,71.75,0.3,0.1,824,0.041,175,mean,static
19,7.65,0.3,0.1,15,0.003,15.078408352259864,std,static
20,60.91,0.3,0.1,824,0.041,175,mean,static
20,6.52,0.3,0.1,15,0.003,15.078408352259864,std,static
21,52.22,0.3,0.1,824,0.041,175,mean,static
21,5.5,0.3,0.1,15,0.003,15.078408352259864,std,static
22,45.22,0.3,0.1,824,0.041,175,mean,static
22,5.4,0.3,0.1,15,0.003,15.078408352259864,std,static
23,39.56,0.3,0.1,824,0.041,175,mean,static
23,5.71,0.3,0.1,15,0.003,15.078408352259864,std,static
24,33.78,0.3,0.1,824,0.041,175,mean,static
24,4.69,0.3,0.1,15,0.003,15.078408352259864,std,static
25,28.94,0.3,0.1,824,0.041,175,mean,static
25,4.2,0.3,0.1,15,0.003,15.078408352259864,std,static
26,24.62,0.3,0.1,824,0.041,175,mean,static
26,3.75,0.3,0.1,15,0.003,15.078408352259864,std,static
27,21.16,0.3,0.1,824,0.041,175,mean,static
27,3.39,0.3,0.1,15,0.003,15.078408352259864,std,static
28,18.53,0.3,0.1,824,0.041,175,mean,static
28,3.45,0.3,0.1,15,0.003,15.078408352259864,std,static
29,15.91,0.3,0.1,824,0.041,175,mean,static
29,3.56,0.3,0.1,15,0.003,15.078408352259864,std,static
30,13.28,0.3,0.1,824,0.041,175,mean,static
30,3.81,0.3,0.1,15,0.003,15.078408352259864,std,static
31,11.09,0.3,0.1,824,0.041,175,mean,static
31,3.66,0.3,0.1,15,0.003,15.078408352259864,std,static
32,9.19,0.3,0.1,824,0.041,175,mean,static
32,3.18,0.3,0.1,15,0.003,15.078408352259864,std,static
33,8.09,0.3,0.1,824,0.041,175,mean,static
33,2.88,0.3,0.1,15,0.003,15.078408352259864,std,static
34,7.06,0.3,0.1,824,0.041,175,mean,static
34,2.66,0.3,0.1,15,0.003,15.078408352259864,std,static
35,6.09,0.3,0.1,824,0.041,175,mean,static
35,2.75,0.3,0.1,15,0.003,15.078408352259864,std,static
0,5.0,0.3,0.1,820,0.337,179,mean,dynamic
0,0.0,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
1,17.59,0.3,0.1,820,0.337,179,mean,dynamic
1,3.74,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
2,103.34,0.3,0.1,820,0.337,179,mean,dynamic
2,29.89,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
3,376.81,0.3,0.1,820,0.337,179,mean,dynamic
3,69.58,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
4,618.47,0.3,0.1,820,0.337,179,mean,dynamic
4,36.42,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
5,621.28,0.3,0.1,820,0.337,179,mean,dynamic
5,19.66,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
6,554.38,0.3,0.1,820,0.337,179,mean,dynamic
6,21.97,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
7,480.06,0.3,0.1,820,0.337,179,mean,dynamic
7,19.4,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
8,414.94,0.3,0.1,820,0.337,179,mean,dynamic
8,16.87,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
9,357.12,0.3,0.1,820,0.337,179,mean,dynamic
9,16.12,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
10,307.31,0.3,0.1,820,0.337,179,mean,dynamic
10,15.81,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
11,263.28,0.3,0.1,820,0.337,179,mean,dynamic
11,14.73,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
12,226.09,0.3,0.1,820,0.337,179,mean,dynamic
12,13.39,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
13,193.44,0.3,0.1,820,0.337,179,mean,dynamic
13,12.44,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
14,165.19,0.3,0.1,820,0.337,179,mean,dynamic
14,13.01,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
15,142.28,0.3,0.1,820,0.337,179,mean,dynamic
15,11.59,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
16,121.72,0.3,0.1,820,0.337,179,mean,dynamic
16,10.39,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
17,103.06,0.3,0.1,820,0.337,179,mean,dynamic
17,9.96,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
18,88.03,0.3,0.1,820,0.337,179,mean,dynamic
18,9.05,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
19,76.91,0.3,0.1,820,0.337,179,mean,dynamic
19,8.7,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
20,65.41,0.3,0.1,820,0.337,179,mean,dynamic
20,7.79,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
21,56.09,0.3,0.1,820,0.337,179,mean,dynamic
21,7.31,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
22,47.91,0.3,0.1,820,0.337,179,mean,dynamic
22,6.45,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
23,41.28,0.3,0.1,820,0.337,179,mean,dynamic
23,6.28,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
24,35.47,0.3,0.1,820,0.337,179,mean,dynamic
24,5.41,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
25,30.44,0.3,0.1,820,0.337,179,mean,dynamic
25,5.38,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
26,25.88,0.3,0.1,820,0.337,179,mean,dynamic
26,5.28,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
27,22.59,0.3,0.1,820,0.337,179,mean,dynamic
27,4.66,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
28,19.91,0.3,0.1,820,0.337,179,mean,dynamic
28,4.46,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
29,16.56,0.3,0.1,820,0.337,179,mean,dynamic
29,4.12,0.3,0.1,11,0.039,11.464449125448636,std,dynamic
