time,I,pol,r,ar,cc,V_tot,kind,net_type
24,7.62,0.2,0.1,74,0.003,71.50660344288141,std,static
25,26.38,0.2,0.1,200,0.04,786,mean,static
25,6.2,0.2,0.1,74,0.003,71.50660344288141,std,static
26,22.78,0.2,0.1,200,0.04,786,mean,static
26,5.2,0.2,0.1,74,0.003,71.50660344288141,std,static
27,20.28,0.2,0.1,200,0.04,786,mean,static
27,4.75,0.2,0.1,74,0.003,71.50660344288141,std,static
28,17.62,0.2,0.1,200,0.04,786,mean,static
28,4.51,0.2,0.1,74,0.003,71.50660344288141,std,static
29,15.88,0.2,0.1,200,0.04,786,mean,static
29,4.14,0.2,0.1,74,0.003,71.50660344288141,std,static
30,14.09,0.2,0.1,200,0.04,786,mean,static
30,3.98,0.2,0.1,74,0.003,71.50660344288141,std,static
31,11.97,0.2,0.1,200,0.04,786,mean,static
31,3.82,0.2,0.1,74,0.003,71.50660344288141,std,static
32,10.72,0.2,0.1,200,0.04,786,mean,static
32,3.74,0.2,0.1,74,0.003,71.50660344288141,std,static
33,9.31,0.2,0.1,200,0.04,786,mean,static
33,3.32,0.2,0.1,74,0.003,71.50660344288141,std,static
34,8.19,0.2,0.1,200,0.04,786,mean,static
34,3.23,0.2,0.1,74,0.003,71.50660344288141,std,static
35,7.12,0.2,0.1,200,0.04,786,mean,static
35,2.67,0.2,0.1,74,0.003,71.50660344288141,std,static
36,6.0,0.2,0.1,200,0.04,786,mean,static
36,2.33,0.2,0.1,74,0.003,71.50660344288141,std,static
37,5.06,0.2,0.1,200,0.04,786,mean,static
37,2.0,0.2,0.1,74,0.003,71.50660344288141,std,static
38,4.12,0.2,0.1,200,0.04,786,mean,static
38,1.93,0.2,0.1,74,0.003,71.50660344288141,std,static
0,5.0,0.2,0.1,196,0.12,748,mean,dynamic
0,0.0,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
1,6.09,0.2,0.1,196,0.12,748,mean,dynamic
1,1.44,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
2,8.41,0.2,0.1,196,0.12,748,mean,dynamic
2,3.13,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
3,11.88,0.2,0.1,196,0.12,748,mean,dynamic
3,5.98,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
4,16.69,0.2,0.1,196,0.12,748,mean,dynamic
4,9.74,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
5,25.12,0.2,0.1,196,0.12,748,mean,dynamic
5,16.02,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
6,36.06,0.2,0.1,196,0.12,748,mean,dynamic
6,23.22,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
7,45.69,0.2,0.1,196,0.12,748,mean,dynamic
7,28.42,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
8,54.72,0.2,0.1,196,0.12,748,mean,dynamic
8,33.09,0.2,0.1,73,0.029,80.25815281795364,std,dynamic
0,5.0,0.3,0.1,199,0.04,783,mean,static
0,0.0,0.3,0.1,71,0.003,63.53686798820036,std,static
1,6.03,0.3,0.1,199,0.04,783,mean,static
1,1.16,0.3,0.1,71,0.003,63.53686798820036,std,static
2,9.0,0.3,0.1,199,0.04,783,mean,static
2,3.8,0.3,0.1,71,0.003,63.53686798820036,std,static
3,12.88,0.3,0.1,199,0.04,783,mean,static
3,6.35,0.3,0.1,71,0.003,63.53686798820036,std,static
4,19.72,0.3,0.1,199,0.04,783,mean,static
4,10.52,0.3,0.1,71,0.003,63.53686798820036,std,static
5,26.78,0.3,0.1,199,0.04,783,mean,static
5,15.55,0.3,0.1,71,0.003,63.53686798820036,std,static
6,36.28,0.3,0.1,199,0.04,783,mean,static
6,21.72,0.3,0.1,71,0.003,63.53686798820036,std,static
7,45.69,0.3,0.1,199,0.04,783,mean,static
7,27.24,0.3,0.1,71,0.003,63.53686798820036,std,static
8,55.88,0.3,0.1,199,0.04,783,mean,static
8,31.61,0.3,0.1,71,0.003,63.53686798820036,std,static
9,63.19,0.3,0.1,199,0.04,783,mean,static
9,34.2,0.3,0.1,71,0.003,63.53686798820036,std,static
10,69.66,0.3,0.1,199,0.04,783,mean,static
10,36.49,0.3,0.1,71,0.003,63.53686798820036,std,static
11,75.81,0.3,0.1,199,0.04,783,mean,static
11,36.16,0.3,0.1,71,0.003,63.53686798820036,std,static
12,78.72,0.3,0.1,199,0.04,783,mean,static
12,36.28,0.3,0.1,71,0.003,63.53686798820036,std,static
13,78.31,0.3,0.1,199,0.04,783,mean,static
13,33.25,0.3,0.1,71,0.003,63.53686798820036,std,static
14,77.34,0.3,0.1,199,0.04,783,mean,static
14,30.98,0.3,0.1,71,0.003,63.53686798820036,std,static
15,74.16,0.3,0.1,199,0.04,783,mean,static
15,28.38,0.3,0.1,71,0.003,63.53686798820036,std,static
16,69.62,0.3,0.1,199,0.04,783,mean,static
16,25.46,0.3,0.1,71,0.003,63.53686798820036,std,static
17,64.91,0.3,0.1,199,0.04,783,mean,static
17,23.54,0.3,0.1,71,0.003,63.53686798820036,std,static
18,60.06,0.3,0.1,199,0.04,783,mean,static
18,21.54,0.3,0.1,71,0.003,63.53686798820036,std,static
19,54.56,0.3,0.1,199,0.04,783,mean,static
19,20.05,0.3,0.1,71,0.003,63.53686798820036,std,static
20,49.66,0.3,0.1,199,0.04,783,mean,static
20,17.66,0.3,0.1,71,0.003,63.53686798820036,std,static
21,44.75,0.3,0.1,199,0.04,783,mean,static
21,16.54,0.3,0.1,71,0.003,63.53686798820036,std,static
22,39.88,0.3,0.1,199,0.04,783,mean,static
22,14.85,0.3,0.1,71,0.003,63.53686798820036,std,static
23,34.81,0.3,0.1,199,0.04,783,mean,static
23,13.11,0.3,0.1,71,0.003,63.53686798820036,std,static
24,30.09,0.3,0.1,199,0.04,783,mean,static
24,11.8,0.3,0.1,71,0.003,63.53686798820036,std,static
25,26.94,0.3,0.1,199,0.04,783,mean,static
25,10.68,0.3,0.1,71,0.003,63.53686798820036,std,static
26,24.03,0.3,0.1,199,0.04,783,mean,static
26,9.64,0.3,0.1,71,0.003,63.53686798820036,std,static
27,20.53,0.3,0.1,199,0.04,783,mean,static
27,8.41,0.3,0.1,71,0.003,63.53686798820036,std,static
28,18.22,0.3,0.1,199,0.04,783,mean,static
28,7.57,0.3,0.1,71,0.003,63.53686798820036,std,static
29,16.12,0.3,0.1,199,0.04,783,mean,static
29,6.87,0.3,0.1,71,0.003,63.53686798820036,std,static
0,5.0,0.3,0.1,220,0.174,727,mean,dynamic
0,0.0,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
1,6.44,0.3,0.1,220,0.174,727,mean,dynamic
1,1.98,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
2,9.38,0.3,0.1,220,0.174,727,mean,dynamic
2,4.28,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
3,12.84,0.3,0.1,220,0.174,727,mean,dynamic
3,7.26,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
4,18.41,0.3,0.1,220,0.174,727,mean,dynamic
4,11.67,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
5,26.81,0.3,0.1,220,0.174,727,mean,dynamic
5,17.52,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
6,38.06,0.3,0.1,220,0.174,727,mean,dynamic
6,24.02,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
7,48.0,0.3,0.1,220,0.174,727,mean,dynamic
7,30.96,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
8,57.12,0.3,0.1,220,0.174,727,mean,dynamic
8,36.05,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
9,65.31,0.3,0.1,220,0.174,727,mean,dynamic
9,38.53,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
10,72.34,0.3,0.1,220,0.174,727,mean,dynamic
10,39.92,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
11,79.09,0.3,0.1,220,0.174,727,mean,dynamic
11,40.93,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
12,81.62,0.3,0.1,220,0.174,727,mean,dynamic
12,40.98,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
13,81.91,0.3,0.1,220,0.174,727,mean,dynamic
13,38.39,0.3,0.1,81,0.038,61.829899914503336,std,dynamic
0,5.0,0.4,0.1,217,0.04,767,mean,static
0,0.0,0.4,0.1,73,0.002,69.46983945389539,std,static
1,6.25,0.4,0.1,217,0.04,767,mean,static
1,1.56,0.4,0.1,73,0.002,69.46983945389539,std,static
2,9.28,0.4,0.1,217,0.04,767,mean,static
2,3.64,0.4,0.1,73,0.002,69.46983945389539,std,static
3,14.75,0.4,0.1,217,0.04,767,mean,static
3,7.72,0.4,0.1,73,0.002,69.46983945389539,std,static
4,22.59,0.4,0.1,217,0.04,767,mean,static
4,12.57,0.4,0.1,73,0.002,69.46983945389539,std,static
5,31.62,0.4,0.1,217,0.04,767,mean,static
5,19.28,0.4,0.1,73,0.002,69.46983945389539,std,static
6,44.12,0.4,0.1,217,0.04,767,mean,static
6,25.64,0.4,0.1,73,0.002,69.46983945389539,std,static
7,56.22,0.4,0.1,217,0.04,767,mean,static
7,32.53,0.4,0.1,73,0.002,69.46983945389539,std,static
8,66.28,0.4,0.1,217,0.04,767,mean,static
8,35.54,0.4,0.1,73,0.002,69.46983945389539,std,static
9,73.56,0.4,0.1,217,0.04,767,mean,static
9,37.94,0.4,0.1,73,0.002,69.46983945389539,std,static
10,80.44,0.4,0.1,217,0.04,767,mean,static
10,39.67,0.4,0.1,73,0.002,69.46983945389539,std,static
11,84.88,0.4,0.1,217,0.04,767,mean,static
11,39.41,0.4,0.1,73,0.002,69.46983945389539,std,static
12,87.0,0.4,0.1,217,0.04,767,mean,static
12,37.61,0.4,0.1,73,0.002,69.46983945389539,std,static
13,86.19,0.4,0.1,217,0.04,767,mean,static
13,34.25,0.4,0.1,73,0.002,69.46983945389539,std,static
14,84.0,0.4,0.1,217,0.04,767,mean,static
14,30.04,0.4,0.1,73,0.002,69.46983945389539,std,static
15,79.62,0.4,0.1,217,0.04,767,mean,static
15,26.86,0.4,0.1,73,0.002,69.46983945389539,std,static
16,74.0,0.4,0.1,217,0.04,767,mean,static
16,24.39,0.4,0.1,73,0.002,69.46983945389539,std,static
17,68.47,0.4,0.1,217,0.04,767,mean,static
17,21.65,0.4,0.1,73,0.002,69.46983945389539,std,static
18,61.81,0.4,0.1,217,0.04,767,mean,static
18,19.2,0.4,0.1,73,0.002,69.46983945389539,std,static
19,55.06,0.4,0.1,217,0.04,767,mean,static
19,16.35,0.4,0.1,73,0.002,69.46983945389539,std,static
20,49.34,0.4,0.1,217,0.04,767,mean,static
20,14.13,0.4,0.1,73,0.002,69.46983945389539,std,static
21,45.0,0.4,0.1,217,0.04,767,mean,static
21,12.68,0.4,0.1,73,0.002,69.46983945389539,std,static
22,40.72,0.4,0.1,217,0.04,767,mean,static
22,12.07,0.4,0.1,73,0.002,69.46983945389539,std,static
23,36.81,0.4,0.1,217,0.04,767,mean,static
23,10.73,0.4,0.1,73,0.002,69.46983945389539,std,static
24,32.88,0.4,0.1,217,0.04,767,mean,static
24,9.28,0.4,0.1,73,0.002,69.46983945389539,std,static
25,28.94,0.4,0.1,217,0.04,767,mean,static
25,8.42,0.4,0.1,73,0.002,69.46983945389539,std,static
26,24.88,0.4,0.1,217,0.04,767,mean,static
26,7.27,0.4,0.1,73,0.002,69.46983945389539,std,static
27,21.84,0.4,0.1,217,0.04,767,mean,static
27,6.45,0.4,0.1,73,0.002,69.46983945389539,std,static
28,18.44,0.4,0.1,217,0.04,767,mean,static
28,5.54,0.4,0.1,73,0.002,69.46983945389539,std,static
29,16.19,0.4,0.1,217,0.04,767,mean,static
29,5.14,0.4,0.1,73,0.002,69.46983945389539,std,static
30,14.0,0.4,0.1,217,0.04,767,mean,static
30,4.78,0.4,0.1,73,0.002,69.46983945389539,std,static
31,12.5,0.4,0.1,217,0.04,767,mean,static
31,4.18,0.4,0.1,73,0.002,69.46983945389539,std,static
32,10.94,0.4,0.1,217,0.04,767,mean,static
32,3.8,0.4,0.1,73,0.002,69.46983945389539,std,static
33,9.56,0.4,0.1,217,0.04,767,mean,static
33,3.5,0.4,0.1,73,0.002,69.46983945389539,std,static
34,8.25,0.4,0.1,217,0.04,767,mean,static
34,3.03,0.4,0.1,73,0.002,69.46983945389539,std,static
35,6.97,0.4,0.1,217,0.04,767,mean,static
35,2.7,0.4,0.1,73,0.002,69.46983945389539,std,static
0,5.0,0.4,0.1,233,0.144,705,mean,dynamic
0,0.0,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
1,6.62,0.4,0.1,233,0.144,705,mean,dynamic
1,1.14,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
2,9.16,0.4,0.1,233,0.144,705,mean,dynamic
2,2.94,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
3,13.62,0.4,0.1,233,0.144,705,mean,dynamic
3,5.72,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
4,18.88,0.4,0.1,233,0.144,705,mean,dynamic
4,8.22,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
5,28.09,0.4,0.1,233,0.144,705,mean,dynamic
5,12.83,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
6,39.31,0.4,0.1,233,0.144,705,mean,dynamic
6,18.07,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
7,50.5,0.4,0.1,233,0.144,705,mean,dynamic
7,24.98,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
8,61.81,0.4,0.1,233,0.144,705,mean,dynamic
8,30.56,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
9,69.66,0.4,0.1,233,0.144,705,mean,dynamic
9,33.48,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
10,75.22,0.4,0.1,233,0.144,705,mean,dynamic
10,35.34,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
11,80.84,0.4,0.1,233,0.144,705,mean,dynamic
11,36.98,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
12,86.19,0.4,0.1,233,0.144,705,mean,dynamic
12,37.62,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
13,88.19,0.4,0.1,233,0.144,705,mean,dynamic
13,37.64,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
14,87.41,0.4,0.1,233,0.144,705,mean,dynamic
14,33.91,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
15,84.25,0.4,0.1,233,0.144,705,mean,dynamic
15,31.5,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
16,79.06,0.4,0.1,233,0.144,705,mean,dynamic
16,29.02,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
17,74.34,0.4,0.1,233,0.144,705,mean,dynamic
17,25.7,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
18,68.53,0.4,0.1,233,0.144,705,mean,dynamic
18,23.51,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
19,63.44,0.4,0.1,233,0.144,705,mean,dynamic
19,20.48,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
20,57.81,0.4,0.1,233,0.144,705,mean,dynamic
20,17.68,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
21,51.41,0.4,0.1,233,0.144,705,mean,dynamic
21,15.65,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
22,46.66,0.4,0.1,233,0.144,705,mean,dynamic
22,13.73,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
23,42.66,0.4,0.1,233,0.144,705,mean,dynamic
23,11.91,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
24,38.38,0.4,0.1,233,0.144,705,mean,dynamic
24,11.34,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
25,34.72,0.4,0.1,233,0.144,705,mean,dynamic
25,10.41,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
26,30.28,0.4,0.1,233,0.144,705,mean,dynamic
26,8.73,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
27,27.12,0.4,0.1,233,0.144,705,mean,dynamic
27,7.52,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
28,23.75,0.4,0.1,233,0.144,705,mean,dynamic
28,7.5,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
29,21.44,0.4,0.1,233,0.144,705,mean,dynamic
29,6.89,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
30,19.16,0.4,0.1,233,0.144,705,mean,dynamic
30,6.47,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
31,17.09,0.4,0.1,233,0.144,705,mean,dynamic
31,6.65,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
32,15.38,0.4,0.1,233,0.144,705,mean,dynamic
32,6.04,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
33,13.44,0.4,0.1,233,0.144,705,mean,dynamic
33,5.27,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
34,11.88,0.4,0.1,233,0.144,705,mean,dynamic
34,5.07,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
35,10.59,0.4,0.1,233,0.144,705,mean,dynamic
35,4.86,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
36,9.69,0.4,0.1,233,0.144,705,mean,dynamic
36,4.48,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
37,8.34,0.4,0.1,233,0.144,705,mean,dynamic
37,4.13,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
38,7.09,0.4,0.1,233,0.144,705,mean,dynamic
38,3.75,0.4,0.1,73,0.019,58.40803903092022,std,dynamic
0,5.0,0.5,0.1,212,0.04,775,mean,static
0,0.0,0.5,0.1,52,0.003,50.459596693171264,std,static
1,6.25,0.5,0.1,212,0.04,775,mean,static
1,1.27,0.5,0.1,52,0.003,50.459596693171264,std,static
2,9.94,0.5,0.1,212,0.04,775,mean,static
2,3.88,0.5,0.1,52,0.003,50.459596693171264,std,static
3,14.94,0.5,0.1,212,0.04,775,mean,static
3,8.26,0.5,0.1,52,0.003,50.459596693171264,std,static
4,22.12,0.5,0.1,212,0.04,775,mean,static
4,13.03,0.5,0.1,52,0.003,50.459596693171264,std,static
