time,I,pol,r,ar,cc,V_tot,kind,net_type
7,9.03,0.2,0.2,21,0.04,929,mean,static
7,8.49,0.2,0.2,16,0.002,64.96826148204984,std,static
0,5.0,0.2,0.2,26,0.06,889,mean,dynamic
0,0.0,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
1,5.31,0.2,0.2,26,0.06,889,mean,dynamic
1,1.53,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
2,5.81,0.2,0.2,26,0.06,889,mean,dynamic
2,2.17,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
3,6.97,0.2,0.2,26,0.06,889,mean,dynamic
3,3.57,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
4,7.41,0.2,0.2,26,0.06,889,mean,dynamic
4,4.26,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
5,8.38,0.2,0.2,26,0.06,889,mean,dynamic
5,5.27,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
6,9.09,0.2,0.2,26,0.06,889,mean,dynamic
6,5.84,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
7,9.19,0.2,0.2,26,0.06,889,mean,dynamic
7,5.88,0.2,0.2,12,0.009,74.05313100023186,std,dynamic
0,5.0,0.3,0.2,25,0.041,939,mean,static
0,0.0,0.3,0.2,15,0.003,44.71864081048864,std,static
1,5.78,0.3,0.2,25,0.041,939,mean,static
1,1.02,0.3,0.2,15,0.003,44.71864081048864,std,static
2,6.88,0.3,0.2,25,0.041,939,mean,static
2,2.69,0.3,0.2,15,0.003,44.71864081048864,std,static
3,7.69,0.3,0.2,25,0.041,939,mean,static
3,3.15,0.3,0.2,15,0.003,44.71864081048864,std,static
4,8.88,0.3,0.2,25,0.041,939,mean,static
4,5.04,0.3,0.2,15,0.003,44.71864081048864,std,static
5,9.75,0.3,0.2,25,0.041,939,mean,static
5,6.12,0.3,0.2,15,0.003,44.71864081048864,std,static
6,9.97,0.3,0.2,25,0.041,939,mean,static
6,6.81,0.3,0.2,15,0.003,44.71864081048864,std,static
7,10.31,0.3,0.2,25,0.041,939,mean,static
7,7.17,0.3,0.2,15,0.003,44.71864081048864,std,static
8,10.56,0.3,0.2,25,0.041,939,mean,static
8,7.64,0.3,0.2,15,0.003,44.71864081048864,std,static
9,10.28,0.3,0.2,25,0.041,939,mean,static
9,8.19,0.3,0.2,15,0.003,44.71864081048864,std,static
10,9.72,0.3,0.2,25,0.041,939,mean,static
10,8.2,0.3,0.2,15,0.003,44.71864081048864,std,static
0,5.0,0.3,0.2,36,0.076,880,mean,dynamic
0,0.0,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
1,5.81,0.3,0.2,36,0.076,880,mean,dynamic
1,1.45,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
2,6.78,0.3,0.2,36,0.076,880,mean,dynamic
2,2.57,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
3,8.0,0.3,0.2,36,0.076,880,mean,dynamic
3,4.05,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
4,9.09,0.3,0.2,36,0.076,880,mean,dynamic
4,5.28,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
5,11.25,0.3,0.2,36,0.076,880,mean,dynamic
5,7.09,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
6,12.19,0.3,0.2,36,0.076,880,mean,dynamic
6,8.1,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
7,12.94,0.3,0.2,36,0.076,880,mean,dynamic
7,9.07,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
8,14.06,0.3,0.2,36,0.076,880,mean,dynamic
8,10.12,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
9,14.0,0.3,0.2,36,0.076,880,mean,dynamic
9,10.14,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
10,14.03,0.3,0.2,36,0.076,880,mean,dynamic
10,10.38,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
11,13.06,0.3,0.2,36,0.076,880,mean,dynamic
11,9.76,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
12,12.47,0.3,0.2,36,0.076,880,mean,dynamic
12,9.11,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
13,11.59,0.3,0.2,36,0.076,880,mean,dynamic
13,8.57,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
14,10.78,0.3,0.2,36,0.076,880,mean,dynamic
14,8.62,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
15,9.91,0.3,0.2,36,0.076,880,mean,dynamic
15,8.03,0.3,0.2,22,0.008,23.468708388778023,std,dynamic
0,5.0,0.4,0.2,24,0.04,950,mean,static
0,0.0,0.4,0.2,13,0.003,40.460629011422945,std,static
1,5.66,0.4,0.2,24,0.04,950,mean,static
1,0.99,0.4,0.2,13,0.003,40.460629011422945,std,static
2,6.84,0.4,0.2,24,0.04,950,mean,static
2,2.33,0.4,0.2,13,0.003,40.460629011422945,std,static
3,7.47,0.4,0.2,24,0.04,950,mean,static
3,3.1,0.4,0.2,13,0.003,40.460629011422945,std,static
4,8.31,0.4,0.2,24,0.04,950,mean,static
4,4.16,0.4,0.2,13,0.003,40.460629011422945,std,static
5,9.12,0.4,0.2,24,0.04,950,mean,static
5,5.25,0.4,0.2,13,0.003,40.460629011422945,std,static
6,9.34,0.4,0.2,24,0.04,950,mean,static
6,5.79,0.4,0.2,13,0.003,40.460629011422945,std,static
7,9.97,0.4,0.2,24,0.04,950,mean,static
7,6.98,0.4,0.2,13,0.003,40.460629011422945,std,static
8,10.62,0.4,0.2,24,0.04,950,mean,static
8,7.19,0.4,0.2,13,0.003,40.460629011422945,std,static
9,10.38,0.4,0.2,24,0.04,950,mean,static
9,7.11,0.4,0.2,13,0.003,40.460629011422945,std,static
10,9.53,0.4,0.2,24,0.04,950,mean,static
10,6.66,0.4,0.2,13,0.003,40.460629011422945,std,static
0,5.0,0.4,0.2,32,0.074,836,mean,dynamic
0,0.0,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
1,5.69,0.4,0.2,32,0.074,836,mean,dynamic
1,1.1,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
2,6.38,0.4,0.2,32,0.074,836,mean,dynamic
2,2.38,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
3,7.34,0.4,0.2,32,0.074,836,mean,dynamic
3,3.12,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
4,8.78,0.4,0.2,32,0.074,836,mean,dynamic
4,5.21,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
5,10.5,0.4,0.2,32,0.074,836,mean,dynamic
5,7.46,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
6,12.03,0.4,0.2,32,0.074,836,mean,dynamic
6,8.92,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
7,12.56,0.4,0.2,32,0.074,836,mean,dynamic
7,9.11,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
8,12.75,0.4,0.2,32,0.074,836,mean,dynamic
8,9.29,0.4,0.2,22,0.007,42.81131385218165,std,dynamic
0,5.0,0.5,0.2,21,0.041,944,mean,static
0,0.0,0.5,0.2,14,0.004,53.35625219632185,std,static
1,5.56,0.5,0.2,21,0.041,944,mean,static
1,1.17,0.5,0.2,14,0.004,53.35625219632185,std,static
2,6.16,0.5,0.2,21,0.041,944,mean,static
2,2.62,0.5,0.2,14,0.004,53.35625219632185,std,static
3,6.72,0.5,0.2,21,0.041,944,mean,static
3,3.43,0.5,0.2,14,0.004,53.35625219632185,std,static
4,7.94,0.5,0.2,21,0.041,944,mean,static
4,4.18,0.5,0.2,14,0.004,53.35625219632185,std,static
5,8.12,0.5,0.2,21,0.041,944,mean,static
5,4.47,0.5,0.2,14,0.004,53.35625219632185,std,static
6,7.81,0.5,0.2,21,0.041,944,mean,static
6,4.44,0.5,0.2,14,0.004,53.35625219632185,std,static
7,8.31,0.5,0.2,21,0.041,944,mean,static
7,5.38,0.5,0.2,14,0.004,53.35625219632185,std,static
8,8.72,0.5,0.2,21,0.041,944,mean,static
8,6.31,0.5,0.2,14,0.004,53.35625219632185,std,static
0,5.0,0.5,0.2,31,0.065,783,mean,dynamic
0,0.0,0.5,0.2,21,0.006,76.3314114568832,std,dynamic
1,5.16,0.5,0.2,31,0.065,783,mean,dynamic
1,1.33,0.5,0.2,21,0.006,76.3314114568832,std,dynamic
2,5.38,0.5,0.2,31,0.065,783,mean,dynamic
2,1.96,0.5,0.2,21,0.006,76.3314114568832,std,dynamic
3,6.22,0.5,0.2,31,0.065,783,mean,dynamic
3,2.89,0.5,0.2,21,0.006,76.3314114568832,std,dynamic
4,6.56,0.5,0.2,31,0.065,783,mean,dynamic
4,3.76,0.5,0.2,21,0.006,76.3314114568832,std,dynamic
0,5.0,0.6,0.2,22,0.04,949,mean,static
0,0.0,0.6,0.2,13,0.003,30.03324980334296,std,static
1,5.88,0.6,0.2,22,0.04,949,mean,static
1,1.14,0.6,0.2,13,0.003,30.03324980334296,std,static
2,6.94,0.6,0.2,22,0.04,949,mean,static
2,2.22,0.6,0.2,13,0.003,30.03324980334296,std,static
3,7.56,0.6,0.2,22,0.04,949,mean,static
3,3.01,0.6,0.2,13,0.003,30.03324980334296,std,static
4,8.53,0.6,0.2,22,0.04,949,mean,static
4,4.35,0.6,0.2,13,0.003,30.03324980334296,std,static
5,8.81,0.6,0.2,22,0.04,949,mean,static
5,5.02,0.6,0.2,13,0.003,30.03324980334296,std,static
6,8.88,0.6,0.2,22,0.04,949,mean,static
6,5.91,0.6,0.2,13,0.003,30.03324980334296,std,static
7,9.06,0.6,0.2,22,0.04,949,mean,static
7,5.63,0.6,0.2,13,0.003,30.03324980334296,std,static
8,9.25,0.6,0.2,22,0.04,949,mean,static
8,5.57,0.6,0.2,13,0.003,30.03324980334296,std,static
9,9.41,0.6,0.2,22,0.04,949,mean,static
9,6.61,0.6,0.2,13,0.003,30.03324980334296,std,static
10,8.78,0.6,0.2,22,0.04,949,mean,static
10,6.6,0.6,0.2,13,0.003,30.03324980334296,std,static
11,7.94,0.6,0.2,22,0.04,949,mean,static
11,6.33,0.6,0.2,13,0.003,30.03324980334296,std,static
12,7.22,0.6,0.2,22,0.04,949,mean,static
12,5.79,0.6,0.2,13,0.003,30.03324980334296,std,static
0,5.0,0.6,0.2,33,0.059,766,mean,dynamic
0,0.0,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
1,5.16,0.6,0.2,33,0.059,766,mean,dynamic
1,1.35,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
2,5.75,0.6,0.2,33,0.059,766,mean,dynamic
2,2.18,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
3,6.81,0.6,0.2,33,0.059,766,mean,dynamic
3,2.98,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
4,7.38,0.6,0.2,33,0.059,766,mean,dynamic
4,3.73,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
5,7.62,0.6,0.2,33,0.059,766,mean,dynamic
5,4.61,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
6,7.84,0.6,0.2,33,0.059,766,mean,dynamic
6,5.05,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
7,8.09,0.6,0.2,33,0.059,766,mean,dynamic
7,5.54,0.6,0.2,22,0.002,36.297759486640494,std,dynamic
0,5.0,0.7,0.2,18,0.041,928,mean,static
0,0.0,0.7,0.2,10,0.003,71.70730436991758,std,static
1,5.62,0.7,0.2,18,0.041,928,mean,static
1,0.96,0.7,0.2,10,0.003,71.70730436991758,std,static
2,5.91,0.7,0.2,18,0.041,928,mean,static
2,2.25,0.7,0.2,10,0.003,71.70730436991758,std,static
3,5.94,0.7,0.2,18,0.041,928,mean,static
3,2.78,0.7,0.2,10,0.003,71.70730436991758,std,static
4,6.47,0.7,0.2,18,0.041,928,mean,static
4,3.71,0.7,0.2,10,0.003,71.70730436991758,std,static
5,6.94,0.7,0.2,18,0.041,928,mean,static
5,4.15,0.7,0.2,10,0.003,71.70730436991758,std,static
6,7.16,0.7,0.2,18,0.041,928,mean,static
6,4.78,0.7,0.2,10,0.003,71.70730436991758,std,static
7,7.38,0.7,0.2,18,0.041,928,mean,static
7,4.94,0.7,0.2,10,0.003,71.70730436991758,std,static
0,5.0,0.7,0.2,47,0.057,734,mean,dynamic
0,0.0,0.7,0.2,32,0.002,75.3898202677258,std,dynamic
1,5.25,0.7,0.2,47,0.057,734,mean,dynamic
1,1.54,0.7,0.2,32,0.002,75.3898202677258,std,dynamic
2,5.44,0.7,0.2,47,0.057,734,mean,dynamic
2,2.15,0.7,0.2,32,0.002,75.3898202677258,std,dynamic
3,6.47,0.7,0.2,47,0.057,734,mean,dynamic
3,3.75,0.7,0.2,32,0.002,75.3898202677258,std,dynamic
0,5.0,0.8,0.2,17,0.041,940,mean,static
0,0.0,0.8,0.2,10,0.004,50.684648501789965,std,static
1,5.78,0.8,0.2,17,0.041,940,mean,static
1,0.99,0.8,0.2,10,0.004,50.684648501789965,std,static
2,5.84,0.8,0.2,17,0.041,940,mean,static
2,2.2,0.8,0.2,10,0.004,50.684648501789965,std,static
3,5.88,0.8,0.2,17,0.041,940,mean,static
3,2.7,0.8,0.2,10,0.004,50.684648501789965,std,static
4,6.69,0.8,0.2,17,0.041,940,mean,static
4,3.88,0.8,0.2,10,0.004,50.684648501789965,std,static
5,7.16,0.8,0.2,17,0.041,940,mean,static
5,4.52,0.8,0.2,10,0.004,50.684648501789965,std,static
6,7.03,0.8,0.2,17,0.041,940,mean,static
6,4.26,0.8,0.2,10,0.004,50.684648501789965,std,static
7,7.47,0.8,0.2,17,0.041,940,mean,static
7,5.01,0.8,0.2,10,0.004,50.684648501789965,std,static
8,7.34,0.8,0.2,17,0.041,940,mean,static
8,5.13,0.8,0.2,10,0.004,50.684648501789965,std,static
9,6.91,0.8,0.2,17,0.041,940,mean,static
9,5.43,0.8,0.2,10,0.004,50.684648501789965,std,static
0,5.0,0.8,0.2,30,0.057,735,mean,dynamic
0,0.0,0.8,0.2,22,0.002,47.78000325384564,std,dynamic
1,5.12,0.8,0.2,30,0.057,735,mean,dynamic
1,1.49,0.8,0.2,22,0.002,47.78000325384564,std,dynamic
2,5.69,0.8,0.2,30,0.057,735,mean,dynamic
2,2.57,0.8,0.2,22,0.002,47.78000325384564,std,dynamic
3,6.25,0.8,0.2,30,0.057,735,mean,dynamic
3,3.71,0.8,0.2,22,0.002,47.78000325384564,std,dynamic
4,7.06,0.8,0.2,30,0.057,735,mean,dynamic
4,4.89,0.8,0.2,22,0.002,47.78000325384564,std,dynamic
5,7.5,0.8,0.2,30,0.057,735,mean,dynamic
5,5.34,0.8,0.2,22,0.002,47.78000325384564,std,dynamic
6,8.19,0.8,0.2,30,0.057,735,mean,dynamic
6,6.51,0.8,0.2,22,0.002,47.78000325384564,std,dynamic
0,5.0,0.9,0.2,22,0.04,946,mean,static
0,0.0,0.9,0.2,12,0.003,37.489946569047014,std,static
1,5.5,0.9,0.2,22,0.04,946,mean,static
1,1.15,0.9,0.2,12,0.003,37.489946569047014,std,static
2,5.53,0.9,0.2,22,0.04,946,mean,static
2,1.6,0.9,0.2,12,0.003,37.489946569047014,std,static
3,5.91,0.9,0.2,22,0.04,946,mean,static
3,1.83,0.9,0.2,12,0.003,37.489946569047014,std,static
4,6.81,0.9,0.2,22,0.04,946,mean,static
4,2.83,0.9,0.2,12,0.003,37.489946569047014,std,static
5,7.75,0.9,0.2,22,0.04,946,mean,static
5,3.56,0.9,0.2,12,0.003,37.489946569047014,std,static
6,8.19,0.9,0.2,22,0.04,946,mean,static
6,4.1,0.9,0.2,12,0.003,37.489946569047014,std,static
7,8.81,0.9,0.2,22,0.04,946,mean,static
7,5.09,0.9,0.2,12,0.003,37.489946569047014,std,static
8,9.34,0.9,0.2,22,0.04,946,mean,static
8,5.89,0.9,0.2,12,0.003,37.489946569047014,std,static
9,9.5,0.9,0.2,22,0.04,946,mean,static
9,6.37,0.9,0.2,12,0.003,37.489946569047014,std,static
10,9.06,0.9,0.2,22,0.04,946,mean,static
10,6.47,0.9,0.2,12,0.003,37.489946569047014,std,static
0,5.0,0.9,0.2,42,0.058,752,mean,dynamic
0,0.0,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
1,5.22,0.9,0.2,42,0.058,752,mean,dynamic
1,1.34,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
2,6.19,0.9,0.2,42,0.058,752,mean,dynamic
2,3.0,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
3,6.69,0.9,0.2,42,0.058,752,mean,dynamic
3,4.05,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
4,7.44,0.9,0.2,42,0.058,752,mean,dynamic
4,5.09,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
5,8.34,0.9,0.2,42,0.058,752,mean,dynamic
5,5.68,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
6,9.09,0.9,0.2,42,0.058,752,mean,dynamic
6,6.72,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
7,9.72,0.9,0.2,42,0.058,752,mean,dynamic
7,7.82,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
8,9.84,0.9,0.2,42,0.058,752,mean,dynamic
8,8.45,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
9,9.97,0.9,0.2,42,0.058,752,mean,dynamic
9,8.74,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
10,10.62,0.9,0.2,42,0.058,752,mean,dynamic
10,9.8,0.9,0.2,28,0.002,15.57940221694979,std,dynamic
0,5.0,0.1,0.3,13,0.039,965,mean,static
0,0.0,0.1,0.3,5,0.003,59.48331403374815,std,static
1,5.75,0.1,0.3,13,0.039,965,mean,static
1,0.94,0.1,0.3,5,0.003,59.48331403374815,std,static
2,6.06,0.1,0.3,13,0.039,965,mean,static
2,1.73,0.1,0.3,5,0.003,59.48331403374815,std,static
3,6.34,0.1,0.3,13,0.039,965,mean,static
3,2.44,0.1,0.3,5,0.003,59.48331403374815,std,static
4,6.69,0.1,0.3,13,0.039,965,mean,static
4,2.99,0.1,0.3,5,0.003,59.48331403374815,std,static
0,5.0,0.1,0.3,14,0.047,955,mean,dynamic
0,0.0,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
1,5.25,0.1,0.3,14,0.047,955,mean,dynamic
1,1.12,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
2,6.47,0.1,0.3,14,0.047,955,mean,dynamic
2,2.21,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
3,6.84,0.1,0.3,14,0.047,955,mean,dynamic
3,3.65,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
4,7.06,0.1,0.3,14,0.047,955,mean,dynamic
4,4.76,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
5,6.59,0.1,0.3,14,0.047,955,mean,dynamic
5,5.29,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
6,6.97,0.1,0.3,14,0.047,955,mean,dynamic
6,5.13,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
7,6.53,0.1,0.3,14,0.047,955,mean,dynamic
7,5.2,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
8,5.97,0.1,0.3,14,0.047,955,mean,dynamic
8,5.05,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
9,5.53,0.1,0.3,14,0.047,955,mean,dynamic
9,4.48,0.1,0.3,8,0.006,26.336446199848226,std,dynamic
0,5.0,0.2,0.3,12,0.041,972,mean,static
0,0.0,0.2,0.3,6,0.003,26.340024202722365,std,static
1,5.53,0.2,0.3,12,0.041,972,mean,static
1,1.09,0.2,0.3,6,0.003,26.340024202722365,std,static
2,6.12,0.2,0.3,12,0.041,972,mean,static
2,2.32,0.2,0.3,6,0.003,26.340024202722365,std,static
3,6.09,0.2,0.3,12,0.041,972,mean,static
3,2.73,0.2,0.3,6,0.003,26.340024202722365,std,static
4,6.59,0.2,0.3,12,0.041,972,mean,static
4,3.78,0.2,0.3,6,0.003,26.340024202722365,std,static
5,6.62,0.2,0.3,12,0.041,972,mean,static
5,4.17,0.2,0.3,6,0.003,26.340024202722365,std,static
6,6.16,0.2,0.3,12,0.041,972,mean,static
6,4.07,0.2,0.3,6,0.003,26.340024202722365,std,static
7,5.88,0.2,0.3,12,0.041,972,mean,static
7,4.41,0.2,0.3,6,0.003,26.340024202722365,std,static
8,5.66,0.2,0.3,12,0.041,972,mean,static
8,4.39,0.2,0.3,6,0.003,26.340024202722365,std,static
9,5.22,0.2,0.3,12,0.041,972,mean,static
9,4.23,0.2,0.3,6,0.003,26.340024202722365,std,static
0,5.0,0.2,0.3,19,0.055,922,mean,dynamic
0,0.0,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
1,5.62,0.2,0.3,19,0.055,922,mean,dynamic
1,1.32,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
2,6.75,0.2,0.3,19,0.055,922,mean,dynamic
2,2.38,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
3,8.03,0.2,0.3,19,0.055,922,mean,dynamic
3,3.75,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
4,8.81,0.2,0.3,19,0.055,922,mean,dynamic
4,5.08,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
5,9.41,0.2,0.3,19,0.055,922,mean,dynamic
5,6.16,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
6,9.97,0.2,0.3,19,0.055,922,mean,dynamic
6,6.97,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
7,9.47,0.2,0.3,19,0.055,922,mean,dynamic
7,7.44,0.2,0.3,12,0.007,39.917052668627726,std,dynamic
0,5.0,0.3,0.3,13,0.041,972,mean,static
0,0.0,0.3,0.3,6,0.003,18.115946014492316,std,static
1,5.81,0.3,0.3,13,0.041,972,mean,static
1,1.1,0.3,0.3,6,0.003,18.115946014492316,std,static
2,6.25,0.3,0.3,13,0.041,972,mean,static
2,1.58,0.3,0.3,6,0.003,18.115946014492316,std,static
3,6.84,0.3,0.3,13,0.041,972,mean,static
3,2.31,0.3,0.3,6,0.003,18.115946014492316,std,static
4,7.16,0.3,0.3,13,0.041,972,mean,static
4,3.04,0.3,0.3,6,0.003,18.115946014492316,std,static
5,7.5,0.3,0.3,13,0.041,972,mean,static
5,3.99,0.3,0.3,6,0.003,18.115946014492316,std,static
6,6.81,0.3,0.3,13,0.041,972,mean,static
6,4.13,0.3,0.3,6,0.003,18.115946014492316,std,static
7,6.44,0.3,0.3,13,0.041,972,mean,static
7,4.26,0.3,0.3,6,0.003,18.115946014492316,std,static
8,6.09,0.3,0.3,13,0.041,972,mean,static
8,4.35,0.3,0.3,6,0.003,18.115946014492316,std,static
9,5.44,0.3,0.3,13,0.041,972,mean,static
9,4.02,0.3,0.3,6,0.003,18.115946014492316,std,static
10,5.09,0.3,0.3,13,0.041,972,mean,static
10,3.96,0.3,0.3,6,0.003,18.115946014492316,std,static
11,4.34,0.3,0.3,13,0.041,972,mean,static
11,3.65,0.3,0.3,6,0.003,18.115946014492316,std,static
12,3.56,0.3,0.3,13,0.041,972,mean,static
12,3.0,0.3,0.3,6,0.003,18.115946014492316,std,static
0,5.0,0.3,0.3,18,0.062,898,mean,dynamic
0,0.0,0.3,0.3,11,0.006,34.195083139795116,std,dynamic
1,5.47,0.3,0.3,18,0.062,898,mean,dynamic
1,1.39,0.3,0.3,11,0.006,34.195083139795116,std,dynamic
2,6.06,0.3,0.3,18,0.062,898,mean,dynamic
2,2.24,0.3,0.3,11,0.006,34.195083139795116,std,dynamic
3,6.69,0.3,0.3,18,0.062,898,mean,dynamic
3,3.44,0.3,0.3,11,0.006,34.195083139795116,std,dynamic
4,7.28,0.3,0.3,18,0.062,898,mean,dynamic
4,4.12,0.3,0.3,11,0.006,34.195083139795116,std,dynamic
5,7.0,0.3,0.3,18,0.062,898,mean,dynamic
5,4.26,0.3,0.3,11,0.006,34.195083139795116,std,dynamic
6,7.0,0.3,0.3,18,0.062,898,mean,dynamic
6,5.21,0.3,0.3,11,0.006,34.195083139795116,std,dynamic
0,5.0,0.4,0.3,13,0.04,957,mean,static
0,0.0,0.4,0.3,5,0.002,56.57198642824468,std,static
1,5.72,0.4,0.3,13,0.04,957,mean,static
1,0.98,0.4,0.3,5,0.002,56.57198642824468,std,static
2,5.78,0.4,0.3,13,0.04,957,mean,static
2,1.39,0.4,0.3,5,0.002,56.57198642824468,std,static
3,5.88,0.4,0.3,13,0.04,957,mean,static
3,2.33,0.4,0.3,5,0.002,56.57198642824468,std,static
4,6.5,0.4,0.3,13,0.04,957,mean,static
4,2.73,0.4,0.3,5,0.002,56.57198642824468,std,static
5,6.53,0.4,0.3,13,0.04,957,mean,static
5,3.04,0.4,0.3,5,0.002,56.57198642824468,std,static
0,5.0,0.4,0.3,17,0.063,860,mean,dynamic
0,0.0,0.4,0.3,9,0.005,35.63355160519367,std,dynamic
1,5.25,0.4,0.3,17,0.063,860,mean,dynamic
1,1.0,0.4,0.3,9,0.005,35.63355160519367,std,dynamic
2,5.78,0.4,0.3,17,0.063,860,mean,dynamic
2,2.06,0.4,0.3,9,0.005,35.63355160519367,std,dynamic
3,6.53,0.4,0.3,17,0.063,860,mean,dynamic
3,2.65,0.4,0.3,9,0.005,35.63355160519367,std,dynamic
4,6.81,0.4,0.3,17,0.063,860,mean,dynamic
4,2.55,0.4,0.3,9,0.005,35.63355160519367,std,dynamic
5,6.75,0.4,0.3,17,0.063,860,mean,dynamic
5,3.06,0.4,0.3,9,0.005,35.63355160519367,std,dynamic
0,5.0,0.5,0.3,14,0.039,973,mean,static
0,0.0,0.5,0.3,6,0.002,20.675222943175243,std,static
1,5.88,0.5,0.3,14,0.039,973,mean,static
1,0.99,0.5,0.3,6,0.002,20.675222943175243,std,static
2,6.88,0.5,0.3,14,0.039,973,mean,static
2,2.69,0.5,0.3,6,0.002,20.675222943175243,std,static
3,7.69,0.5,0.3,14,0.039,973,mean,static
3,3.49,0.5,0.3,6,0.002,20.675222943175243,std,static
4,7.94,0.5,0.3,14,0.039,973,mean,static
4,3.82,0.5,0.3,6,0.002,20.675222943175243,std,static
5,7.56,0.5,0.3,14,0.039,973,mean,static
5,3.57,0.5,0.3,6,0.002,20.675222943175243,std,static
6,7.09,0.5,0.3,14,0.039,973,mean,static
6,3.56,0.5,0.3,6,0.002,20.675222943175243,std,static
7,6.56,0.5,0.3,14,0.039,973,mean,static
7,3.64,0.5,0.3,6,0.002,20.675222943175243,std,static
8,6.31,0.5,0.3,14,0.039,973,mean,static
8,3.48,0.5,0.3,6,0.002,20.675222943175243,std,static
9,6.06,0.5,0.3,14,0.039,973,mean,static
9,3.53,0.5,0.3,6,0.002,20.675222943175243,std,static
0,5.0,0.5,0.3,16,0.061,828,mean,dynamic
0,0.0,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
1,5.12,0.5,0.3,16,0.061,828,mean,dynamic
1,1.05,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
2,5.16,0.5,0.3,16,0.061,828,mean,dynamic
2,1.75,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
3,5.53,0.5,0.3,16,0.061,828,mean,dynamic
3,2.56,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
4,5.84,0.5,0.3,16,0.061,828,mean,dynamic
4,3.05,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
5,5.97,0.5,0.3,16,0.061,828,mean,dynamic
5,3.82,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
6,6.22,0.5,0.3,16,0.061,828,mean,dynamic
6,4.31,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
7,6.16,0.5,0.3,16,0.061,828,mean,dynamic
7,4.79,0.5,0.3,13,0.002,19.15795771344117,std,dynamic
8,5.91,0.5,0.3,16,0.061,828,mean,dynamic
