time,I,pol,r,ar,cc,V_tot,kind,net_type
17,200.25,0.1,0.1,635,0.107,364,mean,dynamic
17,8.04,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
18,179.75,0.1,0.1,635,0.107,364,mean,dynamic
18,6.3,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
19,160.75,0.1,0.1,635,0.107,364,mean,dynamic
19,6.5,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
20,145.0,0.1,0.1,635,0.107,364,mean,dynamic
20,8.22,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
21,133.25,0.1,0.1,635,0.107,364,mean,dynamic
21,10.92,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
22,118.5,0.1,0.1,635,0.107,364,mean,dynamic
22,6.98,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
23,106.75,0.1,0.1,635,0.107,364,mean,dynamic
23,7.82,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
24,97.5,0.1,0.1,635,0.107,364,mean,dynamic
24,8.02,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
25,88.0,0.1,0.1,635,0.107,364,mean,dynamic
25,7.04,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
26,78.5,0.1,0.1,635,0.107,364,mean,dynamic
26,7.53,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
27,71.25,0.1,0.1,635,0.107,364,mean,dynamic
27,8.98,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
28,65.0,0.1,0.1,635,0.107,364,mean,dynamic
28,7.45,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
29,57.75,0.1,0.1,635,0.107,364,mean,dynamic
29,8.73,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
30,53.5,0.1,0.1,635,0.107,364,mean,dynamic
30,7.02,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
31,47.25,0.1,0.1,635,0.107,364,mean,dynamic
31,4.38,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
32,42.0,0.1,0.1,635,0.107,364,mean,dynamic
32,3.67,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
33,36.75,0.1,0.1,635,0.107,364,mean,dynamic
33,3.11,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
34,32.25,0.1,0.1,635,0.107,364,mean,dynamic
34,4.38,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
35,30.25,0.1,0.1,635,0.107,364,mean,dynamic
35,4.71,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
36,26.0,0.1,0.1,635,0.107,364,mean,dynamic
36,5.61,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
37,22.75,0.1,0.1,635,0.107,364,mean,dynamic
37,4.55,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
38,19.75,0.1,0.1,635,0.107,364,mean,dynamic
38,4.09,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
39,17.0,0.1,0.1,635,0.107,364,mean,dynamic
39,4.12,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
40,16.0,0.1,0.1,635,0.107,364,mean,dynamic
40,3.54,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
41,14.5,0.1,0.1,635,0.107,364,mean,dynamic
41,3.2,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
42,12.0,0.1,0.1,635,0.107,364,mean,dynamic
42,3.39,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
43,11.25,0.1,0.1,635,0.107,364,mean,dynamic
43,2.95,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
44,11.0,0.1,0.1,635,0.107,364,mean,dynamic
44,2.74,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
45,10.0,0.1,0.1,635,0.107,364,mean,dynamic
45,3.08,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
46,9.25,0.1,0.1,635,0.107,364,mean,dynamic
46,3.56,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
47,8.25,0.1,0.1,635,0.107,364,mean,dynamic
47,3.03,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
48,7.25,0.1,0.1,635,0.107,364,mean,dynamic
48,2.77,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
49,6.75,0.1,0.1,635,0.107,364,mean,dynamic
49,2.86,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
50,5.75,0.1,0.1,635,0.107,364,mean,dynamic
50,1.92,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
51,5.25,0.1,0.1,635,0.107,364,mean,dynamic
51,1.48,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
52,3.75,0.1,0.1,635,0.107,364,mean,dynamic
52,1.09,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
53,3.0,0.1,0.1,635,0.107,364,mean,dynamic
53,1.22,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
54,3.0,0.1,0.1,635,0.107,364,mean,dynamic
54,1.22,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
55,3.0,0.1,0.1,635,0.107,364,mean,dynamic
55,1.22,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
56,2.75,0.1,0.1,635,0.107,364,mean,dynamic
56,1.3,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
57,2.25,0.1,0.1,635,0.107,364,mean,dynamic
57,1.79,0.1,0.1,50,0.024,50.114868053303304,std,dynamic
