time,I,pol,r,ar,cc,kind,net_type
10,278.09,0.8,0.3,495,0.042,mean,dynamic
10,43.07,0.8,0.3,76,0.001,std,dynamic
11,254.12,0.8,0.3,495,0.042,mean,dynamic
11,39.37,0.8,0.3,76,0.001,std,dynamic
12,232.75,0.8,0.3,495,0.042,mean,dynamic
12,34.38,0.8,0.3,76,0.001,std,dynamic
13,211.09,0.8,0.3,495,0.042,mean,dynamic
13,29.56,0.8,0.3,76,0.001,std,dynamic
14,189.5,0.8,0.3,495,0.042,mean,dynamic
14,24.92,0.8,0.3,76,0.001,std,dynamic
15,171.22,0.8,0.3,495,0.042,mean,dynamic
15,21.22,0.8,0.3,76,0.001,std,dynamic
16,154.56,0.8,0.3,495,0.042,mean,dynamic
16,19.28,0.8,0.3,76,0.001,std,dynamic
17,139.69,0.8,0.3,495,0.042,mean,dynamic
17,17.72,0.8,0.3,76,0.001,std,dynamic
18,125.03,0.8,0.3,495,0.042,mean,dynamic
18,16.41,0.8,0.3,76,0.001,std,dynamic
19,112.88,0.8,0.3,495,0.042,mean,dynamic
19,16.23,0.8,0.3,76,0.001,std,dynamic
20,102.47,0.8,0.3,495,0.042,mean,dynamic
20,15.49,0.8,0.3,76,0.001,std,dynamic
21,92.16,0.8,0.3,495,0.042,mean,dynamic
21,13.73,0.8,0.3,76,0.001,std,dynamic
22,84.03,0.8,0.3,495,0.042,mean,dynamic
22,12.82,0.8,0.3,76,0.001,std,dynamic
23,75.31,0.8,0.3,495,0.042,mean,dynamic
23,11.45,0.8,0.3,76,0.001,std,dynamic
24,67.31,0.8,0.3,495,0.042,mean,dynamic
24,10.82,0.8,0.3,76,0.001,std,dynamic
25,61.06,0.8,0.3,495,0.042,mean,dynamic
25,10.12,0.8,0.3,76,0.001,std,dynamic
26,54.88,0.8,0.3,495,0.042,mean,dynamic
26,9.69,0.8,0.3,76,0.001,std,dynamic
27,49.47,0.8,0.3,495,0.042,mean,dynamic
27,9.09,0.8,0.3,76,0.001,std,dynamic
28,44.81,0.8,0.3,495,0.042,mean,dynamic
28,8.29,0.8,0.3,76,0.001,std,dynamic
29,40.84,0.8,0.3,495,0.042,mean,dynamic
29,7.92,0.8,0.3,76,0.001,std,dynamic
30,36.72,0.8,0.3,495,0.042,mean,dynamic
30,7.43,0.8,0.3,76,0.001,std,dynamic
31,32.78,0.8,0.3,495,0.042,mean,dynamic
31,6.33,0.8,0.3,76,0.001,std,dynamic
32,29.31,0.8,0.3,495,0.042,mean,dynamic
32,5.7,0.8,0.3,76,0.001,std,dynamic
33,26.41,0.8,0.3,495,0.042,mean,dynamic
33,5.56,0.8,0.3,76,0.001,std,dynamic
34,23.94,0.8,0.3,495,0.042,mean,dynamic
34,5.1,0.8,0.3,76,0.001,std,dynamic
35,21.28,0.8,0.3,495,0.042,mean,dynamic
35,4.56,0.8,0.3,76,0.001,std,dynamic
36,19.12,0.8,0.3,495,0.042,mean,dynamic
36,4.11,0.8,0.3,76,0.001,std,dynamic
37,16.91,0.8,0.3,495,0.042,mean,dynamic
37,4.08,0.8,0.3,76,0.001,std,dynamic
38,15.25,0.8,0.3,495,0.042,mean,dynamic
38,4.23,0.8,0.3,76,0.001,std,dynamic
39,13.84,0.8,0.3,495,0.042,mean,dynamic
39,4.11,0.8,0.3,76,0.001,std,dynamic
40,12.44,0.8,0.3,495,0.042,mean,dynamic
40,3.6,0.8,0.3,76,0.001,std,dynamic
41,11.19,0.8,0.3,495,0.042,mean,dynamic
41,3.41,0.8,0.3,76,0.001,std,dynamic
42,9.66,0.8,0.3,495,0.042,mean,dynamic
42,3.09,0.8,0.3,76,0.001,std,dynamic
43,8.88,0.8,0.3,495,0.042,mean,dynamic
43,2.9,0.8,0.3,76,0.001,std,dynamic
44,7.75,0.8,0.3,495,0.042,mean,dynamic
44,2.51,0.8,0.3,76,0.001,std,dynamic
45,7.0,0.8,0.3,495,0.042,mean,dynamic
45,2.25,0.8,0.3,76,0.001,std,dynamic
46,6.12,0.8,0.3,495,0.042,mean,dynamic
46,2.15,0.8,0.3,76,0.001,std,dynamic
47,5.53,0.8,0.3,495,0.042,mean,dynamic
47,1.95,0.8,0.3,76,0.001,std,dynamic
48,5.03,0.8,0.3,495,0.042,mean,dynamic
48,1.76,0.8,0.3,76,0.001,std,dynamic
49,4.34,0.8,0.3,495,0.042,mean,dynamic
49,1.93,0.8,0.3,76,0.001,std,dynamic
50,3.78,0.8,0.3,495,0.042,mean,dynamic
50,1.82,0.8,0.3,76,0.001,std,dynamic
51,3.31,0.8,0.3,495,0.042,mean,dynamic
51,1.7,0.8,0.3,76,0.001,std,dynamic
52,2.97,0.8,0.3,495,0.042,mean,dynamic
52,1.72,0.8,0.3,76,0.001,std,dynamic
0,5.0,0.9,0.3,374,0.03,mean,static
0,0.0,0.9,0.3,87,0.002,std,static
1,11.88,0.9,0.3,374,0.03,mean,static
1,2.47,0.9,0.3,87,0.002,std,static
2,36.06,0.9,0.3,374,0.03,mean,static
2,13.18,0.9,0.3,87,0.002,std,static
3,88.19,0.9,0.3,374,0.03,mean,static
3,36.45,0.9,0.3,87,0.002,std,static
4,168.28,0.9,0.3,374,0.03,mean,static
4,61.44,0.9,0.3,87,0.002,std,static
5,231.44,0.9,0.3,374,0.03,mean,static
5,73.9,0.9,0.3,87,0.002,std,static
6,265.47,0.9,0.3,374,0.03,mean,static
6,74.06,0.9,0.3,87,0.002,std,static
7,266.78,0.9,0.3,374,0.03,mean,static
7,65.34,0.9,0.3,87,0.002,std,static
8,251.66,0.9,0.3,374,0.03,mean,static
8,54.73,0.9,0.3,87,0.002,std,static
9,229.62,0.9,0.3,374,0.03,mean,static
9,46.86,0.9,0.3,87,0.002,std,static
10,206.19,0.9,0.3,374,0.03,mean,static
10,41.78,0.9,0.3,87,0.002,std,static
11,184.53,0.9,0.3,374,0.03,mean,static
11,37.48,0.9,0.3,87,0.002,std,static
12,164.19,0.9,0.3,374,0.03,mean,static
12,34.16,0.9,0.3,87,0.002,std,static
13,147.59,0.9,0.3,374,0.03,mean,static
13,32.55,0.9,0.3,87,0.002,std,static
14,131.62,0.9,0.3,374,0.03,mean,static
14,29.9,0.9,0.3,87,0.002,std,static
15,117.44,0.9,0.3,374,0.03,mean,static
15,26.78,0.9,0.3,87,0.002,std,static
16,105.16,0.9,0.3,374,0.03,mean,static
16,23.94,0.9,0.3,87,0.002,std,static
17,93.31,0.9,0.3,374,0.03,mean,static
17,21.54,0.9,0.3,87,0.002,std,static
18,83.09,0.9,0.3,374,0.03,mean,static
18,19.38,0.9,0.3,87,0.002,std,static
19,74.22,0.9,0.3,374,0.03,mean,static
19,17.27,0.9,0.3,87,0.002,std,static
20,65.81,0.9,0.3,374,0.03,mean,static
20,15.5,0.9,0.3,87,0.002,std,static
21,59.12,0.9,0.3,374,0.03,mean,static
21,13.39,0.9,0.3,87,0.002,std,static
22,52.94,0.9,0.3,374,0.03,mean,static
22,12.38,0.9,0.3,87,0.002,std,static
23,47.56,0.9,0.3,374,0.03,mean,static
23,10.98,0.9,0.3,87,0.002,std,static
24,42.94,0.9,0.3,374,0.03,mean,static
24,10.22,0.9,0.3,87,0.002,std,static
25,38.84,0.9,0.3,374,0.03,mean,static
25,10.67,0.9,0.3,87,0.002,std,static
26,34.28,0.9,0.3,374,0.03,mean,static
26,9.57,0.9,0.3,87,0.002,std,static
27,30.53,0.9,0.3,374,0.03,mean,static
27,9.05,0.9,0.3,87,0.002,std,static
28,27.56,0.9,0.3,374,0.03,mean,static
28,8.1,0.9,0.3,87,0.002,std,static
29,24.97,0.9,0.3,374,0.03,mean,static
29,7.09,0.9,0.3,87,0.002,std,static
30,22.34,0.9,0.3,374,0.03,mean,static
30,6.74,0.9,0.3,87,0.002,std,static
31,20.25,0.9,0.3,374,0.03,mean,static
31,6.24,0.9,0.3,87,0.002,std,static
32,18.12,0.9,0.3,374,0.03,mean,static
32,6.39,0.9,0.3,87,0.002,std,static
33,16.44,0.9,0.3,374,0.03,mean,static
33,6.09,0.9,0.3,87,0.002,std,static
34,14.06,0.9,0.3,374,0.03,mean,static
34,5.38,0.9,0.3,87,0.002,std,static
35,12.75,0.9,0.3,374,0.03,mean,static
35,4.95,0.9,0.3,87,0.002,std,static
36,11.56,0.9,0.3,374,0.03,mean,static
36,4.85,0.9,0.3,87,0.002,std,static
37,10.56,0.9,0.3,374,0.03,mean,static
37,4.39,0.9,0.3,87,0.002,std,static
38,9.69,0.9,0.3,374,0.03,mean,static
38,4.07,0.9,0.3,87,0.002,std,static
39,8.62,0.9,0.3,374,0.03,mean,static
39,3.57,0.9,0.3,87,0.002,std,static
40,7.91,0.9,0.3,374,0.03,mean,static
40,3.09,0.9,0.3,87,0.002,std,static
41,7.41,0.9,0.3,374,0.03,mean,static
41,3.01,0.9,0.3,87,0.002,std,static
42,6.72,0.9,0.3,374,0.03,mean,static
42,2.89,0.9,0.3,87,0.002,std,static
43,5.97,0.9,0.3,374,0.03,mean,static
43,2.44,0.9,0.3,87,0.002,std,static
44,5.41,0.9,0.3,374,0.03,mean,static
44,2.22,0.9,0.3,87,0.002,std,static
45,4.94,0.9,0.3,374,0.03,mean,static
45,2.22,0.9,0.3,87,0.002,std,static
46,4.53,0.9,0.3,374,0.03,mean,static
46,2.32,0.9,0.3,87,0.002,std,static
0,5.0,0.9,0.3,496,0.044,mean,dynamic
0,0.0,0.9,0.3,96,0.001,std,dynamic
1,12.25,0.9,0.3,496,0.044,mean,dynamic
1,2.62,0.9,0.3,96,0.001,std,dynamic
2,41.94,0.9,0.3,496,0.044,mean,dynamic
2,18.44,0.9,0.3,96,0.001,std,dynamic
3,109.34,0.9,0.3,496,0.044,mean,dynamic
3,52.66,0.9,0.3,96,0.001,std,dynamic
4,208.66,0.9,0.3,496,0.044,mean,dynamic
4,90.79,0.9,0.3,96,0.001,std,dynamic
5,285.06,0.9,0.3,496,0.044,mean,dynamic
5,95.99,0.9,0.3,96,0.001,std,dynamic
6,320.88,0.9,0.3,496,0.044,mean,dynamic
6,90.9,0.9,0.3,96,0.001,std,dynamic
7,325.03,0.9,0.3,496,0.044,mean,dynamic
7,76.63,0.9,0.3,96,0.001,std,dynamic
8,313.06,0.9,0.3,496,0.044,mean,dynamic
8,65.82,0.9,0.3,96,0.001,std,dynamic
9,294.66,0.9,0.3,496,0.044,mean,dynamic
9,55.38,0.9,0.3,96,0.001,std,dynamic
10,274.44,0.9,0.3,496,0.044,mean,dynamic
10,48.8,0.9,0.3,96,0.001,std,dynamic
11,251.75,0.9,0.3,496,0.044,mean,dynamic
11,43.69,0.9,0.3,96,0.001,std,dynamic
12,229.22,0.9,0.3,496,0.044,mean,dynamic
12,38.54,0.9,0.3,96,0.001,std,dynamic
13,208.91,0.9,0.3,496,0.044,mean,dynamic
13,33.59,0.9,0.3,96,0.001,std,dynamic
14,192.03,0.9,0.3,496,0.044,mean,dynamic
14,29.9,0.9,0.3,96,0.001,std,dynamic
15,174.19,0.9,0.3,496,0.044,mean,dynamic
15,25.63,0.9,0.3,96,0.001,std,dynamic
16,157.75,0.9,0.3,496,0.044,mean,dynamic
16,22.03,0.9,0.3,96,0.001,std,dynamic
17,142.25,0.9,0.3,496,0.044,mean,dynamic
17,17.54,0.9,0.3,96,0.001,std,dynamic
18,128.97,0.9,0.3,496,0.044,mean,dynamic
18,14.9,0.9,0.3,96,0.001,std,dynamic
19,116.56,0.9,0.3,496,0.044,mean,dynamic
19,13.7,0.9,0.3,96,0.001,std,dynamic
20,105.0,0.9,0.3,496,0.044,mean,dynamic
20,13.37,0.9,0.3,96,0.001,std,dynamic
21,94.88,0.9,0.3,496,0.044,mean,dynamic
21,12.05,0.9,0.3,96,0.001,std,dynamic
22,85.75,0.9,0.3,496,0.044,mean,dynamic
22,10.67,0.9,0.3,96,0.001,std,dynamic
23,77.25,0.9,0.3,496,0.044,mean,dynamic
23,10.23,0.9,0.3,96,0.001,std,dynamic
24,69.72,0.9,0.3,496,0.044,mean,dynamic
24,10.46,0.9,0.3,96,0.001,std,dynamic
25,62.84,0.9,0.3,496,0.044,mean,dynamic
25,9.55,0.9,0.3,96,0.001,std,dynamic
26,56.41,0.9,0.3,496,0.044,mean,dynamic
26,9.54,0.9,0.3,96,0.001,std,dynamic
27,50.84,0.9,0.3,496,0.044,mean,dynamic
27,9.09,0.9,0.3,96,0.001,std,dynamic
28,46.22,0.9,0.3,496,0.044,mean,dynamic
28,8.4,0.9,0.3,96,0.001,std,dynamic
29,41.31,0.9,0.3,496,0.044,mean,dynamic
29,8.62,0.9,0.3,96,0.001,std,dynamic
30,37.56,0.9,0.3,496,0.044,mean,dynamic
30,7.92,0.9,0.3,96,0.001,std,dynamic
31,34.0,0.9,0.3,496,0.044,mean,dynamic
31,7.81,0.9,0.3,96,0.001,std,dynamic
32,30.72,0.9,0.3,496,0.044,mean,dynamic
32,7.14,0.9,0.3,96,0.001,std,dynamic
33,28.16,0.9,0.3,496,0.044,mean,dynamic
33,6.69,0.9,0.3,96,0.001,std,dynamic
34,25.22,0.9,0.3,496,0.044,mean,dynamic
34,6.03,0.9,0.3,96,0.001,std,dynamic
35,22.66,0.9,0.3,496,0.044,mean,dynamic
35,5.65,0.9,0.3,96,0.001,std,dynamic
36,20.62,0.9,0.3,496,0.044,mean,dynamic
36,5.24,0.9,0.3,96,0.001,std,dynamic
37,18.38,0.9,0.3,496,0.044,mean,dynamic
37,4.41,0.9,0.3,96,0.001,std,dynamic
38,16.03,0.9,0.3,496,0.044,mean,dynamic
38,4.09,0.9,0.3,96,0.001,std,dynamic
39,14.91,0.9,0.3,496,0.044,mean,dynamic
39,3.63,0.9,0.3,96,0.001,std,dynamic
40,13.28,0.9,0.3,496,0.044,mean,dynamic
40,3.5,0.9,0.3,96,0.001,std,dynamic
41,12.16,0.9,0.3,496,0.044,mean,dynamic
41,2.95,0.9,0.3,96,0.001,std,dynamic
42,11.0,0.9,0.3,496,0.044,mean,dynamic
42,3.1,0.9,0.3,96,0.001,std,dynamic
43,10.0,0.9,0.3,496,0.044,mean,dynamic
43,3.03,0.9,0.3,96,0.001,std,dynamic
44,9.03,0.9,0.3,496,0.044,mean,dynamic
44,3.02,0.9,0.3,96,0.001,std,dynamic
45,8.16,0.9,0.3,496,0.044,mean,dynamic
45,2.91,0.9,0.3,96,0.001,std,dynamic
46,7.53,0.9,0.3,496,0.044,mean,dynamic
46,2.67,0.9,0.3,96,0.001,std,dynamic
47,6.56,0.9,0.3,496,0.044,mean,dynamic
47,2.73,0.9,0.3,96,0.001,std,dynamic
0,5.0,0.1,0.4,175,0.03,mean,static
0,0.0,0.1,0.4,64,0.002,std,static
1,11.72,0.1,0.4,175,0.03,mean,static
1,3.27,0.1,0.4,64,0.002,std,static
2,32.94,0.1,0.4,175,0.03,mean,static
2,14.17,0.1,0.4,64,0.002,std,static
3,65.81,0.1,0.4,175,0.03,mean,static
3,28.79,0.1,0.4,64,0.002,std,static
4,102.53,0.1,0.4,175,0.03,mean,static
4,43.6,0.1,0.4,64,0.002,std,static
5,123.06,0.1,0.4,175,0.03,mean,static
5,48.23,0.1,0.4,64,0.002,std,static
6,125.47,0.1,0.4,175,0.03,mean,static
6,48.12,0.1,0.4,64,0.002,std,static
7,122.12,0.1,0.4,175,0.03,mean,static
7,46.72,0.1,0.4,64,0.002,std,static
8,112.66,0.1,0.4,175,0.03,mean,static
8,43.91,0.1,0.4,64,0.002,std,static
9,103.03,0.1,0.4,175,0.03,mean,static
9,38.98,0.1,0.4,64,0.002,std,static
10,93.53,0.1,0.4,175,0.03,mean,static
10,35.58,0.1,0.4,64,0.002,std,static
11,85.5,0.1,0.4,175,0.03,mean,static
11,32.32,0.1,0.4,64,0.002,std,static
12,76.56,0.1,0.4,175,0.03,mean,static
12,27.99,0.1,0.4,64,0.002,std,static
13,68.56,0.1,0.4,175,0.03,mean,static
13,25.13,0.1,0.4,64,0.002,std,static
14,61.19,0.1,0.4,175,0.03,mean,static
14,21.87,0.1,0.4,64,0.002,std,static
15,54.78,0.1,0.4,175,0.03,mean,static
15,19.28,0.1,0.4,64,0.002,std,static
16,48.97,0.1,0.4,175,0.03,mean,static
16,17.16,0.1,0.4,64,0.002,std,static
17,43.78,0.1,0.4,175,0.03,mean,static
17,14.87,0.1,0.4,64,0.002,std,static
18,39.25,0.1,0.4,175,0.03,mean,static
18,13.33,0.1,0.4,64,0.002,std,static
19,35.41,0.1,0.4,175,0.03,mean,static
19,12.25,0.1,0.4,64,0.002,std,static
20,31.72,0.1,0.4,175,0.03,mean,static
20,10.51,0.1,0.4,64,0.002,std,static
21,28.59,0.1,0.4,175,0.03,mean,static
21,9.63,0.1,0.4,64,0.002,std,static
22,26.25,0.1,0.4,175,0.03,mean,static
22,8.72,0.1,0.4,64,0.002,std,static
23,23.44,0.1,0.4,175,0.03,mean,static
23,7.42,0.1,0.4,64,0.002,std,static
24,20.44,0.1,0.4,175,0.03,mean,static
24,5.98,0.1,0.4,64,0.002,std,static
25,18.28,0.1,0.4,175,0.03,mean,static
25,5.29,0.1,0.4,64,0.002,std,static
26,15.97,0.1,0.4,175,0.03,mean,static
26,4.97,0.1,0.4,64,0.002,std,static
27,14.16,0.1,0.4,175,0.03,mean,static
27,4.29,0.1,0.4,64,0.002,std,static
28,12.88,0.1,0.4,175,0.03,mean,static
28,3.85,0.1,0.4,64,0.002,std,static
29,11.88,0.1,0.4,175,0.03,mean,static
29,3.67,0.1,0.4,64,0.002,std,static
30,10.88,0.1,0.4,175,0.03,mean,static
30,3.53,0.1,0.4,64,0.002,std,static
31,9.28,0.1,0.4,175,0.03,mean,static
31,3.03,0.1,0.4,64,0.002,std,static
32,8.41,0.1,0.4,175,0.03,mean,static
32,2.73,0.1,0.4,64,0.002,std,static
33,7.28,0.1,0.4,175,0.03,mean,static
33,2.8,0.1,0.4,64,0.002,std,static
34,6.47,0.1,0.4,175,0.03,mean,static
34,2.5,0.1,0.4,64,0.002,std,static
35,5.97,0.1,0.4,175,0.03,mean,static
35,2.31,0.1,0.4,64,0.002,std,static
36,5.38,0.1,0.4,175,0.03,mean,static
36,2.15,0.1,0.4,64,0.002,std,static
37,4.66,0.1,0.4,175,0.03,mean,static
37,2.12,0.1,0.4,64,0.002,std,static
0,5.0,0.1,0.4,205,0.028,mean,dynamic
0,0.0,0.1,0.4,65,0.001,std,dynamic
1,11.44,0.1,0.4,205,0.028,mean,dynamic
1,2.61,0.1,0.4,65,0.001,std,dynamic
2,29.91,0.1,0.4,205,0.028,mean,dynamic
2,9.94,0.1,0.4,65,0.001,std,dynamic
3,67.75,0.1,0.4,205,0.028,mean,dynamic
3,28.25,0.1,0.4,65,0.001,std,dynamic
4,114.22,0.1,0.4,205,0.028,mean,dynamic
4,45.36,0.1,0.4,65,0.001,std,dynamic
5,140.47,0.1,0.4,205,0.028,mean,dynamic
5,51.52,0.1,0.4,65,0.001,std,dynamic
6,148.16,0.1,0.4,205,0.028,mean,dynamic
6,51.39,0.1,0.4,65,0.001,std,dynamic
7,142.72,0.1,0.4,205,0.028,mean,dynamic
7,46.82,0.1,0.4,65,0.001,std,dynamic
8,132.59,0.1,0.4,205,0.028,mean,dynamic
8,42.15,0.1,0.4,65,0.001,std,dynamic
9,121.34,0.1,0.4,205,0.028,mean,dynamic
9,38.93,0.1,0.4,65,0.001,std,dynamic
10,108.06,0.1,0.4,205,0.028,mean,dynamic
10,34.49,0.1,0.4,65,0.001,std,dynamic
11,97.81,0.1,0.4,205,0.028,mean,dynamic
11,32.06,0.1,0.4,65,0.001,std,dynamic
12,87.25,0.1,0.4,205,0.028,mean,dynamic
12,29.16,0.1,0.4,65,0.001,std,dynamic
13,77.84,0.1,0.4,205,0.028,mean,dynamic
13,25.97,0.1,0.4,65,0.001,std,dynamic
14,70.09,0.1,0.4,205,0.028,mean,dynamic
14,24.32,0.1,0.4,65,0.001,std,dynamic
15,63.62,0.1,0.4,205,0.028,mean,dynamic
15,22.42,0.1,0.4,65,0.001,std,dynamic
16,57.5,0.1,0.4,205,0.028,mean,dynamic
16,21.44,0.1,0.4,65,0.001,std,dynamic
17,51.62,0.1,0.4,205,0.028,mean,dynamic
17,20.23,0.1,0.4,65,0.001,std,dynamic
18,46.38,0.1,0.4,205,0.028,mean,dynamic
18,18.6,0.1,0.4,65,0.001,std,dynamic
19,41.81,0.1,0.4,205,0.028,mean,dynamic
19,16.9,0.1,0.4,65,0.001,std,dynamic
20,37.81,0.1,0.4,205,0.028,mean,dynamic
20,15.62,0.1,0.4,65,0.001,std,dynamic
21,34.12,0.1,0.4,205,0.028,mean,dynamic
21,13.99,0.1,0.4,65,0.001,std,dynamic
22,30.69,0.1,0.4,205,0.028,mean,dynamic
22,12.35,0.1,0.4,65,0.001,std,dynamic
23,27.41,0.1,0.4,205,0.028,mean,dynamic
23,11.65,0.1,0.4,65,0.001,std,dynamic
24,24.06,0.1,0.4,205,0.028,mean,dynamic
24,10.33,0.1,0.4,65,0.001,std,dynamic
25,21.56,0.1,0.4,205,0.028,mean,dynamic
25,8.75,0.1,0.4,65,0.001,std,dynamic
26,19.22,0.1,0.4,205,0.028,mean,dynamic
26,7.69,0.1,0.4,65,0.001,std,dynamic
27,17.28,0.1,0.4,205,0.028,mean,dynamic
27,7.0,0.1,0.4,65,0.001,std,dynamic
28,15.62,0.1,0.4,205,0.028,mean,dynamic
28,6.33,0.1,0.4,65,0.001,std,dynamic
29,14.12,0.1,0.4,205,0.028,mean,dynamic
29,6.12,0.1,0.4,65,0.001,std,dynamic
30,12.81,0.1,0.4,205,0.028,mean,dynamic
30,5.49,0.1,0.4,65,0.001,std,dynamic
31,11.72,0.1,0.4,205,0.028,mean,dynamic
31,4.81,0.1,0.4,65,0.001,std,dynamic
32,10.53,0.1,0.4,205,0.028,mean,dynamic
32,4.48,0.1,0.4,65,0.001,std,dynamic
33,9.84,0.1,0.4,205,0.028,mean,dynamic
33,4.17,0.1,0.4,65,0.001,std,dynamic
34,8.59,0.1,0.4,205,0.028,mean,dynamic
34,3.71,0.1,0.4,65,0.001,std,dynamic
35,7.78,0.1,0.4,205,0.028,mean,dynamic
35,3.27,0.1,0.4,65,0.001,std,dynamic
36,7.06,0.1,0.4,205,0.028,mean,dynamic
36,3.14,0.1,0.4,65,0.001,std,dynamic
37,6.16,0.1,0.4,205,0.028,mean,dynamic
37,2.96,0.1,0.4,65,0.001,std,dynamic
38,5.53,0.1,0.4,205,0.028,mean,dynamic
38,2.74,0.1,0.4,65,0.001,std,dynamic
0,5.0,0.2,0.4,189,0.03,mean,static
0,0.0,0.2,0.4,49,0.001,std,static
1,12.34,0.2,0.4,189,0.03,mean,static
1,2.99,0.2,0.4,49,0.001,std,static
2,35.75,0.2,0.4,189,0.03,mean,static
2,11.64,0.2,0.4,49,0.001,std,static
3,71.75,0.2,0.4,189,0.03,mean,static
3,23.04,0.2,0.4,49,0.001,std,static
4,111.5,0.2,0.4,189,0.03,mean,static
4,35.69,0.2,0.4,49,0.001,std,static
5,133.72,0.2,0.4,189,0.03,mean,static
5,38.38,0.2,0.4,49,0.001,std,static
6,137.06,0.2,0.4,189,0.03,mean,static
6,38.46,0.2,0.4,49,0.001,std,static
7,132.34,0.2,0.4,189,0.03,mean,static
7,35.81,0.2,0.4,49,0.001,std,static
8,124.12,0.2,0.4,189,0.03,mean,static
8,33.41,0.2,0.4,49,0.001,std,static
9,113.25,0.2,0.4,189,0.03,mean,static
9,30.55,0.2,0.4,49,0.001,std,static
10,103.5,0.2,0.4,189,0.03,mean,static
10,26.81,0.2,0.4,49,0.001,std,static
11,94.59,0.2,0.4,189,0.03,mean,static
11,24.15,0.2,0.4,49,0.001,std,static
12,85.25,0.2,0.4,189,0.03,mean,static
12,21.23,0.2,0.4,49,0.001,std,static
13,77.03,0.2,0.4,189,0.03,mean,static
13,19.68,0.2,0.4,49,0.001,std,static
14,69.12,0.2,0.4,189,0.03,mean,static
14,17.07,0.2,0.4,49,0.001,std,static
15,61.53,0.2,0.4,189,0.03,mean,static
15,14.99,0.2,0.4,49,0.001,std,static
16,54.84,0.2,0.4,189,0.03,mean,static
16,13.25,0.2,0.4,49,0.001,std,static
17,49.5,0.2,0.4,189,0.03,mean,static
17,12.24,0.2,0.4,49,0.001,std,static
18,44.16,0.2,0.4,189,0.03,mean,static
18,11.48,0.2,0.4,49,0.001,std,static
19,39.72,0.2,0.4,189,0.03,mean,static
19,10.15,0.2,0.4,49,0.001,std,static
20,34.91,0.2,0.4,189,0.03,mean,static
20,8.92,0.2,0.4,49,0.001,std,static
21,31.0,0.2,0.4,189,0.03,mean,static
21,7.75,0.2,0.4,49,0.001,std,static
22,27.59,0.2,0.4,189,0.03,mean,static
22,6.75,0.2,0.4,49,0.001,std,static
23,24.62,0.2,0.4,189,0.03,mean,static
23,6.28,0.2,0.4,49,0.001,std,static
24,21.56,0.2,0.4,189,0.03,mean,static
24,6.12,0.2,0.4,49,0.001,std,static
25,19.22,0.2,0.4,189,0.03,mean,static
25,6.15,0.2,0.4,49,0.001,std,static
26,17.31,0.2,0.4,189,0.03,mean,static
26,5.85,0.2,0.4,49,0.001,std,static
27,15.47,0.2,0.4,189,0.03,mean,static
27,5.28,0.2,0.4,49,0.001,std,static
28,13.72,0.2,0.4,189,0.03,mean,static
28,4.65,0.2,0.4,49,0.001,std,static
29,11.94,0.2,0.4,189,0.03,mean,static
29,4.23,0.2,0.4,49,0.001,std,static
30,10.53,0.2,0.4,189,0.03,mean,static
30,3.72,0.2,0.4,49,0.001,std,static
31,9.94,0.2,0.4,189,0.03,mean,static
31,3.78,0.2,0.4,49,0.001,std,static
32,8.94,0.2,0.4,189,0.03,mean,static
32,3.42,0.2,0.4,49,0.001,std,static
33,8.12,0.2,0.4,189,0.03,mean,static
33,3.04,0.2,0.4,49,0.001,std,static
34,7.34,0.2,0.4,189,0.03,mean,static
34,2.92,0.2,0.4,49,0.001,std,static
35,6.25,0.2,0.4,189,0.03,mean,static
35,2.46,0.2,0.4,49,0.001,std,static
36,5.72,0.2,0.4,189,0.03,mean,static
36,2.44,0.2,0.4,49,0.001,std,static
37,5.12,0.2,0.4,189,0.03,mean,static
37,2.36,0.2,0.4,49,0.001,std,static
38,4.56,0.2,0.4,189,0.03,mean,static
38,2.24,0.2,0.4,49,0.001,std,static
39,4.12,0.2,0.4,189,0.03,mean,static
39,2.04,0.2,0.4,49,0.001,std,static
40,3.72,0.2,0.4,189,0.03,mean,static
40,2.03,0.2,0.4,49,0.001,std,static
41,3.22,0.2,0.4,189,0.03,mean,static
41,2.12,0.2,0.4,49,0.001,std,static
0,5.0,0.2,0.4,222,0.029,mean,dynamic
0,0.0,0.2,0.4,61,0.001,std,dynamic
1,11.69,0.2,0.4,222,0.029,mean,dynamic
1,2.49,0.2,0.4,61,0.001,std,dynamic
2,31.38,0.2,0.4,222,0.029,mean,dynamic
2,10.22,0.2,0.4,61,0.001,std,dynamic
3,71.19,0.2,0.4,222,0.029,mean,dynamic
3,27.31,0.2,0.4,61,0.001,std,dynamic
4,114.66,0.2,0.4,222,0.029,mean,dynamic
4,45.06,0.2,0.4,61,0.001,std,dynamic
5,146.06,0.2,0.4,222,0.029,mean,dynamic
5,50.04,0.2,0.4,61,0.001,std,dynamic
6,156.5,0.2,0.4,222,0.029,mean,dynamic
6,46.65,0.2,0.4,61,0.001,std,dynamic
7,153.59,0.2,0.4,222,0.029,mean,dynamic
7,42.44,0.2,0.4,61,0.001,std,dynamic
8,144.12,0.2,0.4,222,0.029,mean,dynamic
8,38.39,0.2,0.4,61,0.001,std,dynamic
9,132.69,0.2,0.4,222,0.029,mean,dynamic
9,35.09,0.2,0.4,61,0.001,std,dynamic
10,119.75,0.2,0.4,222,0.029,mean,dynamic
10,30.87,0.2,0.4,61,0.001,std,dynamic
