time,I,pol,r,ar,cc,kind,net_type
0,5.0,0.1,0.1,1305,0.03,mean,static
0,0.0,0.1,0.1,63,0.002,std,static
1,11.59,0.1,0.1,1305,0.03,mean,static
1,2.04,0.1,0.1,63,0.002,std,static
2,41.78,0.1,0.1,1305,0.03,mean,static
2,15.99,0.1,0.1,63,0.002,std,static
3,135.12,0.1,0.1,1305,0.03,mean,static
3,60.01,0.1,0.1,63,0.002,std,static
4,383.19,0.1,0.1,1305,0.03,mean,static
4,140.99,0.1,0.1,63,0.002,std,static
5,713.56,0.1,0.1,1305,0.03,mean,static
5,160.06,0.1,0.1,63,0.002,std,static
6,920.22,0.1,0.1,1305,0.03,mean,static
6,115.24,0.1,0.1,63,0.002,std,static
7,967.78,0.1,0.1,1305,0.03,mean,static
7,66.64,0.1,0.1,63,0.002,std,static
8,931.28,0.1,0.1,1305,0.03,mean,static
8,44.78,0.1,0.1,63,0.002,std,static
9,862.47,0.1,0.1,1305,0.03,mean,static
9,29.59,0.1,0.1,63,0.002,std,static
10,785.81,0.1,0.1,1305,0.03,mean,static
10,23.45,0.1,0.1,63,0.002,std,static
11,713.72,0.1,0.1,1305,0.03,mean,static
11,23.64,0.1,0.1,63,0.002,std,static
12,648.97,0.1,0.1,1305,0.03,mean,static
12,22.13,0.1,0.1,63,0.002,std,static
13,586.94,0.1,0.1,1305,0.03,mean,static
13,21.46,0.1,0.1,63,0.002,std,static
14,528.88,0.1,0.1,1305,0.03,mean,static
14,20.63,0.1,0.1,63,0.002,std,static
15,478.72,0.1,0.1,1305,0.03,mean,static
15,19.55,0.1,0.1,63,0.002,std,static
16,431.59,0.1,0.1,1305,0.03,mean,static
16,18.71,0.1,0.1,63,0.002,std,static
17,387.78,0.1,0.1,1305,0.03,mean,static
17,18.59,0.1,0.1,63,0.002,std,static
18,349.16,0.1,0.1,1305,0.03,mean,static
18,17.62,0.1,0.1,63,0.002,std,static
19,315.03,0.1,0.1,1305,0.03,mean,static
19,15.81,0.1,0.1,63,0.002,std,static
20,284.56,0.1,0.1,1305,0.03,mean,static
20,15.93,0.1,0.1,63,0.002,std,static
21,255.84,0.1,0.1,1305,0.03,mean,static
21,14.77,0.1,0.1,63,0.002,std,static
22,230.72,0.1,0.1,1305,0.03,mean,static
22,11.95,0.1,0.1,63,0.002,std,static
23,207.81,0.1,0.1,1305,0.03,mean,static
23,11.37,0.1,0.1,63,0.002,std,static
24,187.38,0.1,0.1,1305,0.03,mean,static
24,11.45,0.1,0.1,63,0.002,std,static
25,170.12,0.1,0.1,1305,0.03,mean,static
25,10.39,0.1,0.1,63,0.002,std,static
26,151.72,0.1,0.1,1305,0.03,mean,static
26,9.29,0.1,0.1,63,0.002,std,static
27,136.72,0.1,0.1,1305,0.03,mean,static
27,9.64,0.1,0.1,63,0.002,std,static
28,123.91,0.1,0.1,1305,0.03,mean,static
28,9.03,0.1,0.1,63,0.002,std,static
29,112.53,0.1,0.1,1305,0.03,mean,static
29,9.22,0.1,0.1,63,0.002,std,static
30,100.53,0.1,0.1,1305,0.03,mean,static
30,8.57,0.1,0.1,63,0.002,std,static
31,90.66,0.1,0.1,1305,0.03,mean,static
31,8.1,0.1,0.1,63,0.002,std,static
32,80.66,0.1,0.1,1305,0.03,mean,static
32,8.41,0.1,0.1,63,0.002,std,static
33,72.41,0.1,0.1,1305,0.03,mean,static
33,8.3,0.1,0.1,63,0.002,std,static
34,65.06,0.1,0.1,1305,0.03,mean,static
34,8.05,0.1,0.1,63,0.002,std,static
35,58.16,0.1,0.1,1305,0.03,mean,static
35,8.17,0.1,0.1,63,0.002,std,static
36,52.06,0.1,0.1,1305,0.03,mean,static
36,7.28,0.1,0.1,63,0.002,std,static
37,46.22,0.1,0.1,1305,0.03,mean,static
37,6.03,0.1,0.1,63,0.002,std,static
38,41.34,0.1,0.1,1305,0.03,mean,static
38,5.73,0.1,0.1,63,0.002,std,static
39,36.53,0.1,0.1,1305,0.03,mean,static
39,5.33,0.1,0.1,63,0.002,std,static
40,32.91,0.1,0.1,1305,0.03,mean,static
40,5.24,0.1,0.1,63,0.002,std,static
41,29.62,0.1,0.1,1305,0.03,mean,static
41,5.24,0.1,0.1,63,0.002,std,static
42,26.53,0.1,0.1,1305,0.03,mean,static
42,5.05,0.1,0.1,63,0.002,std,static
43,23.81,0.1,0.1,1305,0.03,mean,static
43,5.1,0.1,0.1,63,0.002,std,static
44,21.31,0.1,0.1,1305,0.03,mean,static
44,4.76,0.1,0.1,63,0.002,std,static
45,19.22,0.1,0.1,1305,0.03,mean,static
45,4.39,0.1,0.1,63,0.002,std,static
46,17.12,0.1,0.1,1305,0.03,mean,static
46,4.36,0.1,0.1,63,0.002,std,static
47,14.94,0.1,0.1,1305,0.03,mean,static
47,3.82,0.1,0.1,63,0.002,std,static
48,13.62,0.1,0.1,1305,0.03,mean,static
48,3.79,0.1,0.1,63,0.002,std,static
49,12.25,0.1,0.1,1305,0.03,mean,static
49,3.35,0.1,0.1,63,0.002,std,static
50,10.97,0.1,0.1,1305,0.03,mean,static
50,3.22,0.1,0.1,63,0.002,std,static
51,10.03,0.1,0.1,1305,0.03,mean,static
51,3.19,0.1,0.1,63,0.002,std,static
52,8.78,0.1,0.1,1305,0.03,mean,static
52,2.85,0.1,0.1,63,0.002,std,static
53,8.19,0.1,0.1,1305,0.03,mean,static
53,2.78,0.1,0.1,63,0.002,std,static
54,7.66,0.1,0.1,1305,0.03,mean,static
54,2.7,0.1,0.1,63,0.002,std,static
55,6.88,0.1,0.1,1305,0.03,mean,static
55,2.47,0.1,0.1,63,0.002,std,static
56,6.09,0.1,0.1,1305,0.03,mean,static
56,2.5,0.1,0.1,63,0.002,std,static
57,5.47,0.1,0.1,1305,0.03,mean,static
57,2.32,0.1,0.1,63,0.002,std,static
58,5.03,0.1,0.1,1305,0.03,mean,static
58,2.14,0.1,0.1,63,0.002,std,static
59,4.72,0.1,0.1,1305,0.03,mean,static
59,2.07,0.1,0.1,63,0.002,std,static
60,4.25,0.1,0.1,1305,0.03,mean,static
60,2.0,0.1,0.1,63,0.002,std,static
61,3.97,0.1,0.1,1305,0.03,mean,static
61,1.93,0.1,0.1,63,0.002,std,static
62,3.53,0.1,0.1,1305,0.03,mean,static
62,2.08,0.1,0.1,63,0.002,std,static
63,3.25,0.1,0.1,1305,0.03,mean,static
63,2.02,0.1,0.1,63,0.002,std,static
0,5.0,0.1,0.1,1295,0.026,mean,dynamic
0,0.0,0.1,0.1,54,0.001,std,dynamic
1,10.47,0.1,0.1,1295,0.026,mean,dynamic
1,1.95,0.1,0.1,54,0.001,std,dynamic
2,35.44,0.1,0.1,1295,0.026,mean,dynamic
2,11.59,0.1,0.1,54,0.001,std,dynamic
3,135.81,0.1,0.1,1295,0.026,mean,dynamic
3,47.34,0.1,0.1,54,0.001,std,dynamic
4,390.81,0.1,0.1,1295,0.026,mean,dynamic
4,113.81,0.1,0.1,54,0.001,std,dynamic
5,705.84,0.1,0.1,1295,0.026,mean,dynamic
5,142.18,0.1,0.1,54,0.001,std,dynamic
6,899.09,0.1,0.1,1295,0.026,mean,dynamic
6,108.65,0.1,0.1,54,0.001,std,dynamic
7,947.69,0.1,0.1,1295,0.026,mean,dynamic
7,62.57,0.1,0.1,54,0.001,std,dynamic
8,921.75,0.1,0.1,1295,0.026,mean,dynamic
8,40.48,0.1,0.1,54,0.001,std,dynamic
9,859.84,0.1,0.1,1295,0.026,mean,dynamic
9,29.35,0.1,0.1,54,0.001,std,dynamic
10,786.5,0.1,0.1,1295,0.026,mean,dynamic
10,23.78,0.1,0.1,54,0.001,std,dynamic
11,714.19,0.1,0.1,1295,0.026,mean,dynamic
11,21.64,0.1,0.1,54,0.001,std,dynamic
12,649.41,0.1,0.1,1295,0.026,mean,dynamic
12,19.52,0.1,0.1,54,0.001,std,dynamic
13,584.53,0.1,0.1,1295,0.026,mean,dynamic
13,19.91,0.1,0.1,54,0.001,std,dynamic
14,525.28,0.1,0.1,1295,0.026,mean,dynamic
14,15.92,0.1,0.1,54,0.001,std,dynamic
15,472.16,0.1,0.1,1295,0.026,mean,dynamic
15,16.08,0.1,0.1,54,0.001,std,dynamic
16,424.88,0.1,0.1,1295,0.026,mean,dynamic
16,15.07,0.1,0.1,54,0.001,std,dynamic
17,380.34,0.1,0.1,1295,0.026,mean,dynamic
17,15.63,0.1,0.1,54,0.001,std,dynamic
18,341.53,0.1,0.1,1295,0.026,mean,dynamic
18,14.65,0.1,0.1,54,0.001,std,dynamic
19,306.34,0.1,0.1,1295,0.026,mean,dynamic
19,13.84,0.1,0.1,54,0.001,std,dynamic
20,274.41,0.1,0.1,1295,0.026,mean,dynamic
20,13.07,0.1,0.1,54,0.001,std,dynamic
21,246.38,0.1,0.1,1295,0.026,mean,dynamic
21,12.42,0.1,0.1,54,0.001,std,dynamic
22,221.19,0.1,0.1,1295,0.026,mean,dynamic
22,11.06,0.1,0.1,54,0.001,std,dynamic
23,197.5,0.1,0.1,1295,0.026,mean,dynamic
23,10.93,0.1,0.1,54,0.001,std,dynamic
24,176.12,0.1,0.1,1295,0.026,mean,dynamic
24,12.11,0.1,0.1,54,0.001,std,dynamic
25,159.22,0.1,0.1,1295,0.026,mean,dynamic
25,10.71,0.1,0.1,54,0.001,std,dynamic
26,143.62,0.1,0.1,1295,0.026,mean,dynamic
26,11.62,0.1,0.1,54,0.001,std,dynamic
27,126.78,0.1,0.1,1295,0.026,mean,dynamic
27,10.36,0.1,0.1,54,0.001,std,dynamic
28,113.84,0.1,0.1,1295,0.026,mean,dynamic
28,10.55,0.1,0.1,54,0.001,std,dynamic
29,102.38,0.1,0.1,1295,0.026,mean,dynamic
29,10.09,0.1,0.1,54,0.001,std,dynamic
30,92.38,0.1,0.1,1295,0.026,mean,dynamic
30,9.93,0.1,0.1,54,0.001,std,dynamic
31,82.78,0.1,0.1,1295,0.026,mean,dynamic
31,8.67,0.1,0.1,54,0.001,std,dynamic
32,74.38,0.1,0.1,1295,0.026,mean,dynamic
32,8.31,0.1,0.1,54,0.001,std,dynamic
33,66.53,0.1,0.1,1295,0.026,mean,dynamic
33,7.72,0.1,0.1,54,0.001,std,dynamic
34,59.75,0.1,0.1,1295,0.026,mean,dynamic
34,7.01,0.1,0.1,54,0.001,std,dynamic
35,54.28,0.1,0.1,1295,0.026,mean,dynamic
35,7.03,0.1,0.1,54,0.001,std,dynamic
36,48.53,0.1,0.1,1295,0.026,mean,dynamic
36,6.91,0.1,0.1,54,0.001,std,dynamic
37,43.84,0.1,0.1,1295,0.026,mean,dynamic
37,6.88,0.1,0.1,54,0.001,std,dynamic
38,39.81,0.1,0.1,1295,0.026,mean,dynamic
38,6.32,0.1,0.1,54,0.001,std,dynamic
39,36.72,0.1,0.1,1295,0.026,mean,dynamic
39,6.07,0.1,0.1,54,0.001,std,dynamic
40,33.41,0.1,0.1,1295,0.026,mean,dynamic
40,6.07,0.1,0.1,54,0.001,std,dynamic
41,29.69,0.1,0.1,1295,0.026,mean,dynamic
41,5.45,0.1,0.1,54,0.001,std,dynamic
42,26.97,0.1,0.1,1295,0.026,mean,dynamic
42,4.65,0.1,0.1,54,0.001,std,dynamic
43,24.47,0.1,0.1,1295,0.026,mean,dynamic
43,4.25,0.1,0.1,54,0.001,std,dynamic
44,22.59,0.1,0.1,1295,0.026,mean,dynamic
44,3.94,0.1,0.1,54,0.001,std,dynamic
45,20.09,0.1,0.1,1295,0.026,mean,dynamic
45,3.93,0.1,0.1,54,0.001,std,dynamic
46,17.88,0.1,0.1,1295,0.026,mean,dynamic
46,4.0,0.1,0.1,54,0.001,std,dynamic
47,16.09,0.1,0.1,1295,0.026,mean,dynamic
47,3.66,0.1,0.1,54,0.001,std,dynamic
48,14.47,0.1,0.1,1295,0.026,mean,dynamic
48,3.1,0.1,0.1,54,0.001,std,dynamic
49,13.12,0.1,0.1,1295,0.026,mean,dynamic
49,2.71,0.1,0.1,54,0.001,std,dynamic
50,11.5,0.1,0.1,1295,0.026,mean,dynamic
50,3.09,0.1,0.1,54,0.001,std,dynamic
51,10.41,0.1,0.1,1295,0.026,mean,dynamic
51,2.77,0.1,0.1,54,0.001,std,dynamic
52,9.28,0.1,0.1,1295,0.026,mean,dynamic
52,2.94,0.1,0.1,54,0.001,std,dynamic
53,8.66,0.1,0.1,1295,0.026,mean,dynamic
53,2.88,0.1,0.1,54,0.001,std,dynamic
54,7.75,0.1,0.1,1295,0.026,mean,dynamic
54,2.99,0.1,0.1,54,0.001,std,dynamic
55,7.06,0.1,0.1,1295,0.026,mean,dynamic
55,2.76,0.1,0.1,54,0.001,std,dynamic
56,6.28,0.1,0.1,1295,0.026,mean,dynamic
56,2.62,0.1,0.1,54,0.001,std,dynamic
57,5.62,0.1,0.1,1295,0.026,mean,dynamic
57,2.26,0.1,0.1,54,0.001,std,dynamic
58,5.16,0.1,0.1,1295,0.026,mean,dynamic
58,2.17,0.1,0.1,54,0.001,std,dynamic
0,5.0,0.2,0.1,1292,0.03,mean,static
0,0.0,0.2,0.1,66,0.001,std,static
1,12.0,0.2,0.1,1292,0.03,mean,static
1,2.95,0.2,0.1,66,0.001,std,static
2,42.38,0.2,0.1,1292,0.03,mean,static
2,20.74,0.2,0.1,66,0.001,std,static
3,129.72,0.2,0.1,1292,0.03,mean,static
3,66.32,0.2,0.1,66,0.001,std,static
4,354.31,0.2,0.1,1292,0.03,mean,static
4,146.11,0.2,0.1,66,0.001,std,static
5,675.41,0.2,0.1,1292,0.03,mean,static
5,168.64,0.2,0.1,66,0.001,std,static
6,890.56,0.2,0.1,1292,0.03,mean,static
6,120.64,0.2,0.1,66,0.001,std,static
7,947.72,0.2,0.1,1292,0.03,mean,static
7,61.04,0.2,0.1,66,0.001,std,static
8,917.53,0.2,0.1,1292,0.03,mean,static
8,34.22,0.2,0.1,66,0.001,std,static
9,854.25,0.2,0.1,1292,0.03,mean,static
9,24.04,0.2,0.1,66,0.001,std,static
10,780.69,0.2,0.1,1292,0.03,mean,static
10,21.45,0.2,0.1,66,0.001,std,static
11,709.5,0.2,0.1,1292,0.03,mean,static
11,21.77,0.2,0.1,66,0.001,std,static
12,644.88,0.2,0.1,1292,0.03,mean,static
12,20.19,0.2,0.1,66,0.001,std,static
13,581.94,0.2,0.1,1292,0.03,mean,static
13,19.72,0.2,0.1,66,0.001,std,static
14,527.34,0.2,0.1,1292,0.03,mean,static
14,18.69,0.2,0.1,66,0.001,std,static
15,475.41,0.2,0.1,1292,0.03,mean,static
15,18.7,0.2,0.1,66,0.001,std,static
16,429.44,0.2,0.1,1292,0.03,mean,static
16,15.68,0.2,0.1,66,0.001,std,static
17,386.06,0.2,0.1,1292,0.03,mean,static
17,15.81,0.2,0.1,66,0.001,std,static
18,348.16,0.2,0.1,1292,0.03,mean,static
18,16.05,0.2,0.1,66,0.001,std,static
19,314.31,0.2,0.1,1292,0.03,mean,static
19,15.24,0.2,0.1,66,0.001,std,static
20,283.12,0.2,0.1,1292,0.03,mean,static
20,13.91,0.2,0.1,66,0.001,std,static
21,255.28,0.2,0.1,1292,0.03,mean,static
21,15.45,0.2,0.1,66,0.001,std,static
22,230.22,0.2,0.1,1292,0.03,mean,static
22,14.29,0.2,0.1,66,0.001,std,static
23,206.56,0.2,0.1,1292,0.03,mean,static
23,13.53,0.2,0.1,66,0.001,std,static
24,185.56,0.2,0.1,1292,0.03,mean,static
24,13.22,0.2,0.1,66,0.001,std,static
25,167.22,0.2,0.1,1292,0.03,mean,static
25,11.72,0.2,0.1,66,0.001,std,static
26,151.72,0.2,0.1,1292,0.03,mean,static
26,12.08,0.2,0.1,66,0.001,std,static
27,136.84,0.2,0.1,1292,0.03,mean,static
27,11.31,0.2,0.1,66,0.001,std,static
28,123.47,0.2,0.1,1292,0.03,mean,static
28,10.48,0.2,0.1,66,0.001,std,static
29,111.78,0.2,0.1,1292,0.03,mean,static
29,11.7,0.2,0.1,66,0.001,std,static
30,100.81,0.2,0.1,1292,0.03,mean,static
30,11.11,0.2,0.1,66,0.001,std,static
31,91.47,0.2,0.1,1292,0.03,mean,static
31,10.86,0.2,0.1,66,0.001,std,static
32,81.09,0.2,0.1,1292,0.03,mean,static
32,9.99,0.2,0.1,66,0.001,std,static
33,73.44,0.2,0.1,1292,0.03,mean,static
33,9.68,0.2,0.1,66,0.001,std,static
34,66.28,0.2,0.1,1292,0.03,mean,static
34,8.14,0.2,0.1,66,0.001,std,static
35,59.81,0.2,0.1,1292,0.03,mean,static
35,7.32,0.2,0.1,66,0.001,std,static
36,54.06,0.2,0.1,1292,0.03,mean,static
36,7.04,0.2,0.1,66,0.001,std,static
37,48.72,0.2,0.1,1292,0.03,mean,static
37,6.65,0.2,0.1,66,0.001,std,static
38,43.28,0.2,0.1,1292,0.03,mean,static
38,6.91,0.2,0.1,66,0.001,std,static
39,39.5,0.2,0.1,1292,0.03,mean,static
39,6.66,0.2,0.1,66,0.001,std,static
40,35.03,0.2,0.1,1292,0.03,mean,static
40,6.51,0.2,0.1,66,0.001,std,static
41,31.56,0.2,0.1,1292,0.03,mean,static
41,5.81,0.2,0.1,66,0.001,std,static
42,27.91,0.2,0.1,1292,0.03,mean,static
42,5.26,0.2,0.1,66,0.001,std,static
43,25.16,0.2,0.1,1292,0.03,mean,static
43,5.09,0.2,0.1,66,0.001,std,static
44,22.62,0.2,0.1,1292,0.03,mean,static
44,4.86,0.2,0.1,66,0.001,std,static
45,20.28,0.2,0.1,1292,0.03,mean,static
45,4.65,0.2,0.1,66,0.001,std,static
46,18.62,0.2,0.1,1292,0.03,mean,static
46,4.59,0.2,0.1,66,0.001,std,static
47,16.75,0.2,0.1,1292,0.03,mean,static
47,4.58,0.2,0.1,66,0.001,std,static
48,14.97,0.2,0.1,1292,0.03,mean,static
48,4.54,0.2,0.1,66,0.001,std,static
49,13.44,0.2,0.1,1292,0.03,mean,static
49,4.32,0.2,0.1,66,0.001,std,static
50,11.94,0.2,0.1,1292,0.03,mean,static
50,3.84,0.2,0.1,66,0.001,std,static
51,10.84,0.2,0.1,1292,0.03,mean,static
51,3.51,0.2,0.1,66,0.001,std,static
52,9.91,0.2,0.1,1292,0.03,mean,static
52,3.32,0.2,0.1,66,0.001,std,static
53,8.78,0.2,0.1,1292,0.03,mean,static
53,2.79,0.2,0.1,66,0.001,std,static
54,7.94,0.2,0.1,1292,0.03,mean,static
54,2.69,0.2,0.1,66,0.001,std,static
55,7.16,0.2,0.1,1292,0.03,mean,static
55,2.65,0.2,0.1,66,0.001,std,static
56,6.47,0.2,0.1,1292,0.03,mean,static
56,2.52,0.2,0.1,66,0.001,std,static
57,5.84,0.2,0.1,1292,0.03,mean,static
57,2.43,0.2,0.1,66,0.001,std,static
58,5.22,0.2,0.1,1292,0.03,mean,static
58,2.2,0.2,0.1,66,0.001,std,static
59,4.72,0.2,0.1,1292,0.03,mean,static
59,2.18,0.2,0.1,66,0.001,std,static
60,4.25,0.2,0.1,1292,0.03,mean,static
60,2.06,0.2,0.1,66,0.001,std,static
61,3.75,0.2,0.1,1292,0.03,mean,static
61,2.0,0.2,0.1,66,0.001,std,static
0,5.0,0.2,0.1,1303,0.044,mean,dynamic
0,0.0,0.2,0.1,55,0.013,std,dynamic
1,11.84,0.2,0.1,1303,0.044,mean,dynamic
1,2.92,0.2,0.1,55,0.013,std,dynamic
2,39.38,0.2,0.1,1303,0.044,mean,dynamic
2,17.97,0.2,0.1,55,0.013,std,dynamic
3,141.56,0.2,0.1,1303,0.044,mean,dynamic
3,66.61,0.2,0.1,55,0.013,std,dynamic
4,385.34,0.2,0.1,1303,0.044,mean,dynamic
4,139.08,0.2,0.1,55,0.013,std,dynamic
5,690.5,0.2,0.1,1303,0.044,mean,dynamic
5,147.52,0.2,0.1,55,0.013,std,dynamic
6,893.97,0.2,0.1,1303,0.044,mean,dynamic
6,102.03,0.2,0.1,55,0.013,std,dynamic
7,951.03,0.2,0.1,1303,0.044,mean,dynamic
7,57.45,0.2,0.1,55,0.013,std,dynamic
8,927.84,0.2,0.1,1303,0.044,mean,dynamic
8,34.45,0.2,0.1,55,0.013,std,dynamic
9,868.56,0.2,0.1,1303,0.044,mean,dynamic
9,23.3,0.2,0.1,55,0.013,std,dynamic
10,792.31,0.2,0.1,1303,0.044,mean,dynamic
10,21.19,0.2,0.1,55,0.013,std,dynamic
11,717.44,0.2,0.1,1303,0.044,mean,dynamic
11,19.32,0.2,0.1,55,0.013,std,dynamic
12,647.75,0.2,0.1,1303,0.044,mean,dynamic
12,18.06,0.2,0.1,55,0.013,std,dynamic
13,583.53,0.2,0.1,1303,0.044,mean,dynamic
13,19.98,0.2,0.1,55,0.013,std,dynamic
14,523.91,0.2,0.1,1303,0.044,mean,dynamic
14,16.73,0.2,0.1,55,0.013,std,dynamic
15,472.59,0.2,0.1,1303,0.044,mean,dynamic
15,18.36,0.2,0.1,55,0.013,std,dynamic
16,426.5,0.2,0.1,1303,0.044,mean,dynamic
16,18.23,0.2,0.1,55,0.013,std,dynamic
17,384.16,0.2,0.1,1303,0.044,mean,dynamic
17,17.92,0.2,0.1,55,0.013,std,dynamic
18,347.19,0.2,0.1,1303,0.044,mean,dynamic
18,17.36,0.2,0.1,55,0.013,std,dynamic
19,313.5,0.2,0.1,1303,0.044,mean,dynamic
19,16.36,0.2,0.1,55,0.013,std,dynamic
20,281.38,0.2,0.1,1303,0.044,mean,dynamic
20,15.88,0.2,0.1,55,0.013,std,dynamic
21,254.25,0.2,0.1,1303,0.044,mean,dynamic
21,14.15,0.2,0.1,55,0.013,std,dynamic
22,228.22,0.2,0.1,1303,0.044,mean,dynamic
22,12.91,0.2,0.1,55,0.013,std,dynamic
23,206.09,0.2,0.1,1303,0.044,mean,dynamic
23,12.98,0.2,0.1,55,0.013,std,dynamic
24,184.19,0.2,0.1,1303,0.044,mean,dynamic
24,12.73,0.2,0.1,55,0.013,std,dynamic
25,164.75,0.2,0.1,1303,0.044,mean,dynamic
25,11.54,0.2,0.1,55,0.013,std,dynamic
26,148.22,0.2,0.1,1303,0.044,mean,dynamic
26,10.17,0.2,0.1,55,0.013,std,dynamic
27,134.28,0.2,0.1,1303,0.044,mean,dynamic
27,9.5,0.2,0.1,55,0.013,std,dynamic
28,120.94,0.2,0.1,1303,0.044,mean,dynamic
28,10.53,0.2,0.1,55,0.013,std,dynamic
29,108.91,0.2,0.1,1303,0.044,mean,dynamic
29,10.07,0.2,0.1,55,0.013,std,dynamic
30,98.69,0.2,0.1,1303,0.044,mean,dynamic
30,9.4,0.2,0.1,55,0.013,std,dynamic
31,89.38,0.2,0.1,1303,0.044,mean,dynamic
31,9.28,0.2,0.1,55,0.013,std,dynamic
32,80.47,0.2,0.1,1303,0.044,mean,dynamic
32,9.83,0.2,0.1,55,0.013,std,dynamic
33,72.41,0.2,0.1,1303,0.044,mean,dynamic
33,8.78,0.2,0.1,55,0.013,std,dynamic
34,65.5,0.2,0.1,1303,0.044,mean,dynamic
34,7.28,0.2,0.1,55,0.013,std,dynamic
35,58.69,0.2,0.1,1303,0.044,mean,dynamic
35,7.48,0.2,0.1,55,0.013,std,dynamic
36,52.94,0.2,0.1,1303,0.044,mean,dynamic
36,7.1,0.2,0.1,55,0.013,std,dynamic
37,47.06,0.2,0.1,1303,0.044,mean,dynamic
37,6.13,0.2,0.1,55,0.013,std,dynamic
38,42.44,0.2,0.1,1303,0.044,mean,dynamic
38,5.45,0.2,0.1,55,0.013,std,dynamic
39,38.16,0.2,0.1,1303,0.044,mean,dynamic
39,4.87,0.2,0.1,55,0.013,std,dynamic
40,34.62,0.2,0.1,1303,0.044,mean,dynamic
40,4.48,0.2,0.1,55,0.013,std,dynamic
41,31.03,0.2,0.1,1303,0.044,mean,dynamic
41,4.29,0.2,0.1,55,0.013,std,dynamic
42,28.22,0.2,0.1,1303,0.044,mean,dynamic
42,3.99,0.2,0.1,55,0.013,std,dynamic
43,25.19,0.2,0.1,1303,0.044,mean,dynamic
43,4.23,0.2,0.1,55,0.013,std,dynamic
44,22.94,0.2,0.1,1303,0.044,mean,dynamic
44,4.62,0.2,0.1,55,0.013,std,dynamic
45,20.72,0.2,0.1,1303,0.044,mean,dynamic
45,4.29,0.2,0.1,55,0.013,std,dynamic
46,18.84,0.2,0.1,1303,0.044,mean,dynamic
46,3.91,0.2,0.1,55,0.013,std,dynamic
47,17.25,0.2,0.1,1303,0.044,mean,dynamic
47,3.78,0.2,0.1,55,0.013,std,dynamic
48,15.66,0.2,0.1,1303,0.044,mean,dynamic
48,3.54,0.2,0.1,55,0.013,std,dynamic
49,14.09,0.2,0.1,1303,0.044,mean,dynamic
49,3.29,0.2,0.1,55,0.013,std,dynamic
50,12.66,0.2,0.1,1303,0.044,mean,dynamic
50,3.41,0.2,0.1,55,0.013,std,dynamic
51,11.25,0.2,0.1,1303,0.044,mean,dynamic
51,3.3,0.2,0.1,55,0.013,std,dynamic
52,10.34,0.2,0.1,1303,0.044,mean,dynamic
52,2.97,0.2,0.1,55,0.013,std,dynamic
53,9.25,0.2,0.1,1303,0.044,mean,dynamic
53,2.82,0.2,0.1,55,0.013,std,dynamic
54,8.53,0.2,0.1,1303,0.044,mean,dynamic
54,2.96,0.2,0.1,55,0.013,std,dynamic
55,7.72,0.2,0.1,1303,0.044,mean,dynamic
55,2.81,0.2,0.1,55,0.013,std,dynamic
56,7.09,0.2,0.1,1303,0.044,mean,dynamic
56,2.8,0.2,0.1,55,0.013,std,dynamic
57,6.5,0.2,0.1,1303,0.044,mean,dynamic
57,2.59,0.2,0.1,55,0.013,std,dynamic
58,6.0,0.2,0.1,1303,0.044,mean,dynamic
58,2.46,0.2,0.1,55,0.013,std,dynamic
59,5.44,0.2,0.1,1303,0.044,mean,dynamic
59,2.12,0.2,0.1,55,0.013,std,dynamic
60,5.03,0.2,0.1,1303,0.044,mean,dynamic
60,2.07,0.2,0.1,55,0.013,std,dynamic
61,4.66,0.2,0.1,1303,0.044,mean,dynamic
61,1.95,0.2,0.1,55,0.013,std,dynamic
62,4.22,0.2,0.1,1303,0.044,mean,dynamic
62,1.73,0.2,0.1,55,0.013,std,dynamic
63,3.69,0.2,0.1,1303,0.044,mean,dynamic
63,1.65,0.2,0.1,55,0.013,std,dynamic
64,3.38,0.2,0.1,1303,0.044,mean,dynamic
64,1.6,0.2,0.1,55,0.013,std,dynamic
65,3.16,0.2,0.1,1303,0.044,mean,dynamic
65,1.48,0.2,0.1,55,0.013,std,dynamic
66,2.66,0.2,0.1,1303,0.044,mean,dynamic
66,1.41,0.2,0.1,55,0.013,std,dynamic
0,5.0,0.3,0.1,1302,0.029,mean,static
0,0.0,0.3,0.1,64,0.001,std,static
1,12.12,0.3,0.1,1302,0.029,mean,static
1,2.75,0.3,0.1,64,0.001,std,static
2,46.69,0.3,0.1,1302,0.029,mean,static
2,19.47,0.3,0.1,64,0.001,std,static
3,143.69,0.3,0.1,1302,0.029,mean,static
3,65.86,0.3,0.1,64,0.001,std,static
4,388.38,0.3,0.1,1302,0.029,mean,static
4,150.16,0.3,0.1,64,0.001,std,static
5,713.19,0.3,0.1,1302,0.029,mean,static
5,163.6,0.3,0.1,64,0.001,std,static
6,915.62,0.3,0.1,1302,0.029,mean,static
6,118.9,0.3,0.1,64,0.001,std,static
7,962.84,0.3,0.1,1302,0.029,mean,static
7,65.4,0.3,0.1,64,0.001,std,static
8,928.25,0.3,0.1,1302,0.029,mean,static
8,34.33,0.3,0.1,64,0.001,std,static
9,859.53,0.3,0.1,1302,0.029,mean,static
9,24.63,0.3,0.1,64,0.001,std,static
10,784.81,0.3,0.1,1302,0.029,mean,static
10,20.41,0.3,0.1,64,0.001,std,static
11,713.06,0.3,0.1,1302,0.029,mean,static
11,18.7,0.3,0.1,64,0.001,std,static
