time,I,pol,r,ar,cc,kind,net_type
27,6.05,0.5,0.2,42,0.002,std,static
28,35.31,0.5,0.2,493,0.049,mean,static
28,5.64,0.5,0.2,42,0.002,std,static
29,31.5,0.5,0.2,493,0.049,mean,static
29,4.72,0.5,0.2,42,0.002,std,static
30,28.59,0.5,0.2,493,0.049,mean,static
30,4.92,0.5,0.2,42,0.002,std,static
31,25.47,0.5,0.2,493,0.049,mean,static
31,4.54,0.5,0.2,42,0.002,std,static
32,22.41,0.5,0.2,493,0.049,mean,static
32,4.27,0.5,0.2,42,0.002,std,static
33,20.12,0.5,0.2,493,0.049,mean,static
33,4.0,0.5,0.2,42,0.002,std,static
34,18.34,0.5,0.2,493,0.049,mean,static
34,3.88,0.5,0.2,42,0.002,std,static
35,16.59,0.5,0.2,493,0.049,mean,static
35,3.76,0.5,0.2,42,0.002,std,static
36,15.25,0.5,0.2,493,0.049,mean,static
36,3.47,0.5,0.2,42,0.002,std,static
37,13.06,0.5,0.2,493,0.049,mean,static
37,2.74,0.5,0.2,42,0.002,std,static
38,11.66,0.5,0.2,493,0.049,mean,static
38,2.42,0.5,0.2,42,0.002,std,static
39,10.66,0.5,0.2,493,0.049,mean,static
39,2.78,0.5,0.2,42,0.002,std,static
40,9.66,0.5,0.2,493,0.049,mean,static
40,2.87,0.5,0.2,42,0.002,std,static
41,8.94,0.5,0.2,493,0.049,mean,static
41,2.86,0.5,0.2,42,0.002,std,static
42,8.19,0.5,0.2,493,0.049,mean,static
42,2.67,0.5,0.2,42,0.002,std,static
43,7.34,0.5,0.2,493,0.049,mean,static
43,2.58,0.5,0.2,42,0.002,std,static
44,6.5,0.5,0.2,493,0.049,mean,static
44,2.57,0.5,0.2,42,0.002,std,static
45,6.0,0.5,0.2,493,0.049,mean,static
45,2.54,0.5,0.2,42,0.002,std,static
46,5.56,0.5,0.2,493,0.049,mean,static
46,2.47,0.5,0.2,42,0.002,std,static
47,5.03,0.5,0.2,493,0.049,mean,static
47,2.35,0.5,0.2,42,0.002,std,static
48,4.69,0.5,0.2,493,0.049,mean,static
48,2.13,0.5,0.2,42,0.002,std,static
49,3.97,0.5,0.2,493,0.049,mean,static
49,1.99,0.5,0.2,42,0.002,std,static
50,3.53,0.5,0.2,493,0.049,mean,static
50,1.77,0.5,0.2,42,0.002,std,static
51,3.38,0.5,0.2,493,0.049,mean,static
51,1.82,0.5,0.2,42,0.002,std,static
52,2.84,0.5,0.2,493,0.049,mean,static
52,1.82,0.5,0.2,42,0.002,std,static
0,5.0,0.5,0.2,509,0.119,mean,dynamic
0,0.0,0.5,0.2,32,0.022,std,dynamic
1,11.62,0.5,0.2,509,0.119,mean,dynamic
1,2.04,0.5,0.2,32,0.022,std,dynamic
2,35.22,0.5,0.2,509,0.119,mean,dynamic
2,10.31,0.5,0.2,32,0.022,std,dynamic
3,101.03,0.5,0.2,509,0.119,mean,dynamic
3,29.3,0.5,0.2,32,0.022,std,dynamic
4,227.16,0.5,0.2,509,0.119,mean,dynamic
4,49.55,0.5,0.2,32,0.022,std,dynamic
5,326.91,0.5,0.2,509,0.119,mean,dynamic
5,50.4,0.5,0.2,32,0.022,std,dynamic
6,365.5,0.5,0.2,509,0.119,mean,dynamic
6,38.2,0.5,0.2,32,0.022,std,dynamic
7,364.66,0.5,0.2,509,0.119,mean,dynamic
7,28.09,0.5,0.2,32,0.022,std,dynamic
8,344.25,0.5,0.2,509,0.119,mean,dynamic
8,23.42,0.5,0.2,32,0.022,std,dynamic
9,316.62,0.5,0.2,509,0.119,mean,dynamic
9,22.62,0.5,0.2,32,0.022,std,dynamic
10,289.28,0.5,0.2,509,0.119,mean,dynamic
10,18.72,0.5,0.2,32,0.022,std,dynamic
11,264.31,0.5,0.2,509,0.119,mean,dynamic
11,17.66,0.5,0.2,32,0.022,std,dynamic
12,239.84,0.5,0.2,509,0.119,mean,dynamic
12,16.66,0.5,0.2,32,0.022,std,dynamic
13,216.69,0.5,0.2,509,0.119,mean,dynamic
13,15.44,0.5,0.2,32,0.022,std,dynamic
14,196.12,0.5,0.2,509,0.119,mean,dynamic
14,14.63,0.5,0.2,32,0.022,std,dynamic
15,176.12,0.5,0.2,509,0.119,mean,dynamic
15,13.7,0.5,0.2,32,0.022,std,dynamic
16,158.44,0.5,0.2,509,0.119,mean,dynamic
16,11.73,0.5,0.2,32,0.022,std,dynamic
17,143.56,0.5,0.2,509,0.119,mean,dynamic
17,12.34,0.5,0.2,32,0.022,std,dynamic
18,129.66,0.5,0.2,509,0.119,mean,dynamic
18,11.36,0.5,0.2,32,0.022,std,dynamic
19,117.28,0.5,0.2,509,0.119,mean,dynamic
19,10.83,0.5,0.2,32,0.022,std,dynamic
20,105.22,0.5,0.2,509,0.119,mean,dynamic
20,11.01,0.5,0.2,32,0.022,std,dynamic
21,94.94,0.5,0.2,509,0.119,mean,dynamic
21,10.36,0.5,0.2,32,0.022,std,dynamic
22,85.78,0.5,0.2,509,0.119,mean,dynamic
22,10.49,0.5,0.2,32,0.022,std,dynamic
23,76.56,0.5,0.2,509,0.119,mean,dynamic
23,8.44,0.5,0.2,32,0.022,std,dynamic
24,68.81,0.5,0.2,509,0.119,mean,dynamic
24,7.76,0.5,0.2,32,0.022,std,dynamic
25,61.5,0.5,0.2,509,0.119,mean,dynamic
25,6.88,0.5,0.2,32,0.022,std,dynamic
26,55.78,0.5,0.2,509,0.119,mean,dynamic
26,6.61,0.5,0.2,32,0.022,std,dynamic
27,49.94,0.5,0.2,509,0.119,mean,dynamic
27,6.47,0.5,0.2,32,0.022,std,dynamic
28,44.62,0.5,0.2,509,0.119,mean,dynamic
28,6.75,0.5,0.2,32,0.022,std,dynamic
29,39.97,0.5,0.2,509,0.119,mean,dynamic
29,5.7,0.5,0.2,32,0.022,std,dynamic
30,35.38,0.5,0.2,509,0.119,mean,dynamic
30,5.18,0.5,0.2,32,0.022,std,dynamic
31,31.44,0.5,0.2,509,0.119,mean,dynamic
31,5.31,0.5,0.2,32,0.022,std,dynamic
32,27.62,0.5,0.2,509,0.119,mean,dynamic
32,4.81,0.5,0.2,32,0.022,std,dynamic
33,24.88,0.5,0.2,509,0.119,mean,dynamic
33,4.17,0.5,0.2,32,0.022,std,dynamic
34,22.06,0.5,0.2,509,0.119,mean,dynamic
34,4.08,0.5,0.2,32,0.022,std,dynamic
35,20.16,0.5,0.2,509,0.119,mean,dynamic
35,4.07,0.5,0.2,32,0.022,std,dynamic
36,18.19,0.5,0.2,509,0.119,mean,dynamic
36,3.7,0.5,0.2,32,0.022,std,dynamic
37,16.62,0.5,0.2,509,0.119,mean,dynamic
37,3.76,0.5,0.2,32,0.022,std,dynamic
38,14.94,0.5,0.2,509,0.119,mean,dynamic
38,3.84,0.5,0.2,32,0.022,std,dynamic
39,13.44,0.5,0.2,509,0.119,mean,dynamic
39,3.75,0.5,0.2,32,0.022,std,dynamic
40,12.31,0.5,0.2,509,0.119,mean,dynamic
40,3.4,0.5,0.2,32,0.022,std,dynamic
41,10.97,0.5,0.2,509,0.119,mean,dynamic
41,3.48,0.5,0.2,32,0.022,std,dynamic
42,9.91,0.5,0.2,509,0.119,mean,dynamic
42,3.47,0.5,0.2,32,0.022,std,dynamic
43,9.16,0.5,0.2,509,0.119,mean,dynamic
43,3.38,0.5,0.2,32,0.022,std,dynamic
44,8.41,0.5,0.2,509,0.119,mean,dynamic
44,3.18,0.5,0.2,32,0.022,std,dynamic
45,7.59,0.5,0.2,509,0.119,mean,dynamic
45,2.83,0.5,0.2,32,0.022,std,dynamic
46,6.78,0.5,0.2,509,0.119,mean,dynamic
46,2.63,0.5,0.2,32,0.022,std,dynamic
47,5.97,0.5,0.2,509,0.119,mean,dynamic
47,2.6,0.5,0.2,32,0.022,std,dynamic
48,5.44,0.5,0.2,509,0.119,mean,dynamic
48,2.41,0.5,0.2,32,0.022,std,dynamic
49,4.94,0.5,0.2,509,0.119,mean,dynamic
49,2.34,0.5,0.2,32,0.022,std,dynamic
50,4.31,0.5,0.2,509,0.119,mean,dynamic
50,2.14,0.5,0.2,32,0.022,std,dynamic
51,4.03,0.5,0.2,509,0.119,mean,dynamic
51,2.04,0.5,0.2,32,0.022,std,dynamic
52,3.66,0.5,0.2,509,0.119,mean,dynamic
52,1.95,0.5,0.2,32,0.022,std,dynamic
53,3.31,0.5,0.2,509,0.119,mean,dynamic
53,1.86,0.5,0.2,32,0.022,std,dynamic
54,2.97,0.5,0.2,509,0.119,mean,dynamic
54,1.57,0.5,0.2,32,0.022,std,dynamic
0,5.0,0.6,0.2,475,0.048,mean,static
0,0.0,0.6,0.2,36,0.003,std,static
1,11.56,0.6,0.2,475,0.048,mean,static
1,2.03,0.6,0.2,36,0.003,std,static
2,40.28,0.6,0.2,475,0.048,mean,static
2,11.96,0.6,0.2,36,0.003,std,static
3,111.75,0.6,0.2,475,0.048,mean,static
3,35.14,0.6,0.2,36,0.003,std,static
4,214.25,0.6,0.2,475,0.048,mean,static
4,49.32,0.6,0.2,36,0.003,std,static
5,304.75,0.6,0.2,475,0.048,mean,static
5,49.07,0.6,0.2,36,0.003,std,static
6,347.22,0.6,0.2,475,0.048,mean,static
6,34.45,0.6,0.2,36,0.003,std,static
7,348.22,0.6,0.2,475,0.048,mean,static
7,27.37,0.6,0.2,36,0.003,std,static
8,331.06,0.6,0.2,475,0.048,mean,static
8,22.57,0.6,0.2,36,0.003,std,static
9,305.97,0.6,0.2,475,0.048,mean,static
9,18.0,0.6,0.2,36,0.003,std,static
10,275.91,0.6,0.2,475,0.048,mean,static
10,17.12,0.6,0.2,36,0.003,std,static
11,248.44,0.6,0.2,475,0.048,mean,static
11,17.79,0.6,0.2,36,0.003,std,static
12,221.56,0.6,0.2,475,0.048,mean,static
12,15.34,0.6,0.2,36,0.003,std,static
13,196.75,0.6,0.2,475,0.048,mean,static
13,14.04,0.6,0.2,36,0.003,std,static
14,173.91,0.6,0.2,475,0.048,mean,static
14,12.99,0.6,0.2,36,0.003,std,static
15,154.22,0.6,0.2,475,0.048,mean,static
15,12.65,0.6,0.2,36,0.003,std,static
16,136.88,0.6,0.2,475,0.048,mean,static
16,11.04,0.6,0.2,36,0.003,std,static
17,121.41,0.6,0.2,475,0.048,mean,static
17,11.74,0.6,0.2,36,0.003,std,static
18,108.16,0.6,0.2,475,0.048,mean,static
18,10.79,0.6,0.2,36,0.003,std,static
19,97.66,0.6,0.2,475,0.048,mean,static
19,9.81,0.6,0.2,36,0.003,std,static
20,87.66,0.6,0.2,475,0.048,mean,static
20,10.03,0.6,0.2,36,0.003,std,static
21,78.31,0.6,0.2,475,0.048,mean,static
21,9.58,0.6,0.2,36,0.003,std,static
22,69.81,0.6,0.2,475,0.048,mean,static
22,8.73,0.6,0.2,36,0.003,std,static
23,62.41,0.6,0.2,475,0.048,mean,static
23,8.41,0.6,0.2,36,0.003,std,static
24,55.03,0.6,0.2,475,0.048,mean,static
24,7.57,0.6,0.2,36,0.003,std,static
25,49.81,0.6,0.2,475,0.048,mean,static
25,6.93,0.6,0.2,36,0.003,std,static
26,44.59,0.6,0.2,475,0.048,mean,static
26,6.44,0.6,0.2,36,0.003,std,static
27,40.12,0.6,0.2,475,0.048,mean,static
27,6.47,0.6,0.2,36,0.003,std,static
28,35.81,0.6,0.2,475,0.048,mean,static
28,5.75,0.6,0.2,36,0.003,std,static
29,31.75,0.6,0.2,475,0.048,mean,static
29,5.27,0.6,0.2,36,0.003,std,static
30,28.62,0.6,0.2,475,0.048,mean,static
30,4.91,0.6,0.2,36,0.003,std,static
31,25.84,0.6,0.2,475,0.048,mean,static
31,4.96,0.6,0.2,36,0.003,std,static
32,22.84,0.6,0.2,475,0.048,mean,static
32,4.95,0.6,0.2,36,0.003,std,static
33,20.62,0.6,0.2,475,0.048,mean,static
33,4.59,0.6,0.2,36,0.003,std,static
34,18.94,0.6,0.2,475,0.048,mean,static
34,4.2,0.6,0.2,36,0.003,std,static
35,16.94,0.6,0.2,475,0.048,mean,static
35,4.21,0.6,0.2,36,0.003,std,static
36,15.44,0.6,0.2,475,0.048,mean,static
36,3.98,0.6,0.2,36,0.003,std,static
37,13.97,0.6,0.2,475,0.048,mean,static
37,4.01,0.6,0.2,36,0.003,std,static
38,12.84,0.6,0.2,475,0.048,mean,static
38,3.81,0.6,0.2,36,0.003,std,static
39,11.38,0.6,0.2,475,0.048,mean,static
39,3.24,0.6,0.2,36,0.003,std,static
40,10.38,0.6,0.2,475,0.048,mean,static
40,2.94,0.6,0.2,36,0.003,std,static
41,9.44,0.6,0.2,475,0.048,mean,static
41,2.71,0.6,0.2,36,0.003,std,static
42,8.56,0.6,0.2,475,0.048,mean,static
42,2.38,0.6,0.2,36,0.003,std,static
43,7.75,0.6,0.2,475,0.048,mean,static
43,2.29,0.6,0.2,36,0.003,std,static
44,6.91,0.6,0.2,475,0.048,mean,static
44,2.25,0.6,0.2,36,0.003,std,static
45,6.03,0.6,0.2,475,0.048,mean,static
45,2.05,0.6,0.2,36,0.003,std,static
46,5.5,0.6,0.2,475,0.048,mean,static
46,2.05,0.6,0.2,36,0.003,std,static
47,5.0,0.6,0.2,475,0.048,mean,static
47,2.08,0.6,0.2,36,0.003,std,static
48,4.72,0.6,0.2,475,0.048,mean,static
48,1.89,0.6,0.2,36,0.003,std,static
49,4.38,0.6,0.2,475,0.048,mean,static
49,1.8,0.6,0.2,36,0.003,std,static
50,4.03,0.6,0.2,475,0.048,mean,static
50,1.81,0.6,0.2,36,0.003,std,static
51,3.56,0.6,0.2,475,0.048,mean,static
51,1.8,0.6,0.2,36,0.003,std,static
52,3.22,0.6,0.2,475,0.048,mean,static
52,1.71,0.6,0.2,36,0.003,std,static
53,2.97,0.6,0.2,475,0.048,mean,static
53,1.55,0.6,0.2,36,0.003,std,static
54,2.72,0.6,0.2,475,0.048,mean,static
54,1.5,0.6,0.2,36,0.003,std,static
55,2.56,0.6,0.2,475,0.048,mean,static
55,1.43,0.6,0.2,36,0.003,std,static
56,2.34,0.6,0.2,475,0.048,mean,static
56,1.49,0.6,0.2,36,0.003,std,static
0,5.0,0.6,0.2,509,0.085,mean,dynamic
0,0.0,0.6,0.2,34,0.005,std,dynamic
1,11.56,0.6,0.2,509,0.085,mean,dynamic
1,2.97,0.6,0.2,34,0.005,std,dynamic
2,35.72,0.6,0.2,509,0.085,mean,dynamic
2,12.74,0.6,0.2,34,0.005,std,dynamic
3,101.94,0.6,0.2,509,0.085,mean,dynamic
3,36.85,0.6,0.2,34,0.005,std,dynamic
4,223.97,0.6,0.2,509,0.085,mean,dynamic
4,61.6,0.6,0.2,34,0.005,std,dynamic
5,320.88,0.6,0.2,509,0.085,mean,dynamic
5,52.53,0.6,0.2,34,0.005,std,dynamic
6,360.25,0.6,0.2,509,0.085,mean,dynamic
6,37.75,0.6,0.2,34,0.005,std,dynamic
7,360.84,0.6,0.2,509,0.085,mean,dynamic
7,27.5,0.6,0.2,34,0.005,std,dynamic
8,342.56,0.6,0.2,509,0.085,mean,dynamic
8,21.79,0.6,0.2,34,0.005,std,dynamic
9,316.94,0.6,0.2,509,0.085,mean,dynamic
9,19.1,0.6,0.2,34,0.005,std,dynamic
10,290.34,0.6,0.2,509,0.085,mean,dynamic
10,17.81,0.6,0.2,34,0.005,std,dynamic
11,264.22,0.6,0.2,509,0.085,mean,dynamic
11,16.48,0.6,0.2,34,0.005,std,dynamic
12,237.53,0.6,0.2,509,0.085,mean,dynamic
12,15.49,0.6,0.2,34,0.005,std,dynamic
13,213.88,0.6,0.2,509,0.085,mean,dynamic
13,14.51,0.6,0.2,34,0.005,std,dynamic
14,191.72,0.6,0.2,509,0.085,mean,dynamic
14,14.46,0.6,0.2,34,0.005,std,dynamic
15,175.09,0.6,0.2,509,0.085,mean,dynamic
15,13.4,0.6,0.2,34,0.005,std,dynamic
16,159.09,0.6,0.2,509,0.085,mean,dynamic
16,12.52,0.6,0.2,34,0.005,std,dynamic
17,143.22,0.6,0.2,509,0.085,mean,dynamic
17,11.29,0.6,0.2,34,0.005,std,dynamic
18,130.56,0.6,0.2,509,0.085,mean,dynamic
18,11.2,0.6,0.2,34,0.005,std,dynamic
19,116.56,0.6,0.2,509,0.085,mean,dynamic
19,10.62,0.6,0.2,34,0.005,std,dynamic
20,106.06,0.6,0.2,509,0.085,mean,dynamic
20,10.35,0.6,0.2,34,0.005,std,dynamic
21,96.34,0.6,0.2,509,0.085,mean,dynamic
21,10.0,0.6,0.2,34,0.005,std,dynamic
22,87.75,0.6,0.2,509,0.085,mean,dynamic
22,9.61,0.6,0.2,34,0.005,std,dynamic
23,79.28,0.6,0.2,509,0.085,mean,dynamic
23,9.32,0.6,0.2,34,0.005,std,dynamic
24,71.84,0.6,0.2,509,0.085,mean,dynamic
24,8.52,0.6,0.2,34,0.005,std,dynamic
25,65.06,0.6,0.2,509,0.085,mean,dynamic
25,7.54,0.6,0.2,34,0.005,std,dynamic
26,58.69,0.6,0.2,509,0.085,mean,dynamic
26,7.7,0.6,0.2,34,0.005,std,dynamic
27,52.94,0.6,0.2,509,0.085,mean,dynamic
27,7.25,0.6,0.2,34,0.005,std,dynamic
28,47.5,0.6,0.2,509,0.085,mean,dynamic
28,6.89,0.6,0.2,34,0.005,std,dynamic
29,43.22,0.6,0.2,509,0.085,mean,dynamic
29,6.92,0.6,0.2,34,0.005,std,dynamic
30,39.91,0.6,0.2,509,0.085,mean,dynamic
30,6.76,0.6,0.2,34,0.005,std,dynamic
31,35.72,0.6,0.2,509,0.085,mean,dynamic
31,5.94,0.6,0.2,34,0.005,std,dynamic
32,31.75,0.6,0.2,509,0.085,mean,dynamic
32,5.7,0.6,0.2,34,0.005,std,dynamic
33,28.25,0.6,0.2,509,0.085,mean,dynamic
33,5.66,0.6,0.2,34,0.005,std,dynamic
34,25.62,0.6,0.2,509,0.085,mean,dynamic
34,5.53,0.6,0.2,34,0.005,std,dynamic
35,23.25,0.6,0.2,509,0.085,mean,dynamic
35,5.56,0.6,0.2,34,0.005,std,dynamic
36,20.75,0.6,0.2,509,0.085,mean,dynamic
36,5.94,0.6,0.2,34,0.005,std,dynamic
37,18.81,0.6,0.2,509,0.085,mean,dynamic
37,5.32,0.6,0.2,34,0.005,std,dynamic
38,16.72,0.6,0.2,509,0.085,mean,dynamic
38,4.87,0.6,0.2,34,0.005,std,dynamic
39,15.22,0.6,0.2,509,0.085,mean,dynamic
39,4.88,0.6,0.2,34,0.005,std,dynamic
40,13.16,0.6,0.2,509,0.085,mean,dynamic
40,4.32,0.6,0.2,34,0.005,std,dynamic
41,11.56,0.6,0.2,509,0.085,mean,dynamic
41,4.05,0.6,0.2,34,0.005,std,dynamic
42,10.31,0.6,0.2,509,0.085,mean,dynamic
42,3.79,0.6,0.2,34,0.005,std,dynamic
43,9.44,0.6,0.2,509,0.085,mean,dynamic
43,3.67,0.6,0.2,34,0.005,std,dynamic
44,8.66,0.6,0.2,509,0.085,mean,dynamic
44,3.65,0.6,0.2,34,0.005,std,dynamic
45,8.0,0.6,0.2,509,0.085,mean,dynamic
45,3.63,0.6,0.2,34,0.005,std,dynamic
46,7.31,0.6,0.2,509,0.085,mean,dynamic
46,3.23,0.6,0.2,34,0.005,std,dynamic
47,6.66,0.6,0.2,509,0.085,mean,dynamic
47,2.76,0.6,0.2,34,0.005,std,dynamic
48,6.0,0.6,0.2,509,0.085,mean,dynamic
48,2.7,0.6,0.2,34,0.005,std,dynamic
49,5.5,0.6,0.2,509,0.085,mean,dynamic
49,2.61,0.6,0.2,34,0.005,std,dynamic
0,5.0,0.7,0.2,468,0.049,mean,static
0,0.0,0.7,0.2,52,0.002,std,static
1,12.06,0.7,0.2,468,0.049,mean,static
1,3.23,0.7,0.2,52,0.002,std,static
2,42.53,0.7,0.2,468,0.049,mean,static
2,15.7,0.7,0.2,52,0.002,std,static
3,112.88,0.7,0.2,468,0.049,mean,static
3,42.69,0.7,0.2,52,0.002,std,static
4,210.94,0.7,0.2,468,0.049,mean,static
4,61.55,0.7,0.2,52,0.002,std,static
5,295.88,0.7,0.2,468,0.049,mean,static
5,64.52,0.7,0.2,52,0.002,std,static
6,338.22,0.7,0.2,468,0.049,mean,static
6,51.25,0.7,0.2,52,0.002,std,static
7,340.94,0.7,0.2,468,0.049,mean,static
7,44.04,0.7,0.2,52,0.002,std,static
8,325.25,0.7,0.2,468,0.049,mean,static
8,34.06,0.7,0.2,52,0.002,std,static
9,299.28,0.7,0.2,468,0.049,mean,static
9,26.73,0.7,0.2,52,0.002,std,static
10,271.03,0.7,0.2,468,0.049,mean,static
10,23.01,0.7,0.2,52,0.002,std,static
11,243.38,0.7,0.2,468,0.049,mean,static
11,19.15,0.7,0.2,52,0.002,std,static
12,217.5,0.7,0.2,468,0.049,mean,static
12,17.12,0.7,0.2,52,0.002,std,static
13,192.84,0.7,0.2,468,0.049,mean,static
13,14.12,0.7,0.2,52,0.002,std,static
14,171.09,0.7,0.2,468,0.049,mean,static
14,14.92,0.7,0.2,52,0.002,std,static
15,151.69,0.7,0.2,468,0.049,mean,static
15,13.23,0.7,0.2,52,0.002,std,static
16,134.81,0.7,0.2,468,0.049,mean,static
16,11.73,0.7,0.2,52,0.002,std,static
17,121.25,0.7,0.2,468,0.049,mean,static
17,11.84,0.7,0.2,52,0.002,std,static
18,108.16,0.7,0.2,468,0.049,mean,static
18,11.07,0.7,0.2,52,0.002,std,static
19,96.25,0.7,0.2,468,0.049,mean,static
19,10.77,0.7,0.2,52,0.002,std,static
20,86.34,0.7,0.2,468,0.049,mean,static
20,9.87,0.7,0.2,52,0.002,std,static
21,77.25,0.7,0.2,468,0.049,mean,static
21,9.24,0.7,0.2,52,0.002,std,static
22,68.69,0.7,0.2,468,0.049,mean,static
22,8.19,0.7,0.2,52,0.002,std,static
23,61.12,0.7,0.2,468,0.049,mean,static
23,7.86,0.7,0.2,52,0.002,std,static
24,54.06,0.7,0.2,468,0.049,mean,static
24,7.03,0.7,0.2,52,0.002,std,static
25,48.41,0.7,0.2,468,0.049,mean,static
25,6.14,0.7,0.2,52,0.002,std,static
26,43.22,0.7,0.2,468,0.049,mean,static
26,6.18,0.7,0.2,52,0.002,std,static
27,38.59,0.7,0.2,468,0.049,mean,static
27,5.66,0.7,0.2,52,0.002,std,static
28,34.47,0.7,0.2,468,0.049,mean,static
28,5.56,0.7,0.2,52,0.002,std,static
29,31.19,0.7,0.2,468,0.049,mean,static
29,5.14,0.7,0.2,52,0.002,std,static
30,27.91,0.7,0.2,468,0.049,mean,static
30,4.43,0.7,0.2,52,0.002,std,static
31,25.03,0.7,0.2,468,0.049,mean,static
31,4.44,0.7,0.2,52,0.002,std,static
32,22.56,0.7,0.2,468,0.049,mean,static
32,4.54,0.7,0.2,52,0.002,std,static
33,20.5,0.7,0.2,468,0.049,mean,static
33,4.12,0.7,0.2,52,0.002,std,static
34,18.38,0.7,0.2,468,0.049,mean,static
34,3.83,0.7,0.2,52,0.002,std,static
35,16.84,0.7,0.2,468,0.049,mean,static
35,3.78,0.7,0.2,52,0.002,std,static
36,15.41,0.7,0.2,468,0.049,mean,static
36,3.86,0.7,0.2,52,0.002,std,static
37,13.84,0.7,0.2,468,0.049,mean,static
37,3.57,0.7,0.2,52,0.002,std,static
38,12.41,0.7,0.2,468,0.049,mean,static
38,3.3,0.7,0.2,52,0.002,std,static
39,11.12,0.7,0.2,468,0.049,mean,static
39,3.34,0.7,0.2,52,0.002,std,static
40,10.03,0.7,0.2,468,0.049,mean,static
40,3.14,0.7,0.2,52,0.002,std,static
41,8.94,0.7,0.2,468,0.049,mean,static
41,2.65,0.7,0.2,52,0.002,std,static
42,8.06,0.7,0.2,468,0.049,mean,static
42,2.66,0.7,0.2,52,0.002,std,static
43,7.47,0.7,0.2,468,0.049,mean,static
43,2.66,0.7,0.2,52,0.002,std,static
44,6.56,0.7,0.2,468,0.049,mean,static
44,2.4,0.7,0.2,52,0.002,std,static
45,5.84,0.7,0.2,468,0.049,mean,static
45,2.21,0.7,0.2,52,0.002,std,static
46,5.19,0.7,0.2,468,0.049,mean,static
46,2.17,0.7,0.2,52,0.002,std,static
47,4.62,0.7,0.2,468,0.049,mean,static
47,1.85,0.7,0.2,52,0.002,std,static
48,4.16,0.7,0.2,468,0.049,mean,static
48,1.75,0.7,0.2,52,0.002,std,static
49,3.59,0.7,0.2,468,0.049,mean,static
49,1.67,0.7,0.2,52,0.002,std,static
50,3.03,0.7,0.2,468,0.049,mean,static
50,1.65,0.7,0.2,52,0.002,std,static
51,2.81,0.7,0.2,468,0.049,mean,static
51,1.74,0.7,0.2,52,0.002,std,static
0,5.0,0.7,0.2,503,0.076,mean,dynamic
0,0.0,0.7,0.2,46,0.002,std,dynamic
1,11.22,0.7,0.2,503,0.076,mean,dynamic
1,3.25,0.7,0.2,46,0.002,std,dynamic
2,33.59,0.7,0.2,503,0.076,mean,dynamic
2,15.07,0.7,0.2,46,0.002,std,dynamic
3,92.69,0.7,0.2,503,0.076,mean,dynamic
3,42.89,0.7,0.2,46,0.002,std,dynamic
4,204.31,0.7,0.2,503,0.076,mean,dynamic
4,73.18,0.7,0.2,46,0.002,std,dynamic
5,305.97,0.7,0.2,503,0.076,mean,dynamic
5,75.22,0.7,0.2,46,0.002,std,dynamic
6,346.12,0.7,0.2,503,0.076,mean,dynamic
6,55.33,0.7,0.2,46,0.002,std,dynamic
7,349.78,0.7,0.2,503,0.076,mean,dynamic
7,38.47,0.7,0.2,46,0.002,std,dynamic
8,331.78,0.7,0.2,503,0.076,mean,dynamic
8,26.59,0.7,0.2,46,0.002,std,dynamic
9,304.94,0.7,0.2,503,0.076,mean,dynamic
9,22.58,0.7,0.2,46,0.002,std,dynamic
10,278.69,0.7,0.2,503,0.076,mean,dynamic
10,18.53,0.7,0.2,46,0.002,std,dynamic
11,254.84,0.7,0.2,503,0.076,mean,dynamic
11,16.44,0.7,0.2,46,0.002,std,dynamic
12,232.06,0.7,0.2,503,0.076,mean,dynamic
12,14.64,0.7,0.2,46,0.002,std,dynamic
13,211.09,0.7,0.2,503,0.076,mean,dynamic
13,14.74,0.7,0.2,46,0.002,std,dynamic
14,191.72,0.7,0.2,503,0.076,mean,dynamic
14,13.85,0.7,0.2,46,0.002,std,dynamic
15,172.84,0.7,0.2,503,0.076,mean,dynamic
15,11.64,0.7,0.2,46,0.002,std,dynamic
16,156.53,0.7,0.2,503,0.076,mean,dynamic
16,10.46,0.7,0.2,46,0.002,std,dynamic
17,140.16,0.7,0.2,503,0.076,mean,dynamic
17,10.03,0.7,0.2,46,0.002,std,dynamic
18,126.06,0.7,0.2,503,0.076,mean,dynamic
18,9.38,0.7,0.2,46,0.002,std,dynamic
19,113.16,0.7,0.2,503,0.076,mean,dynamic
19,8.51,0.7,0.2,46,0.002,std,dynamic
20,101.59,0.7,0.2,503,0.076,mean,dynamic
20,8.33,0.7,0.2,46,0.002,std,dynamic
21,90.34,0.7,0.2,503,0.076,mean,dynamic
21,7.71,0.7,0.2,46,0.002,std,dynamic
22,81.56,0.7,0.2,503,0.076,mean,dynamic
22,7.73,0.7,0.2,46,0.002,std,dynamic
23,72.09,0.7,0.2,503,0.076,mean,dynamic
23,6.91,0.7,0.2,46,0.002,std,dynamic
24,64.81,0.7,0.2,503,0.076,mean,dynamic
24,7.37,0.7,0.2,46,0.002,std,dynamic
25,58.25,0.7,0.2,503,0.076,mean,dynamic
25,8.18,0.7,0.2,46,0.002,std,dynamic
26,52.84,0.7,0.2,503,0.076,mean,dynamic
26,7.49,0.7,0.2,46,0.002,std,dynamic
27,47.56,0.7,0.2,503,0.076,mean,dynamic
27,7.53,0.7,0.2,46,0.002,std,dynamic
28,42.84,0.7,0.2,503,0.076,mean,dynamic
28,7.12,0.7,0.2,46,0.002,std,dynamic
